topic0	stoff 0.267679333053	richtlinie 0.119755829389	kunststoff 0.0566426873077	ziffer 0.034855736893	chemikalie 0.0333510651852	verarbeiten 0.0306080501551	planer 0.0272968393606	gel 0.0263786234079	entsorgung 0.026093821251	einleitung 0.0231170573968	unentbehrlich 0.0218229125267	chemisch 0.0216105569045	gesamtkonzept 0.0172325676568	einfuhr 0.0148674392424	erörtern 0.0142688637768	spezialgebiet 0.0141560040056	umwelt 0.0128528804928	grundwissen 0.0118931531744	bündel 0.0108266659242	quecksilber 0.0106779054343	bequemlichkeit 0.00914414387647	fließband 0.00878575471853	verarbeitend 0.00816887352349	aufwind 0.00725368754673	kohlenwasserstoff 0.00697699164185
topic42	post 0.338870448508	rang 0.0970765564699	olympisch 0.078970001722	teilnehmerin 0.0404032377403	reserve 0.0350706811044	kollegium 0.0222823675595	briefkasten 0.0214221970187	pflaster 0.0210194547395	erläuterung 0.0182118833177	fuge 0.0181618377226	vierte 0.0179807196546	auszeit 0.0176599685036	jüngste 0.0172578385852	insulin 0.0162443179358	verdrängen 0.0133192254587	übungsleiter 0.0131518561871	leistungssport 0.0122481838173	geburtstagsfeier 0.0115865140231	forschungsgemeinschaft 0.00982466932746	newsgroup 0.00974549062393	durchbrechen 0.00925558130839	zielorientiert 0.00825910110116	risikomanagement 0.00813771560926	unvorhergesehen 0.00799576044178	wiedergutmachung 0.00658838342041
topic43	kommentar 0.410189752786	rss 0.0586947728253	kommentieren 0.0580156211457	feed 0.0463419029025	verfolgen 0.0393430293942	hinterlassen 0.0370334403583	einrichten 0.0323255819712	trackback 0.0296526698241	eintrag 0.0264617376681	seite 0.0221607505074	matte 0.0187875417717	schreiben 0.0159590122395	spring 0.0122007862671	psychotherapeut 0.011328931667	kategorie 0.0108383265988	vertriebene 0.0104173830862	ordnungsamt 0.0102954115623	heizkosten 0.00848629181141	salzgitter 0.00844966939432	zeitungsartikel 0.00766286227017	eigen 0.0075928485354	grundstruktur 0.00753719876518	unwetter 0.00663953439276	burgdorf 0.00660067927796	abschreckend 0.00616232280687
topic44	telefon 0.317736814767	kontakt 0.236712126354	betreiber 0.0748307411762	impressum 0.0730682585352	kopie 0.0586726511046	umgehend 0.0553309971444	techniker 0.0426252277984	aktualität 0.0356872912728	landeskirche 0.0175288134298	erwünscht 0.0161555308304	angereist 0.0134098701256	spin 0.00649779831368	unverlangt 0.00595961334406	drehend 0.00494674141755	nationaltheater 0.00429533551173	beliebigkeit 0.00419954557264	illustrierte 0.00384330895678	potenz 0.00378634375103	zwangsmaßnahme 0.00378577231855	nennleistung 0.00374737479327	potpourri 0.0024825917814	haftungshinweis 0.00239425091472	polarisation 0.00235522888597	traditionspflege 0.00162755539676	zuseher 0.00136140039049
topic45	firma 0.606251289711	adresse 0.214607669923	magnet 0.0421143282871	etikett 0.0257827995161	faser 0.0180135591431	markenname 0.0149736638987	buchführung 0.0105943353251	neuron 0.00794754938912	entlohnung 0.00686780669806	slowakisch 0.00571572440946	telefonnummer 0.0046785365309	angestellte 0.00411500237704	ausgedruckt 0.0038830687663	wirtschaftsjahr 0.00380560867233	umspannen 0.00196043794922	verwaltungsbereich 0.00195374013911	firmenverzeichnis 0.00185515199026	herstellen 0.00165161120062	anschreiben 0.00160282199433	elementare 0.00150482880466	navajo 0.00143298713831	produktdatum 0.00137137924249	steckend 0.00135534185872	korrumpieren 0.00130283116162	branche 0.00125142602506
topic46	philosophie 0.151295646144	philosophisch 0.064422446656	abkürzung 0.0519191697518	wirt 0.0458827428014	naturwissenschaft 0.0451480436044	stream 0.0413164344048	philosoph 0.0399273931195	naturwissenschaftlich 0.0320630744009	ethik 0.0267692396184	essentiell 0.0242909710547	zweifach 0.0219856373533	koalitionsvertrag 0.0199524530159	steig 0.0198168387849	philosophieren 0.0175234114228	rauh 0.0158526169437	naturwissenschaftler 0.0156779279609	neunziger 0.0153413181855	charakterisieren 0.0150083526864	forstweg 0.0140993894267	wehrlos 0.0111387343056	aufsteigend 0.0111123216592	dialektik 0.0104524290405	absenken 0.0103527863878	herbstlich 0.0102327327178	unwahrheit 0.0100807194414
topic47	fernsehen 0.205521903761	zuschauer 0.124024832508	roboter 0.0406649881062	moderieren 0.0247567035948	filmemacher 0.0214773644133	getreu 0.0203201523524	filmisch 0.0191369557114	assoziation 0.0189100974991	macke 0.0181109229757	schlagzeile 0.0175036455025	tatort 0.0169960642008	enge 0.015910698542	warte 0.015742278822	schauspielerisch 0.0138961820812	unterhaltung 0.0131293981031	triple 0.0126325531351	comedy 0.0125000205551	ausstrahlung 0.0119487696387	komik 0.0111967191379	entpuppen 0.0109375931373	idylle 0.0108728728214	wundersam 0.0107302118424	grotesk 0.0105336995024	nostalgisch 0.00965618252787	anziehung 0.00857596459923
topic48	wert 0.549190337655	legen 0.0694336446703	messen 0.0566903636989	messung 0.0497312945756	gemessen 0.0167942197261	maximal 0.0149256076658	werten 0.0145723657022	hoch 0.0106256412701	messgerät 0.0105353496296	karosserie 0.00943915551711	bmi 0.00867978895343	mittelwert 0.00849485543197	messwert 0.00754937038436	richtwert 0.00677606104854	sportwagen 0.00666104365169	ermitteln 0.00647613860346	formatieren 0.00640309611396	eigenbau 0.00621526130035	umrechnung 0.00559845332681	niedrig 0.00550958602894	errechnen 0.00488922296406	trafo 0.00485480728955	sportgerät 0.00450928752318	überschreiten 0.00435232109644	konstant 0.00426432452526
topic49	kaffee 0.193885738194	tasse 0.0687541439146	waschen 0.0666811184516	behälter 0.0517841750709	trocknen 0.0413469239828	gefäß 0.0362260674909	handhaben 0.0249918983664	sieb 0.0229705286588	bergwerk 0.0229355855249	rennstrecke 0.0217780542254	verwendbar 0.0205627130113	kaffeemaschine 0.0204453397881	schaum 0.0188319102436	sonderausgabe 0.0156299884546	kanne 0.0141592905887	spülmaschine 0.0133158947045	entworfen 0.0129570098613	latte 0.0112875698814	konisch 0.0111333609833	pikant 0.0104397814295	slawe 0.010082405169	kelte 0.00995378338319	voranschreiten 0.0099198642807	laufsteg 0.00930870367868	vereinigte 0.0088678149657
topic50	pflege 0.111399307008	angehörige 0.0789989772132	senior 0.0601877672681	alter 0.0469860809005	bewohner 0.0458508248554	alt 0.044261356605	heim 0.0398011154906	fachkraft 0.03833541229	pflegen 0.0253388553831	bedarf 0.0217878746187	missbrauch 0.0191193553261	pflegeheim 0.0151353185986	wohnen 0.0137808060711	demografisch 0.0132471807511	haus 0.0130422942351	entlasten 0.0128243066841	berufsgruppe 0.00955400859411	pflegekraft 0.00941588980829	angebot 0.00869483684776	gesundheit 0.00833461544405	wohlergehen 0.00815548535581	gewährleisten 0.00802846517101	zivildienst 0.00790767840546	pflegebedürftig 0.00779364370459	supervision 0.00762323393657
topic51	lied 0.251402265875	singen 0.164557160487	auftritt 0.054909302113	duo 0.0408848803278	aktive 0.0387501487497	jahreshauptversammlung 0.0346004653941	takt 0.0343691719884	ehrenamt 0.0237932688206	schwarze 0.0213859742899	mitstreiter 0.0193670536723	geste 0.0164585421134	rundschau 0.0151506436772	aufgeschlossen 0.0144443486879	hochtour 0.0128523141566	gebühren 0.0125722437067	tonträger 0.0118079009792	tiroler 0.0117395910758	eifrig 0.0112721071678	debütalbum 0.0106982107391	diskret 0.010661325833	siegreich 0.0104370958559	rückblickend 0.0103406171285	mundart 0.00993829314152	nebenstehend 0.00939780451578	reggae 0.00868464596043
topic52	herz 0.277226254596	glück 0.103657375589	gute 0.0780734655399	liebe 0.0196596644299	einsamkeit 0.0183387093123	faszinieren 0.017755501595	erdenklich 0.0169927345044	vermissen 0.0145945169155	grenzenlos 0.0137370481718	glücklich 0.0137143163035	schranke 0.0119727070679	kanu 0.0112218908375	verstand 0.0104156164135	harmonie 0.0101563898255	anfühlen 0.00977645514978	unschlagbar 0.00945910993443	hektik 0.00942999923142	ego 0.00933688223575	eingefleischt 0.00893187917673	faxe 0.00869374636342	konstante 0.00854078080428	geduld 0.00827759928662	höchstleistung 0.00820959738878	grüßen 0.00810530113469	leere 0.007886679584
topic53	zuverlässig 0.142970730182	transport 0.135670355545	gründer 0.0796496510762	transportieren 0.0628654063381	preisvergleich 0.0305963327542	lagern 0.0288471945398	zuverlässigkeit 0.0245426499186	kurier 0.0239053135941	abwicklung 0.0233071601203	ersparnis 0.0230689118097	existenzgründer 0.0226993771192	vermittler 0.0222144994333	logistisch 0.0208085253342	baufinanzierung 0.0199975526091	ästhetik 0.0198641493879	gedeckt 0.0192962348436	existenzgründung 0.0177663816334	frankfurt 0.0165449563891	umweltverträglich 0.0163387492576	gemeldet 0.0162795425748	spedition 0.0162385178051	gewerbetreibende 0.0148876681634	absicherung 0.014767564639	selbstverständlichkeit 0.0146664951073	formalität 0.0123670974559
topic54	objekt 0.300291181096	sport 0.241531948082	freizeit 0.0984029656895	url 0.0544391409334	portrait 0.0216665201872	österreichische 0.0197631464296	thematik 0.0193840495879	prävention 0.0186889062675	naheliegend 0.0147391083855	schlechte 0.0144721008306	charakterisierung 0.0122540862409	arrangieren 0.0108278146753	rudimentär 0.00934704310372	uhrzeigersinn 0.00932248199882	abbild 0.00854205559745	vorhergehend 0.00847018998771	athletin 0.00817087043049	geburtstagsgeschenk 0.00814476101536	mittelmeerraum 0.00772649312648	selektiv 0.00702350914929	kinderschänder 0.00699615765576	treiben 0.00691723176601	beharrlichkeit 0.00658284180341	pflegerin 0.0062924474362	reisegepäck 0.00603534003017
topic55	fahrzeug 0.197409401756	fahrer 0.0920835304863	pkw 0.045374911705	geschwindigkeit 0.0302803564289	kurve 0.0221039436744	führerschein 0.0220917912348	straßenverkehr 0.0162748288636	kennzeichen 0.0155298097969	kommen 0.0140767706267	fahrbahn 0.0139192897336	fahren 0.0135402442172	parken 0.0122845930948	überholen 0.0122277294152	lkw 0.01200378504	schnell 0.0111045827257	unfall 0.0110078235912	beschleunigung 0.00980938464808	kofferraum 0.00897041248052	kilometer 0.00852895534666	zufahrt 0.00754333535136	kollision 0.00749897988415	verkehrsteilnehmer 0.00693293179094	fahrend 0.00670895313996	stehen 0.00669220499973	gehweg 0.00660439234088
topic56	einrichtung 0.319196585989	mitarbeiterin 0.0851484977066	träger 0.0704587384384	ehrenamtlich 0.0683469186337	sozial 0.0385638295617	geschäftsstelle 0.0318327970404	schweinfurt 0.0277001332152	diakonie 0.0245683627441	modernisierung 0.0215892298763	jugendhilfe 0.0209117719498	diakonisch 0.0181693471475	altenheim 0.0152943537435	ehrenamtliche 0.0146460708006	betreuung 0.013990938863	soziale 0.0134714132873	württembergisch 0.0121691132549	pflegedienst 0.0114593625525	grundstein 0.00965407039415	umwandlung 0.00946394767932	bahnbrechend 0.00931549038993	gemeinnützig 0.00928030944552	ausbildungsplatz 0.00900174179733	organisiert 0.00770500251526	bausubstanz 0.00753952357041	festakt 0.00718485255007
topic57	jahrhundert 0.0513149091458	historisch 0.0284718929479	geschichte 0.0232823374291	zeit 0.0214212474573	neu 0.0130136431797	erst 0.0127461478524	früh 0.0117994348736	werk 0.0100196910158	modern 0.00884737280025	zweit 0.00815698956084	mittelalter 0.00806555881655	schrift 0.00755566234091	spät 0.00752177611413	darstellung 0.00737700473398	jahr 0.0070719320407	gegenwart 0.00617072132652	epoche 0.00616812193614	bedeutung 0.00560875257616	tradition 0.00555336769969	heutig 0.00532060107213	verfasser 0.00520587065555	wichtig 0.00515552426036	arbeit 0.00494504121413	mythos 0.00477061702558	ende 0.00466166407964
topic58	artikel 0.496818477804	bericht 0.13748831836	liste 0.131575191892	pdf 0.0371497629928	list 0.0229837035176	veröffentlichen 0.0154345707559	tweet 0.0126662730579	tab 0.0103110664964	kundin 0.00913098643053	komma 0.00792661470548	überschrift 0.00736383110299	ausführlich 0.00726571190758	verfügbar 0.0062499989748	lesenswert 0.00582854434815	auflisten 0.0051022726248	übersichtlicher 0.00444009376107	leser 0.00417624210098	aufgelistet 0.00384872056674	stehen 0.00378349830373	textfeld 0.00367050017716	verfassen 0.0036360778796	basieren 0.00349688260003	überblick 0.00327178044663	abtrennen 0.00292710928951	lebensfähig 0.00262551363726
topic59	urlaub 0.101179429422	natur 0.0766783785679	ferienwohnung 0.067888763681	wanderung 0.0627896152673	berg 0.0505743763859	ferienhaus 0.0475480930276	gipfel 0.0297256030453	erholung 0.0206675688484	bieten 0.0205911174324	naturpark 0.019510395023	genießen 0.0193660413657	schön 0.0192993382095	tal 0.0171652780646	piste 0.0168614800864	attraktion 0.0157636453158	schwarzwald 0.0155455559552	verbringen 0.0153097720615	urlauber 0.0144826965571	erholsam 0.0138539416117	ski 0.0132140583179	familie 0.0124957824427	reiseziel 0.0124946556185	ort 0.0109862673143	apartment 0.00991267398976	ideal 0.00981258633439
topic60	groß 0.0476542218546	klein 0.0296742562597	größe 0.0197265477915	lang 0.0177256669364	länge 0.0177248498921	breit 0.015401975743	leicht 0.0136456683842	höhe 0.0126064549806	hoch 0.0117167926405	lassen 0.0102245706898	stark 0.00945409860664	fläche 0.0094014872038	durchmesser 0.00805528191584	folie 0.00776768078235	einfach 0.00776417703775	kurz 0.00760055517483	scheibe 0.00752858647468	maß 0.00735337363568	liegen 0.00713856658474	weich 0.00700379349657	stabil 0.00696878870361	flach 0.00688700434842	weit 0.00687962011587	tief 0.00670875628428	material 0.0066502234577
topic61	versicherung 0.188778978989	weiterbildung 0.117725103088	leiter 0.0949842147322	aus 0.0737608282488	versicherer 0.039343205297	same 0.0352911796434	bauträger 0.0288287499642	stadthalle 0.0222457421324	versichern 0.0215045481943	versichert 0.0203617642047	risiko 0.0166726717508	police 0.0148741218733	dozentin 0.0138826684806	versicherungsnehmer 0.0136439308863	haftpflichtversicherung 0.0126546533495	schadensfall 0.0126183768603	weiterbilden 0.012075080302	globus 0.0102091850782	unspektakulär 0.010189353083	strukturwandel 0.00984721478276	spielregel 0.00893516319699	versicherungssumme 0.00853263941356	forensisch 0.00797079628813	abschluss 0.00751998787245	hausratversicherung 0.00740982176661
topic62	wahl 0.378725825205	wählen 0.289050372767	kandidat 0.0959475558321	gewählt 0.0407725565153	abgeben 0.0346583111974	show 0.0318395571491	unterbrechung 0.0130480237672	salon 0.0103276599318	gesprächsrunde 0.00836575163317	entscheiden 0.00804643009764	musikgeschichte 0.00730734190428	gewinnen 0.00707368738906	auswahl 0.00700968851212	entladung 0.00575373246971	wertig 0.00414474566902	stichwahl 0.0041060778993	nacheifern 0.00393631250845	coolness 0.0036859936188	massenproduktion 0.00345594956967	antreten 0.00331712102096	einweihen 0.00329754772802	parteilos 0.00322282169733	regierungswechsel 0.00316040339634	modebewusst 0.00274740402271	newsticker 0.00266071214029
topic63	sender 0.14030800753	laut 0.130850727602	geräusch 0.0630319174623	leise 0.0550638056963	empfangen 0.0505567914388	laufende 0.0400887718191	mikrofon 0.030117782155	senden 0.0252439152444	mikro 0.0251242075818	kopfhörer 0.0223901656339	rauschen 0.0212218830249	verstellbar 0.0191656362104	miss 0.01843726792	fernsehsender 0.0179605556097	radiosender 0.0163872177353	anruf 0.0143769219885	videokamera 0.0137780125825	klingeln 0.0128403855439	fernbedienung 0.0111659482511	unüblich 0.010707444585	stören 0.00950629993497	strahlen 0.00926384547536	fernsehprogramm 0.00926021917352	brummen 0.00925892509435	leim 0.00925573477155
topic64	schwäbisch 0.0784518133933	bundestagswahl 0.0442249476013	setting 0.0409616967935	liberal 0.0403299097479	wähler 0.0392958642041	liberale 0.0359721004203	kreistag 0.03284304689	inventar 0.0318863668034	wahlrecht 0.029843582904	stadtbibliothek 0.0270589495397	brauerei 0.0266760643547	aushängeschild 0.0259087427063	gruppierung 0.0257481781338	juso 0.0236932915366	stadtarchiv 0.0221832814825	musikschule 0.0218738307878	wahlbeteiligung 0.020978550711	astronomisch 0.0205518737524	landesvorsitzende 0.0204922686293	kommunalwahl 0.0186046689203	kreisvorsitzende 0.0180553655443	englischkenntnis 0.0151257476097	wählerin 0.0148735540957	befähigung 0.0146037947729	schweriner 0.0142739508888
topic65	schutz 0.130104870162	sicherheit 0.127064046008	kontrolle 0.062773948378	recht 0.0560468078829	betrieblich 0.0352238073138	angelegenheit 0.031435023646	vorsorge 0.0237297866259	geprüft 0.0209683186585	organisatorisch 0.0186592929598	belang 0.0146499659464	vertretung 0.0144505377468	benachrichtigung 0.0143997086339	teilbereich 0.0125244568486	sekretariat 0.0121433717039	koordination 0.0119696061025	aufgabenbereich 0.0117575191687	kontrollieren 0.0111000208497	unternehmung 0.0106621714589	eidgenössisch 0.0103765874929	rechtswissenschaft 0.00965510623694	handicap 0.00956735763863	arbeitsstunde 0.00944549050833	verwaltungsrat 0.00938100634305	zusammenschluß 0.00884921746706	delegierte 0.00880817932079
topic66	boot 0.315602313449	anker 0.0996899754434	enterprise 0.0499316653784	crew 0.0451167348356	rudern 0.0325658613862	zusammenarbeiten 0.031766130655	echo 0.0259441578108	bewohnerin 0.0229777331725	einweisung 0.0200041651498	auslaufen 0.0182266413737	skipper 0.0154840721054	stickstoff 0.0130438984267	festanstellung 0.0124158812816	clique 0.011877511046	spurensuche 0.0115606123558	anwendungsgebiet 0.0104368652281	gastbeitrag 0.0104133712319	fläschchen 0.00978893512838	börsengang 0.00921477502409	hotspot 0.00868537935046	landesgartenschau 0.0083669494267	streckenweise 0.00782745690173	absteigend 0.00756514760603	vorsichtsmaßnahme 0.00751327919046	phosphor 0.00750805259919
topic67	aufgabe 0.313149164584	lösung 0.228294775481	funktion 0.132777043331	lösen 0.0696403181706	problem 0.0547261733173	erledigen 0.0290357784732	erfüllen 0.0194877786617	motiviert 0.0147261836069	dreh 0.011986684651	koordinate 0.00869739561287	angelpunkt 0.00798053162815	psychosomatisch 0.00662000402171	bewältigen 0.00619076886888	gleichsetzen 0.00596957674924	vakuum 0.00546865591528	übernehmen 0.00532462650229	taschenrechner 0.00459362888133	faltblatt 0.00458732687668	pressebericht 0.00442499920603	trank 0.00435391747965	anfügen 0.00416645216537	gleichung 0.00404655669008	jahreshälfte 0.00392728987424	rechnen 0.00389260866302	verformung 0.00348916707771
topic68	wettbewerb 0.232889561651	vergeben 0.134927372253	golden 0.133409612718	arbeitsgemeinschaft 0.0456181830255	künstlerin 0.0392709286258	puppe 0.0307410450599	verleihung 0.029037517083	metapher 0.022145766267	begehrt 0.0209344254181	präsidium 0.0185489249707	forschungsergebnis 0.0180606482147	positionierung 0.017520167865	hurra 0.0140521955864	erreicht 0.0124391256682	wahlweise 0.0115756261867	feuilleton 0.0115440190173	eingereicht 0.0114649321725	vernissage 0.00964251164087	hausbau 0.00956689328766	direktorin 0.00863020115524	veranstaltungskalender 0.00830533799186	radioaktivität 0.00796907118625	spielzeug 0.00766404758733	bekleiden 0.0070615278054	hauptpreis 0.00688942567884
