topic0	halter 0.0846611221108	orientierung 0.0805864744472	papst 0.0783766189505	ablegen 0.0473016062045	homosexuell 0.0407950926932	neigung 0.0404149567466	penis 0.0396300771204	schwule 0.0365680307079	vorhaut 0.0280008965849	vatikan 0.0278359530307	garnele 0.0277181931313	respektiv 0.027568643879	homosexualität 0.0271187635607	veranlagung 0.0264952550604	beobachter 0.0264266214554	homosexuelle 0.0225508477888	buchführung 0.0202046584464	käuflich 0.0201605500243	ablage 0.0178853405167	säkular 0.0172963242707	nachzucht 0.0167946012465	heterosexuell 0.0150490636871	kardinal 0.0141964888579	außenßen 0.0139367556024	ungereimtheit 0.0128464044902
topic42	fluss 0.101601832368	plakat 0.0734597097253	flut 0.0469552999033	hochwasser 0.0380429419878	weide 0.0362937627671	bach 0.0324148314794	botschafter 0.0215692548086	jahrestagung 0.0213657897033	labyrinth 0.0203021110928	schwimmend 0.019772529949	allgegenwärtig 0.0152741364053	baugebiet 0.0150636885931	dürr 0.0133853187168	abhalten 0.0124505369551	ufer 0.0121754297144	baumstamm 0.0117715807072	verstreichen 0.0112978099321	verbindend 0.0111660289734	pornographisch 0.0104601489809	obmann 0.0101148606264	krankheitsverlauf 0.00989003745991	klippe 0.00983016960456	gutmütig 0.00900515161842	musikwissenschaft 0.0085908085768	deponie 0.00848676643942
topic43	groß 0.0397496515103	publikum 0.0353643509083	bühne 0.0225113201678	show 0.021212008446	präsentieren 0.0205200119512	abend 0.0203373003871	auftritt 0.0198364512125	zeigen 0.0165812247245	lassen 0.0128084200887	festival 0.0122076984027	sorgen 0.0117817986144	highlight 0.0116493965262	begeistern 0.0115682056341	zuschauer 0.0107507360833	geben 0.0104587117956	gut 0.0103864916259	stimmung 0.00993059543516	welt 0.00927627333487	erleben 0.0090942969	bieten 0.00892527995942	machen 0.00860517591608	begeistert 0.00833976306412	spaß 0.00808604560582	jung 0.00772728965462	voll 0.00768844283767
topic44	essen 0.108748423341	ernährung 0.0428256016614	lebensmittel 0.0341237306438	gesund 0.0288471341621	fleisch 0.0258207034532	vitamin 0.0232988983413	fett 0.0225584538091	gemüse 0.0203154222964	milch 0.0177188455313	körper 0.0163924617095	obst 0.0150929774988	täglich 0.01477234903	wichtig 0.0143380116639	trinken 0.013757429384	nahrung 0.0126514686777	diät 0.0115757617678	mahlzeit 0.0113325705455	reis 0.0108685270491	nahrungsmittel 0.010409038728	tag 0.00997813355627	menge 0.00969997540467	gut 0.00944973401308	enthalten 0.00827805044825	hunger 0.00812347965917	nehmen 0.00804748233645
topic45	veranstaltung 0.0830315071299	region 0.0534004389505	finden 0.0311825561589	jahr 0.0284046652515	regional 0.0250510199461	rahmen 0.0202676026636	stehen 0.0201011877441	zusammenarbeit 0.0184373072937	gemeinsam 0.0171719524729	kooperation 0.0167521320741	weit 0.0158145600052	stellen 0.0151840304907	motto 0.0137707132452	vertreter 0.0135057554202	zahlreich 0.0117240250433	veranstalter 0.010880039303	informieren 0.0107930410687	präsentieren 0.0105879004955	diesjährig 0.010538933369	ort 0.01004532768	groß 0.00966461524307	gast 0.00958607752153	lokal 0.00936392834131	vergangen 0.00832116010912	bieten 0.0078740673577
topic46	herr 0.758894979277	geehrt 0.0292869748896	erreichbar 0.0262072860025	geehrter 0.0221454955343	erreichbarkeit 0.0104813241977	zeitersparnis 0.00942212772948	freundlich 0.00750697907766	unstimmigkeit 0.00718189118428	arbeitend 0.0063853563066	hinweisen 0.00622194072945	mühevoll 0.00608520993553	olive 0.00601964974123	aufzählung 0.00554759300475	bitten 0.00534883008634	fundament 0.00500536825944	alteingesessen 0.00489732242004	echtheit 0.0043461153466	teamwork 0.0042334981672	vorgesehen 0.00408801515791	zerkleinern 0.00394337372581	beiliegen 0.00389553936014	zurückschrecken 0.00377519802131	projektteam 0.00373201814954	schallschutz 0.00340008093986	umgangssprache 0.00317651668943
topic47	wort 0.107248449285	begriff 0.0714682439837	sprache 0.0700495872706	sprechen 0.0463121635137	verstehen 0.0296425914717	heißen 0.0277526371707	bedeuten 0.0195029912413	nennen 0.0174976178223	bedeutung 0.0174046280855	bezeichnen 0.015820762533	beispiel 0.0141295223572	ausdruck 0.0129251410871	sprachlich 0.0117469480987	definition 0.0115744479184	geben 0.0114408654159	beschreiben 0.00960527613397	bezeichnung 0.00943781037208	form 0.00876383942737	erklärung 0.0081598916499	häufig 0.0080385306506	rede 0.00766283403084	sinn 0.00667041298778	zusammenhang 0.00628785032818	erklären 0.00588150646945	verständlich 0.00582491741474
topic48	doktor 0.518219720939	professor 0.196799873478	leiter 0.0492153446311	selbsthilfegruppe 0.0325576148001	ärztin 0.0226858074365	leitung 0.0094439466931	niedergelassen 0.00811201567451	chefarzt 0.00795598601594	brustkrebs 0.00660131354761	erklären 0.00654301021288	qualitätsstandard 0.00611183006207	physiotherapie 0.00565190482176	zehnjährig 0.00538702917549	erläutern 0.00525381795729	betonen 0.00522228950497	leiterin 0.00522187623064	sagen 0.00381638541542	nachsorge 0.00370110452525	körpergefühl 0.00350399768896	gruppenmitglied 0.00335173866097	langjährig 0.00330068171941	strahlentherapie 0.00324109436463	teilzeitbeschäftigung 0.00309922528939	abteilung 0.00307961876142	uniklinik 0.00285535143439
topic49	klasse 0.631764657287	note 0.0822120155726	prämie 0.0305538823453	mathematik 0.0285073065263	aufgabenstellung 0.0202052056589	mehrjährig 0.0153748225028	mathe 0.0148529387526	pilotprojekt 0.0128005917687	evaluation 0.0126247243888	belastbarkeit 0.012590978007	klassenzimmer 0.0123539809873	mitschüler 0.0117076036718	bestrebt 0.00869736227706	teamfähigkeit 0.00665896608736	termingerecht 0.00575963346387	druckversion 0.00547078769143	forenmitglied 0.00517192563314	begabt 0.00507578436109	klassenlehrerin 0.00495515104076	grundschüler 0.00459118692492	kreisvorstand 0.00452226014428	stop 0.0043137573723	applet 0.0039955013321	sommerferien 0.00321727528179	metrisch 0.00308589664298
topic50	pferd 0.355749408695	stall 0.0765068491547	reiter 0.0678672468179	besitzer 0.0546402801847	stute 0.0349518203478	hengst 0.0306019706961	pony 0.0287108785656	dominant 0.0229720171964	springen 0.015363243178	framework 0.014873580286	brav 0.0146753727299	archivierung 0.0114154650995	trab 0.0112386494184	trophäe 0.0110904569575	schritt 0.0100388672255	stehen 0.00995615357751	umgang 0.00977101449716	faulheit 0.00879416492317	abstufung 0.00809805202205	besitzerin 0.00715788730753	galopp 0.00667958416765	freiwilligendienst 0.00663413296763	directory 0.00619629790949	gesamtpaket 0.0059379322505	wertig 0.00539919470755
topic51	jahrgang 0.147837493847	opa 0.0654410990942	lehrstuhl 0.0564147615559	date 0.0485915366984	frame 0.0436246412826	hype 0.0345788536886	insider 0.0319968687253	kondom 0.0295061413815	große 0.0282462262318	blättern 0.0273175529749	globus 0.0270103383088	konzipieren 0.0184495708685	rum 0.0177492870121	spatz 0.0173388072675	eingebettet 0.0171574014446	grundhaltung 0.0143785442934	aufschlagen 0.0137514073891	fundstück 0.0126903831572	habilitation 0.0114250411381	dösen 0.0110246763747	affinität 0.0109773317201	orangen 0.0108827763365	vietnamesisch 0.0105815516236	amsel 0.00966744824175	pünktchen 0.0094480918523
topic52	prüfung 0.314308375443	schriftlich 0.0550999445895	cup 0.053183533656	account 0.0525987991593	mündlich 0.0521547581258	einloggen 0.0392577392642	prüfer 0.0261851686226	brunnen 0.0238093550735	dolmetscher 0.0169520284838	metzger 0.0161027102076	bestehen 0.0155288451892	abrechnen 0.0139207931441	bestanden 0.0138089390908	umkämpft 0.0133845511546	ablegen 0.0120434229898	führungstreffer 0.0110056069012	prüfen 0.0102199628239	prüfling 0.00983423787499	abschlussprüfung 0.00959599845068	teil 0.00907721654178	einwechslung 0.008767913944	haustür 0.00817123270778	nordlicht 0.00808803607791	tabellarisch 0.00775766295923	nachhausen 0.00758080732626
topic53	umzug 0.108509367987	antenne 0.085944595065	löwe 0.0828189877179	spenden 0.080817192008	dose 0.0587230830728	gästebuch 0.0539473603702	arena 0.0482846535976	empfang 0.045947695382	balken 0.0359845779798	vorrat 0.0353778302955	tuch 0.0278295932785	scheune 0.0268182561085	buchhandel 0.0241004059053	eingangsbereich 0.0227914363208	scheck 0.0227714422476	bronze 0.0206812548059	versäumen 0.0197720403094	dachboden 0.0192007429748	auslegen 0.01593797997	anlocken 0.0148393083245	rote 0.0142805909334	gangster 0.0118531207354	vollmundig 0.0114185594939	siegburg 0.0102736068159	sprühen 0.0101505424812
topic54	neu 0.412546137171	geben 0.0316620423909	erst 0.0224045345911	groß 0.0134400988582	aktuell 0.0132929110693	weit 0.0112920970439	nah 0.00997488921468	kommen 0.00956331825466	bekannt 0.00904767897662	bringen 0.00776346028224	machen 0.00765090934019	zukunft 0.0076082685692	stehen 0.00693930376704	offiziell 0.00677061972125	neue 0.00674737619874	zeit 0.0064203812292	news 0.00620992984661	starten 0.00610025814967	kommend 0.0060593038016	jahr 0.00597833122976	sehen 0.00582388950814	freuen 0.0056729890654	finden 0.0055243668373	start 0.00510853708659	komplett 0.0048455276304
topic55	plan 0.28987150059	bezirk 0.0985158252927	areal 0.0369744697154	gewerbegebiet 0.0291378286379	wohnhaus 0.0242517305015	designer 0.0235374214759	wohngebiet 0.0230884377828	allee 0.0203810660384	oval 0.0178205053148	bauabschnitt 0.0163408498174	bauplan 0.0145289733623	stadtbild 0.0142938912567	erbschaft 0.0138724593521	stadtentwicklung 0.0137709146124	beherbergen 0.0126276597143	passant 0.0117945714669	grafschaft 0.0113140558169	privileg 0.0112113178707	einzelhändler 0.0106222659765	donner 0.0105749062258	kundenzufriedenheit 0.0099692348022	anlieger 0.00930942362607	senatsverwaltung 0.00900171756994	parzelle 0.00882638094588	uhrzeigersinn 0.00880328185483
topic56	stern 0.207138913256	erde 0.20089880104	planet 0.106204527521	all 0.0891744824486	zwerg 0.0421566012796	australisch 0.0377885205034	administration 0.0295425971724	forscher 0.0228489845275	journal 0.0163271885542	kollision 0.0149211428719	schlafsack 0.0131398767931	forschungszentren 0.012368412103	proton 0.0119877088246	entdecker 0.00916954587286	komprimieren 0.00894684811278	wissenschaftler 0.00878287646587	geweiht 0.00770723373694	weltall 0.00695501384108	kreisen 0.00691686027115	entwicklungsphase 0.00662678945877	heruntergeladen 0.0065381669459	anbringung 0.00629908294257	kruste 0.00610772321743	lichtjahr 0.00580320346584	abschätzung 0.00563751310613
topic57	liter 0.0540516710266	geschwindigkeit 0.0456559718611	schnell 0.0350226526161	kurve 0.0348824097695	sekunde 0.0331837241665	tank 0.0259310764878	gas 0.0256102727071	diesel 0.0224005637941	benzin 0.0202255990235	tanken 0.0201698979841	bremse 0.0169734576592	kilometer 0.016652031624	bremsen 0.0156447640728	verbrauch 0.0155966551777	motor 0.0155836869952	lenkrad 0.014785341275	überholen 0.013452786014	audi 0.0127191262491	deutlich 0.0118049858021	tankstelle 0.0110915424714	kombi 0.0100796991006	kilogramm 0.00995587186998	fahren 0.00973331184304	hoch 0.00961935697143	beschleunigen 0.00935521648292
topic58	gegner 0.0566442502302	kampf 0.0428932847796	stark 0.0237002283558	gut 0.0232411926852	schnell 0.0205465000717	runde 0.0197149834939	angriff 0.0186385139826	kämpfen 0.0159035989188	spieler 0.0153170228251	spielen 0.0134721794299	machen 0.0112876551493	kommen 0.0112668770274	verlieren 0.0109452709137	stehen 0.00990802914595	gewinnen 0.00977987024585	schwach 0.00942594193269	bringen 0.00931745990423	feld 0.00831623412087	hoch 0.0078628482331	schlagen 0.00778951079026	stärke 0.00744865426515	schwer 0.00738855256688	bekommen 0.00731572679617	hart 0.00719985707589	taktik 0.00719032926951
topic59	antrag 0.0477174149155	entscheidung 0.0414695509143	zuständig 0.025321025029	verfahren 0.0247738442499	klage 0.0232198131225	behörde 0.0221829184268	fall 0.0190606804335	gutachten 0.018029945852	unterlage 0.0162271945725	aktenzeichen 0.0148965162874	vorliegen 0.0123522158407	entscheiden 0.0120398549744	beantragen 0.0116920223977	revision 0.0115663730626	genehmigung 0.0105771708402	bescheid 0.00993475141819	stellen 0.00944697012341	widerspruch 0.00933578254996	stellungnahme 0.00927513540142	begründung 0.00898009315157	weit 0.00718494210776	auskunft 0.00593947833659	vorläufig 0.00562112892079	erteilen 0.00560329762313	prüfen 0.00549786742716
topic60	stufe 0.170825296464	anleitung 0.0894593473804	vorlage 0.083447450863	player 0.0360368239188	diplomarbeit 0.0352460835308	referat 0.0337762607979	fachkundig 0.0289976505448	röhre 0.0282078504034	dissertation 0.0257271980047	kopieren 0.0251632027678	urheberrechtlich 0.0250518608739	verteilt 0.0244483050701	private 0.0234215990679	hausarbeit 0.0226966760168	tausch 0.0222077606821	modifikation 0.0195646383112	hochrangig 0.0179038979002	veröffentlichen 0.0171629910696	unterziehen 0.0142261702451	recherchieren 0.0127759049374	hauptaugenmerk 0.0120211939291	zauberei 0.0111512639844	erstellung 0.0101684122812	masterarbeit 0.00967397129956	brilliant 0.00951184933528
topic61	produkt 0.311939933577	marke 0.10052427085	hersteller 0.10023450333	hochwertig 0.0423333388626	zubehör 0.0264413691765	sortiment 0.0253832791521	qualitativ 0.016900084317	dienstleistung 0.0125804085107	verpackung 0.0106110487205	barcode 0.0102666499491	zertifiziert 0.0100874867453	konsument 0.0100464497805	finden 0.00963507957014	lieferant 0.0096044830637	wohlbefinden 0.00813489988987	bildungseinrichtung 0.00808986699832	gütesiegel 0.00796645621998	herstellung 0.00770451445811	kennzeichnung 0.00756930752143	produktion 0.00734439263328	premium 0.00728840797778	anbieten 0.00624068066779	patenschaft 0.00619296194525	produzieren 0.00612915538544	einkäufer 0.00601809110977
topic62	schlagzeug 0.0384422394306	kreieren 0.0376478635961	bassist 0.0291251027556	ballade 0.0288010704839	geübt 0.0248079549582	würdig 0.0225502226578	vorführen 0.0224290747683	eigenständigkeit 0.0213470421821	refrain 0.0202837865305	rockig 0.0199808362011	aura 0.0191912216483	bob 0.0179416403546	schmälern 0.0176615475135	plaziert 0.0171665068257	piano 0.0170284067804	hochgradig 0.0159809135854	mittelteil 0.0154471774992	kirchturm 0.0143875468765	raute 0.0143080678248	konvent 0.0127776022273	bläser 0.0127115273798	handfest 0.0122760326931	bedacht 0.0122085725896	freifläche 0.0117868419164	doppelpack 0.0115861731525
topic63	berliner 0.335274625942	interview 0.248948183969	mauer 0.0623706679579	comic 0.0234563445132	hip 0.0231486919605	mittelbar 0.0176131335165	hauptstadt 0.0156559420304	achtziger 0.0117166692084	augenzeuge 0.0112663278141	clique 0.0101846483349	linde 0.0100454741087	westdeutsch 0.00976816778664	prenzlauer 0.00950313008951	zeichner 0.00903586402504	opernhaus 0.00879066166833	mobilfunk 0.00868722685264	textlich 0.00865574616921	vernachlässigung 0.00858718358694	bundesnetzagentur 0.00821795308467	mitte 0.00793606149263	mauerfall 0.00774493960031	befragen 0.00757246397563	facharbeit 0.00717791385995	bereitstehen 0.00699689390407	hauptausschuss 0.00696378616474
topic64	schicht 0.118778953745	mine 0.0548231135496	verstellen 0.0311238854225	kissen 0.0310597424681	preisgeld 0.0251735427569	durchlaufen 0.0251589966942	hierarchie 0.0244967506128	aufspüren 0.0241460477545	beschlag 0.0221524728769	spielerei 0.0218774943987	übereinkommen 0.0207530329741	dulden 0.0177518575195	abriß 0.0175129684658	knicken 0.0160685391926	lobenswert 0.0154054989249	fernhalten 0.0151385686677	aufgelöst 0.014010029396	adrenalin 0.014004132289	corps 0.0134553208799	marder 0.0130464149545	peruanisch 0.0127520852502	psychose 0.0118324334756	fantasievoll 0.0114674367267	startgeld 0.0111298328107	selbstgebaut 0.0109443181951
topic65	angst 0.0642659925382	leben 0.0408303482389	helfen 0.0331452278666	gefühl 0.0275392307672	situation 0.022708346614	fühlen 0.0226715236667	sterben 0.021074051626	tod 0.021062670507	mensch 0.0208817927402	hilfe 0.0175961504174	leiden 0.017575467208	tun 0.0165981149321	schwer 0.0146811504577	hoffnung 0.0112825805605	schlimm 0.0109559396521	vertrauen 0.0109130407495	leid 0.00884905909145	sorge 0.00882276142625	mut 0.00869188615264	versuchen 0.00847971033693	traurig 0.00757079054125	verlieren 0.00728057663131	schmerz 0.00678894992507	erleben 0.00668609386166	stark 0.0065133300687
topic66	richtung 0.499359064889	nord 0.0837326707267	tunnel 0.0547418750851	süd 0.0471974092907	ausgesucht 0.0300537996064	aufschluss 0.0231130758176	kiosk 0.0214013723958	verlängert 0.0191417011052	stadtgebiet 0.0169615805273	ausfahrt 0.0165887911842	unterirdisch 0.0163286515215	gehoben 0.0149514397437	benannt 0.0121005418009	ruhrgebiet 0.0109820364013	süden 0.0108038925273	tritt 0.00987230420907	vortragsreihe 0.00940994005201	kreisverkehr 0.0086126813808	qualitätskriterium 0.00843924903807	hannoversch 0.00827820597544	bewohnt 0.00794531715139	industriegebiet 0.00793947170873	hotelier 0.00736311043458	linzer 0.00649565871193	ostfriesisch 0.00649468241466
topic67	tier 0.176948850963	natur 0.0346215921906	groß 0.0259116926307	leben 0.0205064368501	lebensraum 0.0196493148715	bär 0.0185103348027	fund 0.0183589799037	lebend 0.0166571839704	nest 0.0148182501355	insekt 0.0146932864248	mensch 0.0139251608991	selten 0.0125962127674	biene 0.0119379469459	klein 0.0110746474086	spinne 0.0106798661268	vogel 0.0106070009274	beobachten 0.010559162418	finden 0.0101481271302	eisbär 0.00964096204226	schnecke 0.00943480327488	art 0.00892869452396	vegan 0.00878456146004	tierart 0.00856880832354	vorkommen 0.00781820608008	nahrung 0.00720598751298
topic68	schweizer 0.190531680967	amt 0.105139792488	kanton 0.0692063021551	schweizerisch 0.0521471002156	auswärtig 0.0335583876578	amtlich 0.0302985040459	berner 0.0277681014059	zürcher 0.0244642708423	fingerabdruck 0.0179708955	namentlich 0.0169354875282	forst 0.0165849261013	publizieren 0.0163162215857	rundschau 0.015842116816	zunft 0.013032909406	verwaltungsrat 0.013002164823	kandidieren 0.0129248172957	editorial 0.0128820089418	prägung 0.0127767000918	reisepass 0.0123408822317	filmmusik 0.0117272207365	anrecht 0.0111510104913	inbegriff 0.0108777432416	vierjährig 0.0103873044365	lügner 0.0103705605511	lebensart 0.00978350603151
topic69	gesellschaft 0.456870506906	bunt 0.0582701444724	toleranz 0.0532336346745	demokratie 0.0230925924064	miteinander 0.0181849760093	respekt 0.0155852551295	tolerant 0.0145835271384	sitte 0.0116986371105	skin 0.00889448863115	zivilcourage 0.00887485945779	nachahmung 0.00873402832222	storch 0.00830660742401	akzeptanz 0.00806228753475	vielfalt 0.00780546383524	friedensbewegung 0.00763614025548	würde 0.00752887561998	demokratisch 0.00751015168457	zivilisiert 0.00651447118625	bürger 0.00630417479875	auffahren 0.0062529609915	sympathisant 0.00616829126842	videoüberwachung 0.00609511213259	versöhnlich 0.00524308108731	freiheitlich 0.00485818550835	geben 0.00480246027226
topic70	umwelt 0.0449830476038	ökologisch 0.0301266354736	jahr 0.0191892808466	rohstoff 0.0186476950712	klima 0.0124231545139	nachhaltig 0.012419236593	klimawandel 0.0122252432247	umweltschutz 0.0116808522265	klimaschutz 0.010897852321	umweltfreundlich 0.0103653678184	energiewende 0.0101607326408	nutzung 0.00993667732647	emission 0.00914873139162	mensch 0.00894361252257	natur 0.0089162346091	ressource 0.00867367195153	groß 0.00864552773345	tonne 0.00812721477026	fossil 0.00787519878792	erneuerbare 0.00778328646194	smart 0.00769317807414	weltweit 0.007307799748	global 0.00684959545179	beitrag 0.00675575155705	kohle 0.00671055179397
