topic0	harmonisch 0.212277092519	aufrufen 0.177183671856	harmonie 0.154455802109	ami 0.135376433222	bessere 0.0816828717718	gelehrte 0.0567304447073	pluspunkt 0.0544932510832	kommentarfunktion 0.0479006533596	kribbeln 0.0263820456632	rouge 0.0236724143183	lebensentwurf 0.0184095311168	zusammenspielen 0.00809003043967	vierling 0.00211433905397	herrschen 3.14432938009e-08	wenden 1.28093446192e-08	geben 1.23778219458e-08	lassen 1.23503135339e-08	zeit 1.23365754239e-08	gleich 1.23346890831e-08	bestätigen 1.23321829874e-08	spüren 1.23291214057e-08	ansehen 1.23288621914e-08	liegen 1.23243076659e-08	erklären 1.23202711349e-08	bestimmen 1.23193484841e-08
topic39	ball 0.440593506015	biologisch 0.315432058431	rampe 0.0582941772384	jet 0.0574146867801	farbstoff 0.0257458982957	orbit 0.0186892587662	herausheben 0.0181319658501	blinkend 0.0145646417901	forschungsansatz 0.0123519540085	anhalter 0.00807276634163	zusammenstoßen 0.00649021768575	laufrichtung 0.00549357078816	exogen 0.00540790145521	grundfertigkeit 0.00310804254298	fächerkanon 0.002885665614	einlochen 0.00130432932569	standardangebot 0.00105133314981	befinden 0.00100073882656	entstehen 0.000838125620598	kombination 0.000681211712988	weit 0.000543805401232	versuchen 0.000210185962925	zeigen 0.000134016282308	gelangen 9.58793117886e-05	zählen 8.57204559721e-05
topic40	geschichte 0.74247154965	historisch 0.150842353957	bürgerkrieg 0.017188581747	historie 0.0152513893239	vergangenheit 0.0115680819656	mythologie 0.0103965956711	standardwerk 0.00645487704855	antiquarisch 0.00517122984508	herrenhaus 0.00486597464708	besonder 0.00357630652838	kindertag 0.00337279100066	völkisch 0.00309245721778	widmen 0.00306848726282	mittelpunkt 0.00299997820048	geschehen 0.00226127112202	jahr 0.00221219048925	beginn 0.0015072427924	begleiten 0.00136532564561	wölfin 0.00121530173173	geschwisterpaar 0.00118253732155	zeit 0.00103405020406	enthalten 0.000721201255913	kapitol 0.000687002311147	mittelalter 0.000527558061759	pilgerin 0.000516784158606
topic41	spielzeug 0.236303069421	kleinkind 0.177927467281	puppe 0.138625385604	schimpfen 0.113639786083	zumuten 0.0846842199857	hanf 0.0823373995322	aquaristik 0.0287264937378	kuscheltier 0.0284547435467	mauern 0.0220950686232	sicherheitsabstand 0.017350591252	püppchen 0.0106666279538	versprecher 0.00976763379137	hausberg 0.00944433590304	waschlappen 0.00811639591751	gestickt 0.00788190435318	untertreibung 0.00652680522127	frittiert 0.00604199655077	betriebsferien 0.00421294314707	beschäftigen 0.0022752994142	umgebung 0.00173418164163	streicheltier 0.00145439542597	klein 0.000101476567594	verschieden 2.66883033191e-06	geben 5.59593106313e-07	brauchen 1.87984334321e-08
topic42	flug 0.233223754279	landen 0.206340900719	passagier 0.069149520018	gepäck 0.0683789995132	flughafen 0.0597555062759	flieger 0.0568580014892	fluggesellschaft 0.0518661751709	airline 0.0430151003746	abflug 0.0240713493945	fliegen 0.0193422294893	rückflug 0.018061946485	rückenlehne 0.0133873272002	fluglinie 0.00799510729888	ankunft 0.00671769044998	armlehne 0.00550249412882	aussteigen 0.00530572327354	beinfreiheit 0.005031703762	umsteigen 0.00493685773848	anzeigetafel 0.00493650737201	flugbegleiterin 0.00474153736586	gate 0.00425579918191	zwischenlandung 0.00366171268519	croissant 0.00365836441391	teilen 0.00336221622101	geben 0.00330723315265
topic43	salz 0.0809926206085	lassen 0.0707117854356	butter 0.046822107152	kartoffel 0.0467205740703	geben 0.0457829062067	pfeffer 0.0388387902816	backen 0.0370779824848	gießen 0.0287008095115	mehl 0.0286099222346	kochen 0.0238213880435	minute 0.0236544149281	erhitzen 0.0192672771439	restlich 0.0191578478791	knoblauch 0.0178632592415	backofen 0.0177315040338	legen 0.0164192667587	gut 0.0162332997694	klein 0.0141957071396	soße 0.0138302046146	erwärmen 0.01382279891	würfeln 0.012901073925	getrocknet 0.0126712803672	kurz 0.0124361966716	abschmecken 0.0121350524059	nehmen 0.0114209312083
topic44	essen 0.67437839714	gesund 0.30856164544	beratungsangebot 0.0127868574353	machen 0.00169076434692	dauer 0.000874663417729	halten 0.000349834986127	anbieten 0.000340499569076	wissen 0.000187415825171	wichtig 7.76819355074e-05	persönlich 7.2978036555e-05	bekommen 5.32459256261e-05	fragen 4.46486310337e-05	gleichzeitig 4.43816533142e-05	begleiten 4.4346440436e-05	lang 3.31605255422e-05	genau 2.97393756695e-05	möglich 2.07410121179e-05	lassen 1.34863172792e-05	stehen 1.01832244483e-05	zeit 2.75316528608e-06	lebensweise 4.10272212372e-07	bedarf 8.47504031856e-08	schaffen 2.34678539284e-08	kurz 1.19670342388e-08	wunsch 1.12341855781e-08
topic45	installiert 0.20216163234	norddeutsch 0.15204382159	sauberkeit 0.100985460808	biogasanlage 0.0732549733569	biogas 0.0539663687365	additiv 0.0531057073258	datensicherheit 0.0485725444931	wegfahren 0.0367679353625	einspeisung 0.0359848801196	produktlinie 0.0323896002626	benutzerfreundlichkeit 0.0323599338073	einspeisen 0.0265109070616	leistungspaket 0.0219222185467	wärmebedarf 0.0200364315286	eingespeist 0.0183852567177	baumscheibe 0.0107096642368	kosteneffizienz 0.0101615096149	realisierter 0.0100307250001	lizensierung 0.00989983883516	grundstücksbesitzer 0.00945128543576	praxiseinsatz 0.00699857287187	referenzliste 0.00501855055042	standardkomponente 0.0049768880036	altstadtkern 0.00482913395386	kompetenzfeld 0.00418388209086
topic46	mobil 0.421133037402	smartphone 0.143288755996	tablet 0.0756227460729	endgerät 0.0377843867578	bieten 0.0245625993599	neu 0.0217154349099	nutzen 0.0157437922746	groß 0.0150647319682	hintertür 0.0128324784486	kommen 0.0126494785068	geben 0.0125455484999	weit 0.0121385228202	setzen 0.00959193124579	lassen 0.00942376092601	machen 0.00820258550432	bringen 0.00797308422504	einfach 0.00794578917142	eigen 0.0079428677754	eurokrise 0.00764702043872	nah 0.00696268855378	möglich 0.00553453031882	sorgen 0.00527076875061	technisch 0.00498402645769	zeigen 0.00494284444641	arbeiten 0.0047739170732
topic47	tuch 0.230294681677	verschließen 0.193900644042	herkommen 0.0850786955188	dachboden 0.0638778131512	genannter 0.0553967931957	sprühen 0.051185244869	anlocken 0.0493680011819	niederlassen 0.0487230100329	gefragt 0.0435763133396	marder 0.0326255482793	motorraum 0.0319395861005	weihnachtstag 0.0314195035582	hörensagen 0.0203512854215	beäugen 0.0170711520747	blumenbeet 0.0103070726577	bodennähe 0.00894440881571	rückzugsort 0.00839927606578	prachtbau 0.00771362407779	autodach 0.00670946504658	isolierschicht 0.00154740920702	zeihen 6.5658975809e-05	hinterlassen 9.03744566673e-08	bleiben 1.58298815917e-08	lassen 1.52605261286e-08	geben 1.52582775494e-08
topic48	richten 0.502874318018	nachfolgend 0.215175969486	abbau 0.074426448536	fraglich 0.0622735999443	senkung 0.0370122045648	trägerschaft 0.0259329653081	kündigungsschutz 0.0158590468582	steuervorteil 0.00852945196526	abschwächen 0.00787714698849	betrachtungsweise 0.00683047723031	abziehbar 0.00629127070503	lohnnebenkosten 0.00580020418292	unselbständig 0.00560137421938	steuerreform 0.00375737994775	diskussionsstoff 0.00322847032639	übereignung 0.00307383842982	abweichender 0.00281614712465	farbspiel 0.002342924259	regelungsbereich 0.00180144639198	fern 0.00142800265428	erstunterzeichner 0.00119438297812	gepachtet 0.00119036648165	rechnungsprüfungsamt 0.000757051967129	weitgehend 0.000613314795371	dienen 0.000499923428636
topic49	gestellt 0.326398262672	eingeführt 0.114153956391	dschungel 0.11002209936	landschaftlich 0.0850944620672	hinschauen 0.0744576889708	begleichen 0.050566466989	anzahlung 0.0342931994359	rückführung 0.0329725892131	partizipieren 0.0265118467774	magersucht 0.0239865714145	reeder 0.0193088360281	abgelehnt 0.0156757257468	lasche 0.0144848652318	selbstbestimmen 0.0110538260818	sozialisierung 0.0109216540012	untergrenze 0.00990257357295	werkrealschule 0.0088712465513	kooperationsbereitschaft 0.00862867268908	zeitverzögert 0.00515697125515	silberschmied 0.00497912928851	umwelterziehung 0.00459823955282	straflager 0.00292469895648	währungsrisiko 0.00280602575977	verfügung 0.000720856101725	stehen 1.51574071582e-08
topic50	unheimlich 0.192216271876	uralt 0.145793779097	übertreffen 0.115112648864	horror 0.101290357341	phänomenal 0.0934525884465	mager 0.0871450069713	spannender 0.0631755644282	horrorfilm 0.0458731508349	tanne 0.0318324923438	zwiespältig 0.0245884608656	generisch 0.0193023632933	farn 0.0179059871662	spaten 0.0176471610897	unwegsam 0.0152574269621	ausgestorben 0.0119218380946	unheimliche 0.00610378380822	entnerven 0.00461686704395	schrulle 0.00308523544483	kordillere 0.00160931118807	ausuferung 0.000825078305551	dicht 2.72887386287e-05	ungewöhnlich 1.83321967918e-07	interessant 1.76846535448e-08	großteil 1.36703880174e-08	überraschung 1.23729866946e-08
topic51	vorhanden 0.631855311108	parkplatz 0.189999324439	parken 0.0559645724682	ausreichend 0.0155869796565	hochmodern 0.0152816712998	praktiziert 0.0141864457961	einarbeitung 0.0109266005592	sachbeschädigung 0.00824827354405	vermietet 0.0068273026661	abdrücken 0.00603666864492	abgestellt 0.00487607579397	stimulus 0.00420423242331	parkgebühr 0.00365518728341	themenstellung 0.00338682238314	parkfläche 0.00333756847337	privatgrundstück 0.00308389648574	erinnerungsort 0.00300625449908	unterlassungsaufforderung 0.00269956210061	zauberkraft 0.00239797955532	stehen 0.00236564202323	nutzen 0.0020799764799	leerfahrt 0.00204516090842	beweissicherung 0.00168951863588	falschparker 0.00134008953419	gewandhausorchester 0.000778181417737
topic52	tausend 0.299671073913	fliehen 0.133781747451	geste 0.12472808347	siedler 0.103401367648	aktivist 0.0619588553484	hunderttausend 0.0423401615091	überfahren 0.0304371422358	lesart 0.0297726471225	weigerung 0.028527209859	grausig 0.0241380226863	oppositionell 0.0231040100534	anlasten 0.0186669797805	verkündung 0.0162362169689	touristenvisa 0.00906501426521	besprechungsraum 0.00893519691165	hardliner 0.00882831376896	krisenherd 0.00689624655226	vertrauensbildend 0.00658286915405	alarmbereitschaft 0.00592762879384	solidaritätsbewegung 0.00467863089327	autonomiegebiet 0.00352336795655	hilfslieferung 0.00292752020451	montagsausgabe 0.00193834843057	überraschend 0.00101824488141	großteil 0.000991021117015
topic53	iphone 0.316892891089	app 0.228900490666	gefunden 0.0722427303383	safari 0.0489377942922	touchscreen 0.0286346692643	lassen 0.023658972236	geben 0.0181642519047	neu 0.0157456579521	nutzen 0.0148549189781	instant 0.0126678782993	nutzer 0.0117084591026	funktionieren 0.0115196965045	unbedarft 0.0108051808327	einfach 0.00918622281611	möglich 0.00874965827295	betriebssystem 0.00814381672082	kurz 0.00785381526	gut 0.00731449963039	eigen 0.00648316235635	bieten 0.00638296662005	entwickler 0.00613156040392	verfügbar 0.0061185993877	softwareentwickler 0.00572280180104	werbestrategie 0.00570129687139	privatanwender 0.00530763002447
topic54	vorsitzende 0.406654574878	langjährig 0.1922215295	stellvertretend 0.129213445057	sprecherin 0.0423172245195	unterbrechung 0.0363361271338	ausbildungsplatz 0.0334665538067	jahr 0.0258650376581	sorgsam 0.0193239067103	bürgermeisterin 0.0187458073443	wahlbeteiligung 0.0158949458469	piken 0.014606557348	vierjährig 0.0135276286381	pult 0.00833951354318	finanzausschuss 0.00770590036108	moratorium 0.00615377573646	jahrzehnt 0.00596915692851	klempner 0.00419019884442	kreistagsabgeordnete 0.00372477393075	schellen 0.00356063495027	westwind 0.00272621134349	bewacher 0.0025479909579	grund 0.0014425922124	führen 0.00127118948023	abfederung 0.00108991713999	wichtig 0.000502851588468
topic55	villa 0.225919536662	idyllisch 0.13989631937	zunahme 0.12168681228	zusammenhängend 0.105781576922	bettwäsche 0.0702158957415	liegenschaft 0.0424221969686	slawisch 0.0386374850032	abweisen 0.0367206739297	verlauten 0.0334890775619	alleinstellungsmerkmal 0.0210279737918	backpacker 0.0159620448958	ferienort 0.0139188464123	benützung 0.0120366179686	mittwochnachmittag 0.0120010369388	kleinräumig 0.0109714176783	reiseportal 0.0107752229506	marktchance 0.00996708468306	kapazitätsgrenze 0.00943974648375	landeplatz 0.00933124174593	wärmerückgewinnung 0.00928284055986	jugendwerk 0.00880469982558	beherbergungsbetrieb 0.00538701103776	viertelmillion 0.00396948051566	staatspolizei 0.00389979178881	geschwindigkeitsüberschreitung 0.00350387483743
topic56	gefährlich 0.646860640408	gehörig 0.103077659313	doof 0.0848313979889	gespann 0.0367315468572	prägend 0.0360534909015	sprengstoff 0.0302286273039	übernah 0.0149316615216	sieben 0.0141956106084	velo 0.00912021045863	uneinsichtig 0.00792276893266	quaken 0.00755387153773	maggi 0.00471153429177	fahrkönnen 0.00240905430153	umstand 0.000227756590048	sogenannt 0.000138121481053	halten 1.5636946172e-07	gehören 2.82387543158e-08	kommen 1.76775676133e-08	ernsthaft 1.18161041452e-08	absicht 1.04172230445e-08	schluss 1.04146556638e-08	nennen 1.03636140163e-08	einsetzen 1.01795150868e-08	wehren 1.0113487163e-08	tatsächlich 1.01053328788e-08
topic57	schwedisch 0.226135017807	repräsentativ 0.176607614052	bundespräsident 0.109905364729	echo 0.0913416562146	auslaufen 0.0728992170494	rhetorisch 0.0631058729352	unmissverständlich 0.0603237164763	neugierde 0.0429476916943	widerlich 0.029796271766	abkaufen 0.0255574646082	verschlafen 0.0253910881972	steinen 0.0251091706712	geburtstagsparty 0.0122605727347	lärmend 0.0120199094762	zahlungsausfall 0.00714811183244	kontrollorgan 0.00483755183873	spießrutenlauf 0.00465968796008	tagespolitik 0.00447790644753	lieblose 0.00416478785138	jahrzehnt 6.34775397846e-05	äußern 8.95713483996e-08	mal 2.42440340908e-08	setzen 1.66203002685e-08	ende 1.63321105087e-08	groß 1.53343516131e-08
topic58	abbildung 0.583772911211	ausschließen 0.196500480936	fliegend 0.0937781987577	zeigen 0.040537927881	kanzel 0.0294122274833	gering 0.0229673292737	enthalten 0.00853207934042	farbtafel 0.00731896148301	unter 0.00504112834595	selten 0.00274423364199	erkennbar 0.00211945274186	stark 0.00196854003327	ober 0.00186675717075	lage 0.000910603252389	einzeln 0.00043199846805	entsprechen 0.000418170237797	sehen 0.000261244331227	klein 0.000148597467172	mitte 7.95690128727e-05	erkennen 5.94253601714e-05	vorhanden 4.72358284705e-05	gut 3.63764457599e-05	liegen 1.364586073e-05	deutlich 1.13665366778e-05	leicht 8.66672963001e-06
topic59	detail 0.868385486433	behutsam 0.0435441273429	synchron 0.0258486463991	gefroren 0.0183737326361	gering 0.0112509474308	stilisiert 0.00967430829607	zwängen 0.00760666145437	besatzungszeit 0.00275651039144	klein 0.00176067032639	gut 0.00169705843551	besungen 0.00167775313916	staatsorchester 0.00142816788639	fleck 0.00101950663749	verfasser 0.00101702982565	umgebung 0.00061044951152	stark 0.000432911139308	gesammelt 0.000409548642536	erinnerung 0.000328773485983	neu 0.00032319479553	fehlen 0.000228818161467	leicht 0.000207530942626	schatten 0.000183185537892	stand 0.000141217615489	schön 8.09479528954e-05	jahrhundert 7.894827903e-05
topic60	massiv 0.427953467574	ausmaß 0.162801039723	hochwasser 0.0691619674435	übergriff 0.0534835401333	versprochen 0.0397056417185	waggon 0.0263132974073	konversation 0.0176672372219	kantonspolizei 0.0161153880603	generaldirektor 0.014783175739	nachrichtendienst 0.0140274634098	rücksichtsvoll 0.0127581005698	drittmittel 0.0113531111398	geoutet 0.0092496500091	bundesheer 0.00861290931091	sicherheitspolitisch 0.00850789391122	polizeikraft 0.00757553485975	dummkopf 0.00751966410589	bundesverfassung 0.00678938849027	unpassierbar 0.00614683478986	abschiedsbrief 0.00597034045917	karnevalsverein 0.00589799329768	observation 0.00561714981591	linktausch 0.005054296404	einsturzgefährdet 0.00467941427775	autorengruppe 0.00421112982054
topic61	melodie 0.130159303905	sängerin 0.124696777017	record 0.0794257720137	tournee 0.0384698642693	soul 0.0368946350319	folk 0.0352173301463	arten 0.0314109702289	idol 0.0311857681998	eingängig 0.0307907457797	bekannt 0.0286236975311	tonträger 0.0260488655699	trio 0.0236335955456	jahr 0.0219419801325	musikgeschichte 0.0191995057125	reggae 0.0191587908071	furore 0.0173209231161	popmusik 0.0171547449482	begeisternd 0.0163871591605	compilation 0.015491547244	cds 0.0150068015735	debüt 0.0143952999832	nothängen 0.0132770045097	festgottesdienst 0.0125326494225	quintett 0.0104685560031	frontmann 0.00991474577742
topic62	herd 0.367013890394	zig 0.200272423899	zusammenbrechen 0.101828695331	intrige 0.0717246159234	beschneiden 0.0556825180911	prominenz 0.0484249311475	verschiedentlich 0.0339313900042	orthodoxie 0.0229650421898	sekundenbruchteil 0.0208153176981	programmänderung 0.0151253955348	referenzpunkt 0.0118427677085	sukkulente 0.0101083241444	kleinvieh 0.0084386247814	brachland 0.00707200443319	durchlöchern 0.00601531470568	viehzüchter 0.00532899744051	schrubber 0.00478196162034	protz 0.00465545857232	beschlussorgan 0.00162553923154	gering 2.35809523095e-08	lassen 2.34808424537e-08	stellen 2.34758628857e-08	geben 2.34732208764e-08	eigen 2.34728928981e-08	stehen 2.34728778387e-08
topic63	milch 0.143747580642	zucker 0.139875003288	streichen 0.0816844739725	teig 0.0633981174414	päckchen 0.0480168835572	zubereiten 0.0344123077668	zusammentreffen 0.0262477433819	mischen 0.02499642944	kakao 0.0248479847096	erdbeere 0.0245479330846	schlagen 0.0210209149764	mandel 0.0198482004762	zimt 0.0191679177621	lassen 0.0166343521543	gehackt 0.0161738273982	mixer 0.0144309488788	bestreichen 0.0137246757951	form 0.013624964264	rühren 0.0129196278711	ansammeln 0.0121017746091	aushandeln 0.0110019951278	backblech 0.0109823867665	stellen 0.0103262546161	backpapier 0.00983023509102	puderzucker 0.00951946917447
topic64	festlegung 0.319660235642	fragezeichen 0.153406997092	spätsommer 0.0785593434807	herangehen 0.0735739391714	kriegsgefangene 0.0719254526761	ochse 0.0594132886268	ortseingang 0.0312603549042	umfahren 0.029088044801	ehrbar 0.0235099880242	linienverkehr 0.0190842591168	messerstich 0.0141158278148	entgegengebracht 0.0134769325961	persönlichkeitstest 0.012582051977	kriegsgefangenenlager 0.0114408439253	flüchtlingsstrom 0.0101439371311	ochsenkarren 0.00759893914253	fernfahrer 0.00735681647832	luftholen 0.00664851152748	telefonkontakt 0.00654076772194	sinneserfahrung 0.00620044872426	marktkauf 0.00563573896797	hauptgebiet 0.00508995231495	heimkinoanlage 0.00478054596066	dachluke 0.00455599554521	buchstabensalat 0.00404988751302
topic65	zusammensetzen 0.127105217724	schlüssig 0.126233072794	repräsentation 0.0794833844609	liturgisch 0.0625938991681	apostolisch 0.047584078723	laster 0.0453334297688	dokumentarisch 0.0390682524748	frömmigkeit 0.0357636635487	unglaube 0.0318476878182	fresko 0.0308678610516	klammern 0.0304551709436	sippe 0.0288036780208	eucharistiefeier 0.0280044649123	gelingend 0.0257576681324	flandern 0.0243847524961	abschottung 0.0178556594264	slytherin 0.0174652267115	abt 0.0164791136158	surrealistisch 0.0151965737648	wohltäter 0.0115170995369	zwist 0.0112029208172	hinterfragung 0.00943772711501	weitverzweigt 0.0093569314992	familientradition 0.0092852947214	exerzitium 0.008545284226
topic66	zweifellos 0.310960856263	sonderausgabe 0.0933839305675	unbeachtet 0.0814741158217	ehrwürdig 0.0681938112964	würze 0.0463476309059	kulturforum 0.0338118108105	veritabel 0.0263229851646	transsexuelle 0.0261544804886	eichenholz 0.02551353075	hochspannung 0.0249418263681	wirtschaftsbereich 0.0239236116528	artistisch 0.0230385971731	schneebesen 0.017993724366	straffung 0.017352953076	wandelbar 0.0162143256429	allerschön 0.0146036578891	unmodern 0.0140545928068	strukturproblem 0.0135452362178	kollateralschaden 0.0112124932486	reformpolitik 0.0106103079811	kompromisslösung 0.00938642189107	betreibend 0.00915288508448	komplettierung 0.00860329179388	medienwirtschaft 0.00822949152477	unterhaltungssendung 0.00687141602461
