topic0	kind 0.66721733821	jugendliche 0.0844466680752	erwachsene 0.0427552882485	geben 0.0133473019919	jahr 0.012908680944	gemeinsam 0.0109691929312	schule 0.0102929985574	finden 0.0054151828234	eigen 0.00480464918008	umgang 0.00472227081523	bieten 0.0041231223815	möglichkeit 0.00376165334022	früh 0.00363403622275	spielerisch 0.00362621603528	erleben 0.00357551147817	verschieden 0.0034475009581	entwicklung 0.00344692667348	brauchen 0.00340296806345	schulsystem 0.00329839143691	stehen 0.00269194073783	täglich 0.00260508609687	spaß 0.00258310148378	nehmen 0.00242822140988	fördern 0.00227255143711	entwickeln 0.00222437077957
topic41	zukünftig 0.151456366036	ausdrücklich 0.111046343043	endgültig 0.0607803578508	betrachten 0.0419434884914	distanzieren 0.0375836203469	teil 0.0367143440798	gesetzt 0.0292596586741	erwünscht 0.0264770370311	eingerichtet 0.0252588027962	gesondert 0.0249592176087	formulierung 0.0249119249742	grafik 0.0208502499649	erklären 0.0169337048067	gelten 0.0166401430491	gestaltung 0.015666398995	haftungsausschluss 0.015157217647	bloß 0.0136844151182	übrig 0.0136143280393	schluss 0.0134535572778	genannt 0.011651287345	illegal 0.0103429593417	einfluss 0.0103336628128	gesamt 0.0102857552404	bleiben 0.00994207255986	aktuell 0.00992736120305
topic42	bayerisch 0.29234756536	präsident 0.215234395571	republik 0.103834500752	weimarer 0.0275161677254	klassenstufe 0.0229947782233	beisein 0.0178573063	punktzahl 0.0178199454944	ernennung 0.0166404710586	südwest 0.0162369941991	oberverwaltungsgericht 0.0152521773455	regierungspräsident 0.0142311502881	unterstützer 0.0141686310745	europarat 0.0132409374334	monarchie 0.013222965634	bundesverwaltungsgericht 0.013114246282	örtchen 0.0129519265776	beachtenswert 0.0115173393875	staatsminister 0.010043090002	wiedereröffnung 0.0075668652589	betätigungsfeld 0.00747063636854	jugoslawisch 0.00742447913465	sonderfall 0.00735942401961	staatsregierung 0.0072259786	industrieanlage 0.00680824587308	verwaltungsrecht 0.0061148421451
topic43	droge 0.148477740875	kompliziert 0.128070966685	sage 0.0877753742915	entschuldigen 0.0723929074467	skeptisch 0.056626786892	gratulieren 0.055112360623	heikel 0.0404545136241	absehen 0.0358482940217	absichtlich 0.0333994433461	verderben 0.0277068736846	verwirren 0.0268149506073	trance 0.0231124098923	allerhand 0.0222019422798	amüsant 0.0218810711679	nachschub 0.0208051888289	schmökern 0.0197837451704	manipulieren 0.0192145358503	rüberkommen 0.0186716451937	ankurbeln 0.0165910350107	kompliment 0.0142965299883	frustrierend 0.0125173561008	zerstörerisch 0.0102744374386	lava 0.0100566980787	reck 0.008766220588	überdosis 0.00824324768078
topic44	unterschiedlich 0.0304323774141	verschieden 0.0251402631652	groß 0.0199631857549	struktur 0.0198747113819	einzeln 0.0142293429724	stark 0.0139114815774	bestimmt 0.0136994313793	faktor 0.0133063149847	zeigen 0.0131256406169	wichtig 0.012394702126	liegen 0.0115340623729	weit 0.0112863816662	relativ 0.010802226917	einfluss 0.0105999191825	bereich 0.0103942577429	wesentlich 0.00974013324251	lassen 0.00958493438594	deutlich 0.00921322889595	bestehen 0.00919770974625	häufig 0.00873553073074	bilden 0.00847481774448	bedeutung 0.00824324558723	form 0.00811716677332	entstehen 0.00808881752108	gering 0.00772940701545
topic45	milliarde 0.312509514469	dollar 0.22024729696	plakat 0.0970785858145	ami 0.0599132289466	indianer 0.0391268242969	unbemerkt 0.0264646573011	schätzung 0.0228397441882	billion 0.0217431359556	konjunkturpaket 0.0172813991947	kampflos 0.0158253295678	staatsanleihe 0.0156013600414	steuereinnahme 0.0130815332088	informationsgesellschaft 0.0113762482508	erwehren 0.00973557490297	abtragen 0.00778150043741	fiasko 0.00736311323023	wacklig 0.00684320385347	mehrausgabe 0.00635901000877	landhausstil 0.00628393238685	mitdiskutieren 0.00604762081798	zentralbank 0.00592864061842	gesamtvolumen 0.00586976098831	überschuldung 0.00554883140395	schuhkarton 0.00533914812628	vollbart 0.00461027442623
topic46	besucher 0.625895291371	märchen 0.0885021900101	aussteller 0.0622369183536	besucherzahl 0.0248940817318	beilage 0.0231728680791	surfer 0.0230478329872	kakadu 0.0157319228324	warteschlange 0.0118472021042	fabel 0.0112138221451	songtext 0.0102093020574	angefangen 0.00975084593871	vorausgegangen 0.00899185082954	semmel 0.00791810443952	nachbarstadt 0.00695766107829	toast 0.00679178464805	abgebaut 0.00439103776321	netzabdeckung 0.00411748012458	sendemast 0.00350106609635	vorstandswahl 0.0033662637513	zugriffszahl 0.00333757422137	puppentheater 0.0032254395758	fern 0.00277025667062	rekordergebnis 0.0026259579987	wunderwelt 0.00251823052563	mischmasch 0.0022916117705
topic47	ausführlich 0.263436128653	erläutern 0.114816588669	beschreiben 0.0690596283851	theoretisch 0.0590851489857	abschließend 0.04776677425	betrachtung 0.0404701877162	verdeutlichen 0.035884746654	exemplarisch 0.0277638419058	biografie 0.0247158850423	antike 0.0237837559977	relevanz 0.0212058574629	filtern 0.0159560464036	annäherung 0.0128990707325	einführung 0.0116613861167	lebenserfahrung 0.0104504477058	widmen 0.00996993314646	aufgelegt 0.00989759702741	reflexion 0.00979746255952	herausarbeiten 0.00918266117457	unattraktiv 0.00917359926737	eck 0.00847191969935	professionalisierung 0.00831695901139	karo 0.00788507540655	deutung 0.00748732406433	sozialarbeit 0.0072953430381
topic48	zuständig 0.0392941914594	gelten 0.0314504899464	absatz 0.0274895268108	schriftlich 0.022088581505	bestimmung 0.0209406132016	vorschrift 0.0186705155365	entsprechend 0.0153052177115	verordnung 0.0148962554331	erforderlich 0.0127325917354	frist 0.0121753524746	behörde 0.0114464760636	gesetz 0.0109033224798	gesetzlich 0.0108081079358	person 0.0103428914017	regelung 0.0099342262059	bestimmt 0.00992482367772	maßnahme 0.00945486180077	erteilen 0.00924101229278	genannt 0.00907000291125	erfolgen 0.00885674300137	unverzüglich 0.00863239490939	sonstig 0.00832792740602	stelle 0.00816470076344	allgemein 0.00715415244252	besonder 0.00702152847078
topic49	sorte 0.234094125456	dose 0.163667594703	baustelle 0.148701556014	anfallen 0.0560687272047	chefin 0.0412672024286	zeitweilig 0.0395800978093	vernehmen 0.0332025019711	dämpfer 0.0296831269417	chili 0.0292596476427	zustellen 0.027707534191	säen 0.0258593187969	brummen 0.0242589309132	keimen 0.0156494366847	volle 0.0142960542992	pflänzchen 0.0142026402035	cola 0.0137539279122	keil 0.0134738678046	begleichen 0.012048522256	pepper 0.0117922096628	verziehen 0.0110193397555	komplettpaket 0.00900665130598	vortrieb 0.00781612985803	gasleitung 0.00428913655958	ladenöffnungszeit 0.00386633000434	schuhgeschäft 0.0035171055483
topic50	haar 0.220630715857	blond 0.0349853955048	toilette 0.0343784836312	flecken 0.0326979914145	aussehen 0.0307324557696	frisur 0.0259665023139	handtuch 0.0252386964022	haarausfall 0.0228544977624	lang 0.0225561241033	shampoo 0.0212312920505	friseur 0.0184348474059	vorhaut 0.0166858108411	baden 0.0154588943637	badewanne 0.0150965179898	waschen 0.0148160231791	schuppe 0.01456697365	duschen 0.0144735286483	kurz 0.0129646708634	gefärbt 0.0126205603317	färben 0.0123451170321	haaren 0.012243304236	fettig 0.0113354098542	braun 0.00934011048957	zopf 0.00878826949396	lassen 0.00862296515445
topic51	werbung 0.450065643635	redaktion 0.247131478689	redaktionell 0.044643080939	reportage 0.0433589587114	recherchieren 0.0391877241871	bezahlbar 0.0369785656418	werbebanner 0.0150216330945	preiserhöhung 0.0144119970257	unlauter 0.0130093742466	wehrdienst 0.00965887783404	betrügerisch 0.00876646077557	werbefrei 0.00798287913319	kaffeehaus 0.00765629451471	dialogisch 0.00674193615225	ahnungslos 0.00618887194419	marktmacht 0.00608717201984	investigativ 0.00577852551843	werbend 0.00571819029624	recherche 0.0050500227788	glashaus 0.00484511988583	recherchiert 0.00462225184031	wahlplakat 0.00441283340699	werbeeinblendung 0.00376641943208	werbeblocker 0.00304385357018	bildungsministerin 0.00275779179974
topic52	vorteil 0.153652222001	nachteil 0.0754378152271	reduzieren 0.057331174456	herkömmlich 0.053073144579	senken 0.0404185287255	benzin 0.0385502111063	verbrauchen 0.0371883442594	sparsam 0.0369355337858	umweltfreundlich 0.0317332975643	bemerkung 0.0240953785658	verringern 0.0165452886007	kraftstoff 0.0161060519544	wasserstoff 0.0159722618632	einsparung 0.0157182318534	klimaanlage 0.0146897019324	alternative 0.0144444316861	brennstoffzelle 0.0140948849525	erdöl 0.013725827222	seitensprung 0.0131772340331	abgas 0.0119781668477	antreiben 0.0119263352333	gering 0.011739306081	äther 0.0116088011289	genannter 0.0114179185849	stromverbrauch 0.0107797242034
topic53	hochschule 0.111923694195	studieren 0.0844893212517	abschluss 0.064087002024	studium 0.0535130091927	studiengang 0.0442885369238	absolvieren 0.0316955472418	fachhochschule 0.0287760424751	auszubildende 0.0239475898772	ausbildung 0.0229664990753	abitur 0.0191764246215	akademisch 0.0181748409649	bachelor 0.0177650230135	ausbilden 0.0169090294578	fach 0.0166173435722	studentisch 0.0156623395412	fachrichtung 0.0132635134722	wintersemester 0.0131782041094	jahr 0.0108619075235	berufsschule 0.0108573168303	staatlich 0.00960081205168	erhalten 0.00910145345442	beginnen 0.00902707352671	tätig 0.00900288221913	masterstudiengang 0.00887608996648	erfolgreich 0.00836640487298
topic54	eingebaut 0.106853401179	unverständlich 0.0799745221424	zerlegen 0.0687376378127	flüchten 0.067042228708	ununterbrochen 0.0669759783344	sprint 0.0578357436616	zerfallen 0.0452521813857	ungewissheit 0.0360573505854	übertreiben 0.0349576380978	rundschreiben 0.0309746452874	erübrigen 0.0301901700317	gipfeln 0.0269908317296	unterrichtsmaterial 0.0267383329623	ungebremst 0.0230947328828	luftfilter 0.0229589226978	weltuntergang 0.0228666932055	drogenkonsum 0.0190468104369	besteck 0.018023280956	rostig 0.0167623791181	undeutlich 0.0155735443533	eingefahren 0.0150641510618	topmodel 0.0137182607435	flüchtlingslager 0.0134420483268	mitfühlen 0.0122147307421	krempel 0.0119413312699
topic55	arbeit 0.852833946735	diplomarbeit 0.0179797768596	theme 0.0162927525935	hausarbeit 0.0115780554082	lebenswelt 0.00990759112358	heilpraktiker 0.00805730467283	masterarbeit 0.00493489384901	ergebnisliste 0.00460705281161	diktat 0.00458829309478	leisten 0.00446110655059	serviceangebot 0.0040130032498	geburtstagsgeschenk 0.00380433289118	wochenstunde 0.00341457611213	bachelorarbeit 0.00327954801715	klassenarbeit 0.00320379164884	beschäftigen 0.00231147787254	kostenstelle 0.00224528155446	jungzüchter 0.00194451065064	lehrermangel 0.00188705293501	unrühmlich 0.0017674736252	täglich 0.00165590876622	veröffentlichen 0.00146822983713	bildungsstand 0.00125409482645	arbeitsgelegenheit 0.00120745168875	sozialpolitischer 0.00119757344226
topic56	video 0.416968518051	rennen 0.283792118103	kölner 0.0826867245715	olympisch 0.0632471821614	rang 0.0437480178981	anschauen 0.0224498493282	vierte 0.0144007783092	tube 0.0110937663855	zeigen 0.00661663841044	sturz 0.00614355121599	playlist 0.00607597650988	debut 0.00552521687364	gründonnerstag 0.00427047463852	führende 0.00363318756114	spitze 0.0026220635003	schlussrunde 0.00215361844008	rennserie 0.00197863544064	berglauf 0.00185799997613	musikproduzent 0.00182194038467	olympiasiegerin 0.00173633128485	spektakulär 0.00158178005835	erklären 0.00146566371442	sekunde 0.00145199353503	seitenstechen 0.001440939419	dopingkontrolle 0.00122167091313
topic57	chef 0.355417244025	reservieren 0.0519354179322	geheimnisvoll 0.051384979412	urteilen 0.047580430286	miterleben 0.0463374868886	videospiel 0.0435293460464	bildchen 0.0299349055682	esoterisch 0.0277230341577	nobelpreis 0.0276757982873	rückgabe 0.0275844216201	arbeitsleistung 0.0268268359415	suspekt 0.0208483219286	terminplan 0.0187448099245	gestanden 0.0160763615685	unglaube 0.0120746552435	windeseile 0.0116075528506	handhabe 0.0110458466971	verkostung 0.0107453538757	säuberlich 0.0101302740817	undefinierbar 0.00905568497879	putzig 0.00884869759013	wasserrad 0.00870868466647	identifiziert 0.00828128827658	benotung 0.00822932332941	wohlschmeckend 0.00792377126038
topic58	repräsentativ 0.17284030616	bedenklich 0.123983345201	bundespräsident 0.107560922478	anleihe 0.0789929212137	stadtplan 0.0692788180772	rhetorisch 0.0646300942513	bedauerlich 0.0577495529719	zurücknehmen 0.0434905560606	vorzeigen 0.0260579525784	abkaufen 0.0250122979472	steinen 0.0245735668367	rückständig 0.023277279879	rekrut 0.0198941970021	weigerung 0.0184605742836	rentnerin 0.015855632728	verkündung 0.0156255066325	lobbyismus 0.0132215764577	seitenlang 0.0126958544992	orthodoxie 0.0119497896849	bremspedal 0.0106344199884	hardliner 0.00849625169458	trottel 0.00738375167515	köhler 0.007356720786	zahlungsausfall 0.00699564610444	bornheimer 0.00503583122969
topic59	format 0.354440305557	wandeln 0.0909569067887	exponat 0.0613230668587	andauern 0.0314094423637	sandstein 0.0277286387542	granit 0.0260788157843	waldgebiet 0.0259077578623	schikane 0.0250404542855	schlepper 0.023166399278	seilbahn 0.0223635206821	überfahren 0.0210515097329	lesart 0.0205919193382	absterben 0.019591541751	checkpoint 0.0186944820717	converter 0.0186502354125	flächig 0.0171900530551	grausig 0.0166947962182	kenntlich 0.0160002720753	waldboden 0.0125628954039	luftschadstoff 0.0122047553508	anlasten 0.0103659117154	basisch 0.00965280055428	reaktivieren 0.00842693076287	begleitprogramm 0.00798066378217	lore 0.00760029475801
topic60	fahrzeug 0.309219702781	fahrer 0.128687480991	reichweite 0.0385255728315	automobil 0.0317944532393	unkompliziert 0.0307382918259	batterie 0.0278874254574	lenkrad 0.0248292122131	kupplung 0.0233798013338	serienmäßig 0.016886256428	ergonomisch 0.0135816989416	insasse 0.0118928242978	fahrzeit 0.0101577738523	lenkung 0.00949514679625	elektrofahrzeug 0.0089992119964	diesel 0.00870580429316	innenraum 0.00859966597352	fahrweise 0.00781178923959	gefahren 0.00750690191236	kraftfahrzeug 0.00733338685562	sicherheit 0.00709270783133	schnell 0.00704244975271	sprachausgabe 0.00685029214847	kartenmaterial 0.00678074507839	abruf 0.0067629642212	zusätzlich 0.00675836540054
topic61	eingesetzt 0.088571629541	neustadt 0.066794435846	kamerad 0.0585097169472	ortsverband 0.051529684899	zurückblicken 0.0477926195466	einsatzkraft 0.0464202037834	hydraulisch 0.0346839003242	hilfeleistung 0.0346569530045	schenkung 0.0317360290942	boje 0.0289784357755	taucher 0.0289470677431	einsatzort 0.0268893750796	tauchgang 0.0268036244368	grundausbildung 0.0259514720034	abzocke 0.0242091259074	bergung 0.0199566677179	idylle 0.0197646792253	abwägen 0.0189478791984	schaukel 0.0173856370641	ruderboot 0.0161054353191	championship 0.0148170205838	unachtsamkeit 0.012174442663	atemschutz 0.0120926282466	zugewinnausgleich 0.0109157924926	landesbetrieb 0.0107951391806
topic62	klären 0.33918170099	sensationell 0.116117815512	gekonnt 0.0838797715333	hindern 0.074252053395	bereicherung 0.0732854099891	bundesfinanzhof 0.0627998327529	sachse 0.0350206909972	beleidigung 0.0277190098624	donnerstagabend 0.0273391503487	auffälligkeit 0.0242401733911	abwehren 0.0191925451845	skandalös 0.0189599437983	beschimpfung 0.0141484163161	geburtsstunde 0.0140026645011	marktstudie 0.0109425237808	unterliegend 0.010404646355	gestaltbar 0.00978194766856	userin 0.0085215253552	fördermitglied 0.00616639542091	kapitalgedeckt 0.00368687447473	meistgenutzt 0.00366222145801	werkshalle 0.00342945046934	blutspendetermin 0.00338448747241	hilfsleistung 0.00276098175419	unverfroren 0.00252560285465
topic63	baum 0.518318753125	stamm 0.121442772869	fantasie 0.0529521236179	schwingung 0.046493111861	teilweise 0.0223338094774	nobel 0.017413242011	entspringen 0.0160296650233	pfadfinder 0.0147326903664	neunkirche 0.0143276202325	vulkanausbruch 0.0117367930969	bepflanzung 0.0115469919951	lückenhaft 0.0113417803237	gedämpft 0.0111827784474	behausung 0.0111634964789	gau 0.0108625863786	wanderfreund 0.0088011750592	famos 0.00709371093305	lieferwagen 0.00703523223987	dachorganisation 0.00662289467632	informationsseite 0.00660271214252	konzentrisch 0.00620680817281	wegesrand 0.00569141981168	bestimmungsort 0.00567415724016	gras 0.0054358190164	erdreich 0.00454980210274
topic64	botschaft 0.228981737281	scharf 0.224440790842	neigung 0.0498243876976	gewohnheit 0.0365148997228	vertiefen 0.0353995752576	düster 0.0335930020055	gnadenlos 0.0252522618126	zorn 0.0252114103252	beschaffenheit 0.0245995959054	erregung 0.024050422342	tüchtig 0.0237909228942	endlich 0.0229033214127	future 0.0225266791544	befestigt 0.0202194154499	geschlechtsverkehr 0.015002135732	zornig 0.0142864947015	ausgangsposition 0.0133664689786	messbar 0.0129264345189	posaune 0.0128551304271	saxophon 0.0124215827593	tadel 0.0115280499336	namensgeber 0.0103047548747	affekt 0.0100358283609	empfänglich 0.00929106505828	quälend 0.00870822686435
topic65	inhalt 0.305823622606	seite 0.0395288537647	startseite 0.0381688456255	verantwortlich 0.0372797647748	übernehmen 0.0368603253212	information 0.0309871172852	dritte 0.0297760325118	haftung 0.0255482807383	gewähr 0.0234396176097	verlinkt 0.0233787581684	nutzung 0.0203047523143	betreiber 0.0199884873291	angabe 0.0173202129048	webseite 0.0169824852897	rechtlich 0.0158108177449	vollständigkeit 0.0156432791915	link 0.015168051074	jeweilig 0.0150724363196	eigen 0.0144690542435	richtigkeit 0.0144100928661	fremd 0.0133083329112	extern 0.0121932570156	inhaltlich 0.0101588730802	anbieter 0.00905195314428	angebot 0.00870144083772
topic66	eindringlich 0.0780228690317	vorschein 0.0714727924415	erschütterung 0.0408246676259	entladen 0.0393284168254	bandmitglied 0.037999493877	jubiläumsjahr 0.032756992067	luftig 0.0320264159315	anflug 0.0318387003439	hilfswerk 0.0317821508699	break 0.0301296691246	befreit 0.0286352274764	begnadet 0.0270068222112	frachter 0.0253053843439	kodex 0.0238387726367	sensibilisierung 0.0237552402563	bewaffnen 0.0228836920361	bandname 0.0203281682918	bewässerung 0.0181511338604	detektor 0.0176834364803	friedensnobelpreis 0.016009667977	kultstatus 0.0159394811045	hangar 0.0153523278168	anlegestelle 0.0147247446343	mastermind 0.0141971818391	faso 0.0137108257088
topic67	online 0.759954197649	portal 0.136601766902	fsk 0.0219064327308	krampf 0.01493873456	veraltet 0.0118873682563	hochladen 0.0112511018102	gemeindemitglied 0.00875312543576	roulette 0.00518212879752	bibelstelle 0.0051580019896	suchbox 0.00370996339575	konzertprogramm 0.00318219961412	zerstreut 0.00235566701527	bodenkontakt 0.00232404551409	jugendschutzgesetz 0.00177023615916	verirrt 0.00171442324838	bequem 0.00154580133623	schauen 0.00112042151407	kulturministerium 0.00101935001393	reformvorhaben 0.000951570662097	jahresfest 0.000915576532204	eheproblem 0.000901473264375	zuwiderhandeln 0.000531013081047	tun 0.000410595212416	genau 0.000273169145309	gehen 0.000263058360362
topic68	brust 0.130524858484	bauch 0.129814384717	schwimmbad 0.0669801502422	bikini 0.0474830385949	aufsicht 0.038741553752	affäre 0.0366990901724	nachsehen 0.0231552023092	kippe 0.0225145926551	krach 0.0224708155302	bedecken 0.0214630391415	schwager 0.0145546902826	misstrauisch 0.013315867997	zurückbleiben 0.0124334276765	fürsorglich 0.0121811759193	gestreift 0.01112562888	kellerraum 0.010565824944	adoptieren 0.0105305485001	augenweide 0.0103745612277	schwimmhalle 0.0103678242452	zapfen 0.0102617459209	kinn 0.0102574203755	revolver 0.00969019732386	bademeister 0.00958193337294	glasig 0.0089721762777	schmerzgrenze 0.00866981747876
