topic0	person 0.627751497261	station 0.101745998057	tisch 0.0710641622775	indisch 0.049798837081	stuhl 0.0336375040878	trauern 0.011898032084	beantragung 0.00856376178643	lauenburg 0.00797185187274	eindecken 0.00577800641002	münster 0.00560455078193	zweistündig 0.00554623197539	inklusiv 0.00536766451862	esstisch 0.00527106974502	freifläche 0.00488931548139	urlaubsreise 0.00467397636838	gesamtleistung 0.00388982302785	backend 0.00384235684505	festplatz 0.00330727778115	darlehensvertrag 0.0026364915709	crewmitglied 0.00262108017865	sondergenehmigung 0.00231921531035	beengt 0.00229594651786	scheibenwischer 0.00219458062479	stiege 0.00208959206841	weserbergland 0.00208942736894
topic41	spielen 0.437085337405	rolle 0.297535476652	erfindung 0.0199479923547	erfinder 0.0141731733082	lyrik 0.0100419844183	schauspiel 0.00967252870497	schauspielern 0.00955413386791	groß 0.00897260886972	einfühlsam 0.00885789107802	faszination 0.00796307534376	entscheidend 0.00635656166009	fantasie 0.00589970337044	arrangieren 0.00532608805578	wichtig 0.0052310912476	fabelhaft 0.00415760281942	reigen 0.00378502970104	weggefährte 0.00336925969922	auditorium 0.00325098397356	übernehmen 0.00317720655413	tiefgründig 0.00310508218281	trauernde 0.00275842444768	klatsch 0.00260463842597	part 0.00258434369882	hauptrolle 0.00254746077058	faible 0.00245095934466
topic42	ferienwohnung 0.202193141133	ferienhaus 0.141612509889	tourismus 0.0886872151341	schwarzwald 0.0462993351023	gutachter 0.0325211721597	rapide 0.0313344315022	apartment 0.0295229194666	urlauber 0.0291019297776	grußwort 0.0269055312913	erholsam 0.0256828985539	greifswald 0.0228956109516	maulkorb 0.0193656746432	fütterung 0.0185995012944	hauptgebäude 0.0166706070204	salzburger 0.0158847375936	urlaubsort 0.0133293447804	gegenmaßnahme 0.0125478230834	ferienzeit 0.0102194571711	umweltschützer 0.00978683046947	nuklearwaffe 0.00934135768055	vierfach 0.0088037668437	greifswalder 0.00865863625183	mittelgebirge 0.00817783929177	wintersport 0.00789383456085	entwicklungsstufe 0.00786375828751
topic43	kindergarten 0.263258523849	behinderung 0.161768658982	behindert 0.101773418203	kindertagesstätte 0.0642845163781	integrativ 0.0380895695183	währen 0.037610589886	delta 0.0333982954706	beraterin 0.0231221257673	ganztägig 0.022952411875	dinosaurier 0.0211479272297	stylisch 0.0202577714208	vorwarnung 0.0136069258922	verwöhnt 0.0133602963961	maestro 0.0131685776121	bemüht 0.0122688485687	checkpoint 0.0122545256268	betreuungsangebot 0.0115717541705	niederung 0.00781790556763	verletzlich 0.00774487716548	ergotherapie 0.00725596895895	körperlich 0.00713824992859	kreisjugendamt 0.00708311638486	irritieren 0.00707994145445	egozentrisch 0.00693090540897	rambo 0.00628271469153
topic44	kippen 0.083849375733	zäh 0.0618307149471	card 0.0603885134216	ankündigen 0.0565688779715	unbeschwert 0.0544815240222	private 0.0527332240675	schaft 0.0342560360986	fragment 0.027018981915	tageszeit 0.0265196018592	schimmelpilz 0.0235009175024	erdbeere 0.0226194277157	schweifen 0.0215455207561	leseprobe 0.0213771102745	bannen 0.0207498731886	geistreich 0.0201059925745	parzelle 0.0192830569587	videoüberwachung 0.0165081443148	machbarkeit 0.0159343357378	beiläufig 0.0159113173437	fotostrecke 0.0145076250715	unterführung 0.0142580374491	aushandeln 0.0134414305542	universitätsstadt 0.0125076687815	baurechtlich 0.0123694273538	marxismus 0.0118407712265
topic45	philosophie 0.168503964721	philosophisch 0.0730805094297	philosoph 0.0524799235407	korb 0.0410862431973	weib 0.0292508150534	lenken 0.0253943926932	außenstehende 0.023973395753	rippe 0.0215305055986	mitleid 0.0214874250102	gefällig 0.0210590403968	erhaben 0.0209298838948	gesandt 0.0183081811704	tugend 0.018301637205	denker 0.0179740424318	neuerscheinung 0.0175313276213	zusammenbringen 0.0165496499993	nahen 0.0157834004795	antreiben 0.0138629359921	kluft 0.0131566549804	weißrußland 0.0130574195657	antlitz 0.0126213908344	praktizierend 0.0121949000555	traut 0.011301653694	haltend 0.0106277630587	anvertrauen 0.00975157932928
topic46	gebot 0.100833120501	reserve 0.0844710104239	gewissenhaft 0.0369047110932	güte 0.034799939513	mitgliedsbeitrag 0.0332361176827	genommen 0.0314178764144	erkrankte 0.0310176424728	zahllos 0.0302234040146	versteigerung 0.0277223689744	torte 0.0273553406553	ehrenmitglied 0.0268466737383	stet 0.026287090407	brauchtum 0.0216784703904	privatkunde 0.020003692187	eisenhüttenstadt 0.0198987440521	suchende 0.0191079629101	allermeist 0.0190823660899	tarnung 0.0189767972847	angestammt 0.0187193934555	fernsehsendung 0.0183663603984	leim 0.0180652727459	pilgern 0.0178399183661	kämpfend 0.0172475444019	feststellbar 0.0167080809415	koordinator 0.0158014791811
topic47	schneiden 0.0963522819162	abschneiden 0.0536974347234	verlässlich 0.0371360492713	waschen 0.0326717810878	kreisklasse 0.0301282440511	mager 0.0280673966659	streuen 0.0263540715262	auffüllen 0.0247322997851	munter 0.0235965959053	mittelgroß 0.0232669438361	finne 0.0222160399163	halbieren 0.0211691260843	vorletzt 0.0207873453611	gesellig 0.0195594546863	enge 0.0191284992967	bluten 0.0178826529903	kläranlage 0.0172636614865	vorgetragen 0.0147942568265	senf 0.0147061958474	eigentor 0.0146860782236	zuspiel 0.0138582710679	stiel 0.0136413146682	eckball 0.0131828076256	chemnitzer 0.0131342759989	zupfen 0.0127633599372
topic48	geben 0.0317437683811	sagen 0.0226527399367	wissen 0.0182835875976	meinung 0.0180745522921	denken 0.017664358357	einfach 0.0167633480933	glauben 0.0167581082305	machen 0.0154655986837	gehen 0.0152451440595	sehen 0.0151422992519	wirklich 0.0140478437337	leute 0.0126661319695	tun 0.0111774983042	meinen 0.0100989642203	kommen 0.0100199270168	genau 0.00967009743049	thema 0.00963517071778	finden 0.00943833516615	sicher 0.00902306579599	verstehen 0.0086960264929	klar 0.00852267045501	halten 0.00842181832403	gut 0.00738145302203	recht 0.00728313525677	richtig 0.00693762324341
topic49	model 0.106636484215	vorzeitig 0.08018447446	automobil 0.0742495060292	festung 0.0491730975668	passant 0.0488325776206	fertigen 0.0458750626275	dynamik 0.0418022791228	serienmäßig 0.0394344352408	existenzgründer 0.0324123835785	insasse 0.0298780096541	grenzenlos 0.0284075052375	move 0.0273142909779	existenzgründung 0.0253685707511	gebucht 0.0247480819054	rocker 0.0245242242758	wartend 0.019957172386	fahrweise 0.0182428571092	gefahren 0.017530854577	hauptmarkt 0.0163084309134	motorraum 0.0139419304367	wunschzettel 0.0109618755974	aerodynamisch 0.00986559433743	kastell 0.00942806231977	ergebnislos 0.00917988458796	schnellzugriff 0.0089230222191
topic50	insel 0.479255846186	labor 0.0819110904641	vulkan 0.0358311766895	streitkraft 0.0295681839681	jugendfeuerwehr 0.0269016538729	bäckerei 0.0263520392197	beschädigen 0.0256384085139	wiederherstellung 0.0248809775422	brandschutz 0.0243568040168	zutritt 0.0211386802408	messestand 0.0199202990041	geschäftsleute 0.0198898513179	flat 0.0169697787585	gerätschaft 0.0155607625559	nutzfahrzeug 0.0139818842475	kopiert 0.0120713633187	exzentrisch 0.010612259936	seehund 0.00785495866799	granulat 0.00723138177362	omnibus 0.00674008194467	analytik 0.0065764162643	inselgruppe 0.00635783224003	kameradin 0.00590722274557	imagefilm 0.0053479403538	weltnaturerbe 0.00499301525711
topic51	heiß 0.0898822357301	getränk 0.0755403788332	dose 0.0551141626903	tropfen 0.0330588805109	kühlschrank 0.027620707565	supermarkt 0.0271074854928	abwechselnd 0.0229774788699	zunge 0.0212316270518	vergaser 0.0186066578966	spritzen 0.0184159561877	biergarten 0.0173282671289	verkäuferin 0.0145904077743	bratwurst 0.0130526448577	mineralwasser 0.0127602388048	trinkgeld 0.0113061831883	metzger 0.0112348224151	champagner 0.0108722473209	speise 0.0105317544329	espresso 0.0105205250326	kellner 0.00940407764872	saft 0.00914049258565	brei 0.00880670952179	spieß 0.00877740044382	einlaufen 0.00797436297953	alkoholisch 0.0079465919549
topic52	verboten 0.0681629383254	erläuterung 0.0653649141541	verknüpfen 0.0602566167598	freigeben 0.0539079849026	garant 0.0513649735159	größtmöglich 0.0504267951653	eifrig 0.0468998983741	verrichten 0.0440966861545	verkleidung 0.0425159973531	fernhalten 0.0293962290145	verwendungszweck 0.0290338001985	ausliefern 0.0285438158003	humanistisch 0.0270031640963	tinte 0.0267009260524	unvermeidlich 0.0251522486674	niederländer 0.0245428308447	produktionsmittel 0.023929497502	zuschreiben 0.0228546661398	vereinigen 0.0204606621235	entbehrlich 0.0188301880338	privatleute 0.0176943198483	vorbestellung 0.0161680145744	registrierungsbedingung 0.0122972720536	gewährleistet 0.0107621096774	materialkosten 0.0101280101575
topic53	masche 0.101291528612	performance 0.0994716701684	backup 0.0763386768249	felge 0.067446681183	tutorial 0.0641955813409	einbauen 0.0537115594413	schreiten 0.0431404631752	vorgeschichte 0.0340317142751	senator 0.0303312756548	streich 0.0280946450568	rückgängig 0.0243539220433	tunen 0.0241076419848	stauraum 0.0216932335432	chrom 0.0214168963956	hauptaugenmerk 0.0208056059539	ausziehen 0.0203906626722	fleckig 0.0195180965376	bügel 0.0185640353813	nachrüsten 0.01538968806	quarz 0.015186364485	hochglanz 0.0146215737892	stoßstange 0.0144221491788	übersichtlicher 0.0143477360794	spike 0.0140426843799	aufgelistet 0.01243676989
topic54	buch 0.292122053169	verlag 0.0682386398619	roman 0.0498858687396	leser 0.0370722484019	autor 0.0309688362816	autorin 0.0217447230772	isbn 0.0198351660946	schreiben 0.0185552572481	lesen 0.0176547584285	literatur 0.0164448977339	werk 0.0133850617329	erst 0.0124852997582	leben 0.0117381807656	schriftsteller 0.0108255055784	erscheinen 0.0105023898266	lektüre 0.0102608532556	gebunden 0.00984767680974	krimi 0.00899695463281	literarisch 0.00850505759629	spannend 0.00646773311003	illustration 0.00645738594782	auflage 0.00638935982958	erzählung 0.00606275802492	gut 0.00604247231923	manuskript 0.00599527741237
topic55	herzlich 0.306392603752	willkommen 0.2707766392	begrüßen 0.0981749999477	hallo 0.0558116672971	freuen 0.0530715016534	begrüßung 0.0292642166535	bürge 0.0243311572417	vorstellen 0.0241772876593	dankeschön 0.0227978593762	spaß 0.0227930903574	heißen 0.0186313616216	populismus 0.00571311407625	ernüchterung 0.00569017458823	phosphor 0.00507964894677	wunderlich 0.00474141658274	baldig 0.00460615847742	kurz 0.00422557828856	punktesystem 0.0040801231145	kämmerer 0.00406836814152	vorstellung 0.00398619797271	startlinie 0.00360239806762	aufnehmend 0.00306179388274	waschanlage 0.00239010764328	schauen 0.00190523432767	traumauto 0.00177893554976
topic56	gut 0.161316207692	wirklich 0.0345246365906	schlecht 0.0276401228178	einfach 0.0237517803334	machen 0.0191760388926	geben 0.0171666546134	finden 0.0150866132931	kommen 0.014621909555	zeit 0.0128997052629	richtig 0.012523553678	recht 0.0120034418551	sehen 0.0100721264006	gehen 0.0100082532956	stark 0.00970916648465	klar 0.00836245637659	schnell 0.00833790847881	groß 0.00808132613769	ganz 0.00806492492185	schwer 0.00788139329318	leicht 0.00724394606933	wirken 0.00681673098497	fall 0.00588848916595	sache 0.00537175076309	extrem 0.00516389864008	letzt 0.00512750913282
topic57	membrane 0.116894666594	löwe 0.102582157557	erscheinend 0.0616044692427	ausgesucht 0.0445415348174	aufsatz 0.0369127009114	anderthalb 0.0299032117447	bergwerk 0.0271773439021	venus 0.0259606561297	cluster 0.0232179594609	ausgrabung 0.02297749225	schwankend 0.0211549019738	privileg 0.0202510305223	jahreszahl 0.0192961019255	erblicken 0.0189730090118	unerschöpflich 0.0168440562135	mundart 0.0163475481586	titelblatt 0.0161766337158	achtziger 0.0146696764339	karg 0.014582689464	ausbeute 0.0142938020546	blickfeld 0.0142563233127	berghütte 0.0138048457379	fundstelle 0.0121688254403	anraten 0.0119862908422	scherbe 0.0118162173099
topic58	betreiber 0.164792121682	treffpunkt 0.121435928424	sammler 0.0716767729248	esel 0.0500647089981	schreibweise 0.0394229811436	flohmarkt 0.0369864766848	klammer 0.0321235586381	twittern 0.0321037661164	fiktiv 0.0318086633563	chefin 0.0312994946676	schwören 0.0301184201518	resident 0.0246308323483	wiedersehen 0.018603873344	abrupt 0.0182812561211	trigger 0.0155821297457	fahrradtour 0.0150293213195	untote 0.0149863146358	dreist 0.0132694401729	wiederspiegeln 0.0129125075586	namenlos 0.0125577603307	deutschland 0.012378294869	abgleichen 0.0123542781024	missen 0.0123386157151	entzug 0.0107999338682	oberstdorf 0.0102135408778
topic59	leiten 0.232033932131	beobachter 0.062856659763	psychologe 0.0480341911011	trainerin 0.0470704575306	portrait 0.0409188891046	filmemacher 0.0348634582093	filmisch 0.0338943136886	rebell 0.0325672103277	imperium 0.0299289213528	radar 0.0270894413255	spezies 0.0237263416446	ansiedeln 0.0230574596675	konstruieren 0.0216183269857	realisierbar 0.0193043545528	darmstädter 0.0186218722702	rechtsgebiet 0.0182296261422	drehbuchautor 0.0164684949339	getötet 0.0154270799288	credo 0.0151912584582	imperial 0.0149795572439	verändernd 0.0147655412184	besiedeln 0.0121856033752	irrweg 0.01151007844	beichte 0.00932871151057	reine 0.00920787879736
topic60	parat 0.061621508695	eintreffen 0.0507699460089	crash 0.0503892839214	photo 0.0462377796708	geschäftsführend 0.0405711792167	inoffiziell 0.034537542197	nexus 0.0325357597992	hdmi 0.0315601185173	phantastisch 0.0307794088203	kompatibel 0.0303410835146	liquid 0.0293554980646	brandneu 0.0291789743062	mbit 0.027804748224	einsatzgebiet 0.026714134174	kriminalroman 0.0235325717215	notruf 0.0217030131561	wegweiser 0.0210215590762	fotoalbum 0.0200949489207	autovermietung 0.0198848699169	wohlverdient 0.017199060899	mitführen 0.0158666781183	unbenutzt 0.0158065497449	bonbon 0.0142463318548	infrarot 0.013558385521	wehrführer 0.0135020669921
topic61	könig 0.0627804120931	volk 0.0497716177057	reich 0.0462890426393	hof 0.0328402014347	burg 0.0303246051449	bauer 0.0247469356731	kaiser 0.0215423905477	herrschaft 0.0167345740612	fürst 0.0139837959563	lassen 0.0138732990486	graf 0.0128233459817	herrscher 0.0114935327589	groß 0.0112220133892	ritter 0.00982207795125	königlich 0.0094230397399	sklave 0.0091072021332	nehmen 0.00843114493662	erzbischof 0.00694557617343	ziehen 0.00693301976207	macht 0.00679927669202	führen 0.00663349513063	grafschaft 0.00659096723625	nachfolger 0.00654821470006	tod 0.00646959414328	herzog 0.00619622361684
topic62	kultur 0.258290205168	bildung 0.165865591953	zentrum 0.106472923701	archiv 0.104862145863	kulturell 0.0786642075843	akademie 0.0687518605652	wissenschaft 0.0171734529925	freiburger 0.0166213046749	bildungssystem 0.0141829177516	saarland 0.0113653806567	bildungsbereich 0.0102338602754	spannungsfeld 0.00872277749308	landesvorsitzende 0.00809182837884	bildungspolitik 0.00768568882766	sozialisation 0.00648116465696	übergreifend 0.00598636218608	kooperationsprojekt 0.00578560244096	departement 0.00477070386942	kulturhistorisch 0.00470870488864	sozialpädagogik 0.00439726129576	lehrperson 0.00433525330926	profession 0.00414101348572	moderne 0.00406959495165	familiengeschichte 0.00397318330577	diskursiv 0.00350270051168
topic63	zurückgreifen 0.078207739314	auskommen 0.0703596152665	explizit 0.0696838355293	einziehen 0.0575377351059	fabrik 0.0501622063464	scheiden 0.0452459868173	dreh 0.0409969360918	unschön 0.0357965941923	leserin 0.0298957614881	geordnet 0.0295911392061	aufwarten 0.0284565535399	extremfall 0.0281680693105	abgelegt 0.0260528951436	zeitig 0.0246624241671	themengebiet 0.0232565695697	pragmatisch 0.0213135436192	sozialwissenschaftlich 0.0175639072571	spielart 0.0173845709145	gelesen 0.0172779571632	einarbeiten 0.0172738483757	ausarbeiten 0.0165895961134	grundwissen 0.0140903973804	dienlich 0.0126215610524	lebenseinstellung 0.0122290112623	ausmalen 0.0105189247613
topic64	bieten 0.117015402445	individuell 0.0538296080987	finden 0.0423171052887	beratung 0.034531260247	auswahl 0.0344402462525	wunsch 0.0306126896941	persönlich 0.0269464463517	kompetent 0.0220771152063	gut 0.0193062432159	verschieden 0.0175790722981	stehen 0.0161064907602	einfach 0.0160505657539	ansprechpartner 0.0151476526984	richtig 0.0150388611015	schnell 0.0139394428322	möglichkeit 0.012534681436	service 0.0124184631431	eigen 0.0123414080755	sortiment 0.0118095537606	professionell 0.0114667941027	bedürfnis 0.0108441508371	umfangreich 0.0106768891111	qualität 0.0101228995011	selbstverständlich 0.00988137013174	erhalten 0.00987022888055
topic65	lebenslang 0.0904636042066	verwirklichen 0.0859577518026	anschliessend 0.0716471777539	unabhängigkeit 0.0566322020469	wintergarten 0.0465779969526	resolution 0.0354200246013	mittragen 0.0334462617114	dossier 0.0295264674569	eidgenössisch 0.0284773115931	legitimation 0.0266840927255	enthaltung 0.0235275064553	gestaltungsmöglichkeit 0.0201370838225	kinderlos 0.0196323230418	orthopädisch 0.0188297898965	beibehalten 0.0186947540514	befürworten 0.0177581194795	trust 0.0170390566282	regierungsrat 0.0153842683992	erwachsenenalter 0.015117695218	kampfsport 0.0149751851221	geburtenrate 0.0149241592481	karate 0.0139016470217	vereinbar 0.0132788990286	verkehrsminister 0.0115957152803	aussitzen 0.011123485945
topic66	psychisch 0.158138365303	virus 0.11023701081	psychotherapie 0.0891237149071	physisch 0.0576891498506	psychologisch 0.0567177591675	psychiatrisch 0.0384326535896	psychiatrie 0.0365271183295	krank 0.0344740414437	impfen 0.030970892194	impfstoff 0.0297355813288	anstecken 0.0250312901465	praktikabel 0.0203947946269	erlebbar 0.0192853505359	prostituierte 0.0188031264754	sanitär 0.0186420508054	rausnehmen 0.0177180061943	beratungsangebot 0.015993566272	erkrankung 0.0141197857324	völkermord 0.0140110965428	kranke 0.0136213991538	rohling 0.0136195352924	infizieren 0.0131349958794	prozedur 0.0118239332615	löwenzahn 0.0111672020501	hindern 0.0108478710468
topic67	beruflich 0.367837318743	bewerber 0.120223962506	ente 0.0628704898876	einer 0.0538222136522	motiviert 0.0533260160317	berufsleben 0.0414055433719	laufbahn 0.0383329078042	ausbilder 0.0326554018278	deich 0.0271897319019	auffrischen 0.0180830100608	zweifelsfrei 0.012143435014	arbeitswelt 0.0119350604261	fachspezifisch 0.0101585278673	graffito 0.00909781243546	skriptum 0.00850307387612	hildesheimer 0.00801647316533	unterweg 0.00800258169755	ausgebaut 0.00782341725008	nachtruhe 0.00774070494533	getan 0.0073598660806	lernziel 0.00698629599724	pinnwand 0.00586716131621	ausgangsmaterial 0.0053870259484	steinmetz 0.00522291557888	neuorientierung 0.00512034884521
topic68	begriff 0.130608311956	bibliothek 0.0484236218581	literatur 0.0445244422537	sprache 0.030408949482	definition 0.0296415446505	bedeutung 0.0169886428907	allgemein 0.0128476212212	wörterbuch 0.0113498340415	grammatik 0.0106913175729	enthalten 0.00918426738579	synonym 0.00881968260642	beschreibung 0.00856890712135	verstehen 0.00852346742577	zugänglich 0.00816445388072	einführung 0.00775382190301	einschlägig 0.00775215484745	handbuch 0.00725919227065	fachbegriff 0.00721434961351	systematisch 0.00710136439671	inhaltsverzeichnis 0.00707926909957	form 0.00664583093152	rhetorik 0.00656527036521	verwendung 0.00635997584471	aufsatz 0.00633523744683	katalog 0.00629877354282
topic69	team 0.275297353392	mannschaft 0.131302251685	saison 0.0289873621673	schalk 0.0231455682286	pokal 0.0194821899726	leistung 0.0191206076108	gut 0.0186560629948	unentschieden 0.0160409112868	verstärkung 0.0138784387401	tabellenplatz 0.00944144735693	letzt 0.00929932077785	ausgeglichen 0.00758737884572	spieler 0.00724427184894	jung 0.00708692812718	stark 0.00691881561289	personell 0.00666012719201	mitspielen 0.00659860335927	stehen 0.00659605142267	souverän 0.00586823094407	abstieg 0.00568652108759	nah 0.00531557764384	spielerisch 0.00498269095071	kämpferisch 0.00482916123253	gesamt 0.00464722932628	konstant 0.00449665554634
