topic0	intern 0.239484975317	sperren 0.0527377663754	klinikum 0.0406459347849	sperre 0.0385961572507	freigeben 0.0337921961521	heidelberger 0.0260115725237	touchscreen 0.0242914141708	memory 0.0240189468173	nokia 0.0237664681216	verlegen 0.0229396612029	kies 0.0205938734228	editorial 0.0180266538965	dicke 0.0177676099026	speicherkarte 0.0167245921903	mitbewerber 0.0159649408145	anfangszeit 0.0143081743988	schreibend 0.0136930558746	eingabefeld 0.0133623884308	lesend 0.0120979203411	privatleute 0.0110862821355	sortiert 0.0103372261536	ambulanz 0.0102915120182	verfuegung 0.00995531732395	überprüft 0.0097918772061	gemeinschaftsprojekt 0.00963115893689
topic42	rolle 0.0541805337718	spielen 0.0521921625276	figur 0.0313391909686	jahr 0.0189783252226	schauspieler 0.01558624173	charakter 0.0138809693207	regie 0.0132084443327	regisseur 0.0116900515471	jung 0.0115741489842	geschichte 0.0107486666583	groß 0.0101042622092	szene 0.00956995384587	drama 0.0068786544411	darsteller 0.00682823884082	hauptrolle 0.00660400007698	protagonist 0.00635324608052	schauspielerin 0.00630671801147	handlung 0.00611522917914	arbeiten 0.00594948257677	publikum 0.00593877075848	produktion 0.00587511317867	erzählen 0.00562743932403	zeigen 0.00557223014916	wirken 0.00547265951693	erfolgreich 0.00540961503387
topic43	vertrag 0.0346308538486	anspruch 0.0279986719213	gelten 0.0166656542387	recht 0.0165937574061	fall 0.016404030344	absender 0.0122954017688	aktenzeichen 0.0115037243635	vereinbarung 0.011060381484	höhe 0.0108034419793	geltend 0.0104247438526	leistung 0.0090725444975	vertraglich 0.00820269220509	kosten 0.00767177596015	zahlung 0.0076595768894	vereinbart 0.00750153375546	grundsätzlich 0.00701613071675	verlangen 0.00700930127359	haften 0.00685456443303	satz 0.00684248938446	haftung 0.00676801212764	vergütung 0.0066524039706	dritte 0.00665040239218	regelung 0.00631667480781	klausel 0.00629359678998	gewerblich 0.00607329317666
topic44	final 0.0367373852734	hip 0.0256964923668	manier 0.0231042716185	leinen 0.0220331472164	videospiel 0.0215878567003	freak 0.0215521746271	briefkasten 0.0212717933381	homo 0.0201765679208	fantasy 0.0200917060806	wurm 0.0198098069251	belegung 0.0190919196377	macke 0.0190596051366	horizont 0.0182528265312	überspringen 0.018023722649	bratwurst 0.0172903405923	pegel 0.0153165936089	kitschig 0.0128962178309	konsorten 0.0123654361705	leasen 0.01093738901	flex 0.0108341912354	unsauber 0.0107734428002	nötigen 0.0106149023902	sollen 0.0103076157777	verwöhnt 0.00958065008398	husky 0.00953770610159
topic45	hund 0.209331880913	welpe 0.0180656307095	züchter 0.0166347571041	rasse 0.0140842578504	hündin 0.0132057088734	leine 0.0125396344553	tier 0.0121396352479	gut 0.0113231801563	tierheim 0.0109262042899	lassen 0.00963696363057	rüde 0.00908900401443	verhalten 0.00879572288929	huhn 0.00850276908657	halter 0.00840652554279	tierarzt 0.00810913143013	fell 0.00781564326811	mensch 0.00728682889469	gehen 0.00722266081869	besitzer 0.0071452883518	zuhause 0.00702341695856	kommen 0.00699490400396	zucht 0.00692952169649	züchten 0.00623321140362	geben 0.00614251684188	boxer 0.00580283245065
topic46	kollege 0.240222982916	redaktion 0.126959460618	interview 0.0848801566416	kollegin 0.0560615987226	anmerkung 0.0332599841568	reportage 0.0222775665784	journalistisch 0.0210922805914	agent 0.0197003427455	freibad 0.0163544572737	sozialgericht 0.0134122147066	leserbrief 0.0130587193216	flugblatt 0.0121071434921	dossier 0.0107510093621	wirtschaftswissenschaft 0.0103675110285	urologe 0.00808272344663	abdruck 0.00799821939993	beisitzer 0.00748994373353	stadtrand 0.00715204415276	auffahrt 0.00666433706345	momentaufnahme 0.00634266641643	zuschrift 0.00603014648376	genauere 0.00568406991795	erscheinend 0.00561033678977	begehung 0.0054806169295	spendenaktion 0.00534317291853
topic47	entscheidung 0.082750309669	urteil 0.0795685525611	kläger 0.0747000603217	beklagte 0.0713535811181	gericht 0.0418389740833	klage 0.0414481316456	verfahren 0.0259038209938	landgericht 0.0249034750408	amtsgericht 0.0195494385281	revision 0.0189368891883	berufung 0.0186763789319	kammer 0.0179420277607	verhandlung 0.0159750922445	beteiligte 0.0138585750179	partei 0.0130357596101	entscheiden 0.0124468032452	bundesgerichtshof 0.0118090890072	instanz 0.0102027758018	unterschrift 0.00933793510398	einstweilig 0.00802583338183	berufungsgericht 0.00755172392106	gerichtlich 0.00698339324486	zustellung 0.00674029262225	streitig 0.00638257617823	bescheid 0.00615088715214
topic48	winter 0.0526297346767	warm 0.0475608379253	kalt 0.0427228754251	sommer 0.0383198353834	sonne 0.0375993091691	temperatur 0.0366597199333	grad 0.0312348920702	schnee 0.0283786185778	regen 0.0256668547231	wetter 0.0252524628589	heiß 0.0230425266254	trocken 0.0174643225581	kühl 0.0172198446924	luft 0.0150549678412	herbst 0.0144021616927	frühling 0.0129006956704	jahreszeit 0.0120781177912	nass 0.0120700289348	kälte 0.0116733708537	eis 0.0105198661315	wind 0.0102875719843	hitze 0.0101413590229	feucht 0.0100153688698	wärme 0.00946929555908	wolke 0.00693781032275
topic49	insel 0.0469719072701	berg 0.0341719478889	meer 0.028532440097	klein 0.0225034360101	wasser 0.0179536376257	landschaft 0.0171236943683	wanderung 0.0171109805858	weg 0.016749265798	tal 0.0155922121762	strand 0.0139818237248	hoch 0.0139443315182	schön 0.0134763110557	wald 0.0132609373271	gehen 0.0117929165286	wandern 0.0107536281959	nationalpark 0.010736189522	hütte 0.0102654168456	steil 0.00963302632853	felsen 0.00914135485126	meter 0.008597988308	dorf 0.00851513852343	gipfel 0.00844191136319	führen 0.00828766330278	sehen 0.00777973419682	blick 0.00774466660596
topic50	ball 0.232000031046	halbzeit 0.091353411567	match 0.0533574115921	stürmer 0.0467932543253	hälfte 0.0389759740901	kugel 0.0338943539374	strafraum 0.0256000679671	kapitän 0.023772176517	abwehr 0.017524559629	agieren 0.0145366815237	eintracht 0.0141652510329	spielzug 0.0121214780455	ballon 0.0115317610435	anpfiff 0.0108569183781	weitsprung 0.00925814416736	werfen 0.00888719567165	anschlusstreffer 0.00887322750124	ecke 0.00854062319928	anstoß 0.00786203013713	verfehlen 0.00785761912832	schulsport 0.0075443594262	leder 0.00741623384072	ahle 0.00716042027489	landessportbund 0.00701288722542	verdient 0.00696126889961
topic51	demo 0.100195664779	türe 0.0610590024379	kiste 0.0570807429851	pfeil 0.0542246263205	haken 0.0383013516634	schreibtisch 0.0229828602658	begutachten 0.0227966087968	fluch 0.0227020335953	barriere 0.0203974500087	shooter 0.0201286411669	austragen 0.0174780228352	neuauflage 0.0162999824554	dateiname 0.0151821784093	einsammeln 0.0148305314179	promi 0.0143564731484	barrierefreiheit 0.0134886511175	spielspaß 0.0132315870654	druckvoll 0.0129985023681	trophäe 0.0121636373501	plazieren 0.0118152431874	segen 0.0112664386559	comment 0.0112643457416	multiplayer 0.01115376229	rollstuhlfahrer 0.0109082973773	ragen 0.0101361377483
topic52	leitung 0.0670737038412	dsl 0.0574775218746	anschluss 0.0521202962199	modem 0.0302360501281	playstation 0.0296575943346	halo 0.0295645928158	router 0.0289254746418	turnen 0.0282231964866	speed 0.0277604424956	date 0.0272893143843	bookmark 0.0262207036809	xbox 0.0250301797483	konsole 0.0245549886683	controller 0.0232994828616	gameplay 0.021948848304	elite 0.0204766749735	stadtplan 0.0199978328205	werbespot 0.0181582324216	phantom 0.0167383166491	erstehen 0.0153173841889	motorsport 0.0150682288131	motorradfahrer 0.0137672846336	bandbreite 0.0135056468939	popstar 0.011733581252	flat 0.0116224979852
topic53	lager 0.0904174949641	messen 0.0638647421311	messung 0.0570892942537	kanadisch 0.0412348582939	naturpark 0.0373115140867	satellit 0.0246411772077	high 0.0223181549177	bremer 0.0212220177626	grenzwert 0.0196209514086	bildungseinrichtung 0.016956255021	gemessen 0.0164174678968	genauigkeit 0.0132002518844	fluid 0.0131184597874	pinguin 0.0130767131798	gelöst 0.012594883348	bildungsangebot 0.012421791742	brennholz 0.0123776923087	messwert 0.010592833882	inspektor 0.0104677248313	dämpfer 0.0104165102602	versetzung 0.00954688434441	polar 0.00950771109237	motion 0.00936492866181	entladen 0.00893660606298	spirale 0.00886388113207
topic54	anruf 0.0875638182106	gästebuch 0.0655451203105	techniker 0.0478856874173	eingerichtet 0.0360880150782	iranisch 0.0358864961241	mars 0.0313338628766	anrufen 0.0284992934452	nennung 0.0281482106989	haftungsausschluss 0.0245832452548	präsidium 0.0239207002362	windenergie 0.0237197953516	friseur 0.0233769850433	komet 0.0226363351245	fachtagung 0.0211061767748	auflegen 0.0201537863908	reichstag 0.0195843065141	unsäglich 0.0187122419775	rumänisch 0.0180028730931	hauptthema 0.0167367451961	ranger 0.0139862781535	schallplatte 0.0132235575539	sol 0.0131778007893	sonnensystem 0.013024301464	wiederwahl 0.0127907404986	tornado 0.0119642626784
topic55	kostenlos 0.119548587715	anmelden 0.119236500553	registrieren 0.107110354623	anmeldung 0.0979235660278	passwort 0.0618117231082	registrierung 0.0372270410013	account 0.0368217696087	login 0.0247133443359	einloggen 0.0238617301148	vorsatz 0.020501914423	irakisch 0.0172675407778	wintergarten 0.0155557994983	erforderlich 0.0132646146253	versichert 0.0124896050772	zugang 0.0106277046517	zugangsdaten 0.01025060236	police 0.0091235681333	kennwort 0.00869349414572	unerlaubt 0.00815975472307	banker 0.00815922042662	fahrerlaubnis 0.00696794997833	zustellen 0.00691064521114	verwenden 0.00683782934822	komprimieren 0.00646546756998	sonderzeichen 0.00636925839216
topic56	gedicht 0.210681667021	vers 0.0842172093589	stream 0.0541100694302	utopie 0.0385054959479	inventar 0.0316787140805	imbiss 0.0282599304803	reim 0.0278802268372	tape 0.0231365979898	statue 0.0227032434073	transistor 0.021196342542	strophe 0.0207192155533	aufspielen 0.0198327248179	lyrisch 0.0162056092146	zeile 0.0160791906832	vortragen 0.0154938582348	sichten 0.0145367876986	wandlung 0.0126735799787	diskussionsrunde 0.0123822037436	anrecht 0.0119008838409	alteingesessen 0.0115054304324	verlegt 0.0113948576271	weltkarte 0.0110500294275	exkurs 0.0104651484446	hochklassig 0.0103056061908	expandieren 0.0097454087184
topic57	übung 0.244295534892	üben 0.182571478191	hilfsmittel 0.0531094109695	css 0.0352921306558	schranke 0.0237169600838	korrekt 0.0176891369068	herangehensweise 0.0139822338551	oberschenkel 0.013590503524	körperhaltung 0.0126571095747	granit 0.0123957696727	brocken 0.0123790799366	arbeitstag 0.0112032520715	grundhaltung 0.0109835068239	ausdauernd 0.0108421924272	bedacht 0.0101074782112	balancieren 0.00946871352886	begeisternd 0.00909771173989	hure 0.00897393888736	unzugänglich 0.00882140089884	beherzt 0.00877367642949	philosophieren 0.00871895013663	brotzeit 0.00859023161706	krücke 0.00822587973916	beherrschung 0.00795946772553	urgestein 0.00786626925357
topic58	gold 0.147682718469	jüdisch 0.124044349123	jude 0.105094739698	behinderung 0.0760989761974	silber 0.0696401413618	behindert 0.0478419721803	antisemitismus 0.0306223050878	synagoge 0.0224368729712	behinderte 0.0217132817854	blind 0.0186819816137	antisemitisch 0.0181560110812	judentum 0.0178691257022	geistig 0.016732174713	holocaust 0.0164602897357	rollstuhl 0.0128091678359	edelmetall 0.0126833038131	sitemap 0.0124947824566	gedenkstätte 0.011077240741	nationalsozialist 0.0100305068411	behindertengerecht 0.00890719419406	zentralrat 0.00781159889278	unze 0.00747855612794	sinto 0.00720560194296	grabung 0.00694143017362	ansturm 0.00692522045267
topic59	wort 0.383057276401	betreff 0.0597319078831	folie 0.0528750499282	klausur 0.0296814594361	eiche 0.0256506449697	berechtigung 0.0244549434915	zeitaufwendig 0.0110678399669	aufteilen 0.0110654106094	anatomisch 0.0102941334625	pappe 0.0099843436161	sorgsam 0.00954235691896	dateianhang 0.00942638868314	gescannt 0.00939968156534	säen 0.00917670019942	hinweisschild 0.00847450900109	vorbereitend 0.00770602737619	umleitung 0.00756281084027	taschenrechner 0.00709086837082	möbelstück 0.0068173725515	abnehmbar 0.0065283296888	coca 0.00610290317033	kanarischen 0.00596035796086	systematik 0.00589026177497	geteilt 0.00586740472538	freiwilligkeit 0.00571647890297
topic60	recht 0.0762150860291	gesetz 0.0575912349832	gericht 0.0258578629786	richter 0.02543692221	juristisch 0.019079693269	behörde 0.0182111298851	verbot 0.0151456919344	rechtlich 0.0146060530782	justiz 0.0121730905103	jahr 0.0113491769668	oberlandesgericht 0.0105769034752	grundgesetz 0.0100299186591	verfassung 0.00991999800273	urteil 0.00966818795991	staat 0.00964243267045	bundesverfassungsgericht 0.00949280496935	verfahren 0.00893910858434	jurist 0.00883790473836	verbieten 0.00856801851474	öffentlich 0.00846086385349	amt 0.00773531223371	schutz 0.007641938214	gerichtshof 0.00710976160481	entschädigung 0.00696927015957	prozess 0.00693410509791
topic61	kampf 0.0299277454208	waffe 0.0243073284448	gegner 0.0182201844161	töten 0.0103089383983	kämpfen 0.0100653857552	böse 0.00997197935068	held 0.0092674854949	feind 0.00905265217998	treffen 0.00691210699514	stark 0.00690874501674	schwert 0.00678631797091	angriff 0.00658133989613	machen 0.00579686699238	finden 0.00576949382104	magisch 0.00563988061482	hexe 0.00555900249449	macht 0.00525866271671	versuchen 0.00507822321605	magier 0.00496221787302	charakter 0.00490607092939	nehmen 0.00474582421581	kommen 0.0047441965215	magie 0.00465324277394	bringen 0.00459242583236	geben 0.0043635286825
topic62	spiel 0.185472238372	spielen 0.0645485303062	spieler 0.0479232444644	geben 0.0239662635009	level 0.0214294685028	game 0.0206214300884	neu 0.0188768996353	spaß 0.0113461407325	teil 0.0107950422864	board 0.0104420510677	grafik 0.0104156517596	einfach 0.00897809670007	kommen 0.00835223681277	machen 0.00753452305368	zocken 0.00739114389269	entwickler 0.00629625469727	erst 0.00602849567619	erscheinen 0.00591788207022	konsole 0.00559497522734	bekommen 0.00556434413403	zeit 0.0053251509581	schwierigkeitsgrad 0.00509014489531	verschieden 0.00488204865402	steuerung 0.004838861928	patch 0.00482354324885
topic63	internet 0.0844319680986	kunde 0.0468621508955	netz 0.0328648534135	nutzer 0.0325538797159	mobil 0.0307991327304	server 0.0287987628413	service 0.0273733875679	web 0.0238589021485	netzwerk 0.0218007337571	agentur 0.0171807975978	nutzen 0.0167429306166	digital 0.0160420204989	kommunikation 0.0145473648892	plattform 0.0142573992568	dienst 0.0140161880244	anbieter 0.0119770969851	medium 0.0107081563348	bieten 0.0106909456278	nutzung 0.0105830977477	client 0.00979642972087	network 0.00923023940333	zugang 0.00905087613754	report 0.00719715383829	sicher 0.00698173077099	lokal 0.0065519017291
topic64	traum 0.22103323163	geschenk 0.153849075724	weihnachten 0.121933635376	schenken 0.0692434224069	engel 0.0483642895106	träumen 0.0481141272659	verschenken 0.0287308677028	finnisch 0.0247471385167	pyramide 0.0204582723749	vision 0.0153782459698	erfüllen 0.0153725336717	finne 0.0144221856113	feiertag 0.0125754933724	pharao 0.0113289423282	wecker 0.0101867586021	nichte 0.00960566427924	zeitvertreib 0.00739780883693	voranmeldung 0.00703380436643	ägypter 0.00695785775182	schleier 0.00660503040836	innehalten 0.00619945524652	erfüllung 0.00583860113436	bruderschaft 0.00559047654644	unmögliche 0.00490222518576	freude 0.00469309391049
topic65	selbstbewusst 0.0394876474078	bär 0.0361216206375	horn 0.0178721251484	frustriert 0.0145628827327	vorgeben 0.0136051022484	prägnant 0.0126013784275	geneigt 0.0124729119851	staunen 0.0113912104526	kippen 0.0108725357245	metzger 0.0102770349838	gleichsetzen 0.0101133259512	treu 0.00919769272872	fortführen 0.00905558095432	zwickmühle 0.0088912559579	hauptsache 0.00869830765064	islamist 0.00862296495321	raupe 0.00847118394541	auswandern 0.00804975117047	übergroß 0.00794506009622	oll 0.00784826006881	fade 0.00781040895162	geselle 0.00780031736216	verehrt 0.00753431797701	zahllos 0.00750675286908	wegwerfen 0.00746687740503
topic66	erst 0.193096052352	zweit 0.0967593813051	dritt 0.0436894198833	mal 0.032710948971	ende 0.0313082462078	letzt 0.022054565747	beginnen 0.0182750799585	satz 0.0182001798119	viert 0.0150215972809	gehen 0.0143604084366	punkt 0.0134343720989	folgen 0.0123219742266	spät 0.0111525132612	anfang 0.0085934849584	kommen 0.00853449538617	fünft 0.00828717177085	beginn 0.00815776173485	weit 0.00789671779663	nah 0.00748796788782	erneut 0.00723726720414	gleich 0.00619571770459	reihe 0.00566206864106	deutlich 0.00558744580244	zeigen 0.00541724822455	stehen 0.00532219892471
topic67	fenster 0.165539710146	öffnen 0.156986194677	offen 0.0562438934086	tür 0.0514402065526	türe 0.0441863869216	geschlossen 0.043974540857	schließen 0.0427454684255	friedhof 0.036035401724	klick 0.0359120430597	geöffnet 0.0237862412998	schloss 0.0206955423954	reparatur 0.0143489633467	webcam 0.0141791192864	autohaus 0.0140605388877	betätigen 0.0101907385481	liquid 0.00882724132125	hausbesitzer 0.00866824045515	öffnung 0.00782930766305	außenwand 0.00659025575998	waggon 0.00641983551816	generator 0.00599842026304	grabstein 0.00597525347455	alarmanlage 0.00521395855602	wählen 0.0049133076625	betriebsleiter 0.00484894699864
topic68	häufig 0.049270183739	fall 0.0256966971578	kommen 0.0206584199385	auftreten 0.0187950479062	selten 0.0184120519468	virus 0.0154191808128	treten 0.0145670147112	infektion 0.0128502401078	impfung 0.0127305287523	gefährlich 0.0109496490633	symptom 0.00964035252861	führen 0.00960526150783	lassen 0.0089175557559	möglich 0.00888388669123	tag 0.00875949184278	gefahr 0.00866130119394	risiko 0.00843938283055	akut 0.00834576657909	schwer 0.00832511124192	woche 0.00829377715954	regelmäßig 0.00817285147915	entzündung 0.00786918567273	ursache 0.0076649529144	bestehen 0.00743433029132	verursachen 0.0070322046226
topic69	musik 0.109434135524	lied 0.0390078778242	konzert 0.0351642704517	hören 0.0341119582673	spielen 0.0303119666495	band 0.025631506154	singen 0.0241990019522	musiker 0.0212754302354	musikalisch 0.0151839388809	gitarre 0.0131849571488	klingen 0.0131021136408	jazz 0.0123701572442	bühne 0.0123614684927	festival 0.0117855264074	gesang 0.0111929976352	stimme 0.0106558876444	jahr 0.0100384903005	ton 0.00948369246867	melodie 0.00936354531818	text 0.00905622658757	klang 0.00895673719116	rock 0.00859717610021	sound 0.00845306907243	bass 0.00792013915036	sänger 0.00784868716714
topic70	kamera 0.0639720518016	digital 0.0571336453804	test 0.051743687854	auflösung 0.0309767819748	zoll 0.0232349322159	objektiv 0.0228283292619	analog 0.0201273780707	monitor 0.0184507929958	video 0.018348440002	display 0.0146941503992	fernseher 0.0135173084834	sensor 0.0131740590075	bild 0.0125062988551	groß 0.0101414213774	bildschirm 0.0100604178792	adapter 0.0098842784918	optisch 0.00893824816565	format 0.00824446001934	bildqualität 0.0080750127734	ghz 0.0073099604482	sucher 0.00707007934876	plasma 0.00664847093507	klein 0.0064220310553	hoch 0.006360971875	beamer 0.00609249510332
topic71	straße 0.0616700459322	weg 0.0414624012371	richtung 0.037599658871	gehen 0.0283125435611	fahren 0.02707901101	führen 0.0162044221809	brücke 0.0150213256676	kurz 0.0149160592394	strecke 0.0148027313793	meter 0.0134974467192	parkplatz 0.0121020369143	kommen 0.0121001847511	erreichen 0.0120128910502	fahrrad 0.0119173327269	folgen 0.0110011382083	kilometer 0.0107183115855	weit 0.00897134539896	direkt 0.00880239409708	stehen 0.00850772741586	nah 0.00724182232047	befinden 0.00721838290947	fahrt 0.00716898852232	autobahn 0.00701608739391	route 0.0067369356762	ort 0.00606378020131
