topic0	bett 0.100058856879	schlafen 0.0923069672002	ruhe 0.0602465872641	nacht 0.0372001159224	schlaf 0.03333987657	müde 0.0310142498956	gehen 0.0278442308282	tag 0.0264900110146	wach 0.0234875767985	liegen 0.0218075256723	zeit 0.0203830926352	aufstehen 0.0184930443816	anstrengend 0.0160589608582	ruhig 0.0132679003693	couch 0.0130350542358	stunde 0.0127428562927	machen 0.0127281454125	gut 0.0126800156207	morgen 0.0118020413706	alptraum 0.0117054067959	abend 0.0115950985782	früh 0.0113036832205	einschlafen 0.0111259196861	legen 0.0110835397802	aufwachen 0.0101826988442
topic40	ausgebildet 0.0977980488199	absolvent 0.0877088239835	obligatorisch 0.0743134328229	modisch 0.0652079929577	berufsleben 0.0641109635175	look 0.0608691333745	coach 0.0531418852009	bereitstellung 0.0495771156375	anstreben 0.0449776861914	rollenspiel 0.0357633238531	berufsbildung 0.0272551344662	kleiden 0.0264657579942	fachgruppe 0.0246272057243	bluse 0.0217266203444	berufsverband 0.0184969356523	berufsstand 0.0167042061928	tertiär 0.0143425604512	chic 0.0139442517617	wissenstransfer 0.0137661921795	fachvortrag 0.0135621521246	atypisch 0.0134830410938	mediator 0.0131659702149	bundesinstitut 0.0131203627241	projektteam 0.0126029413549	erwerbstätige 0.0122912201317
topic41	dokument 0.348724259461	archiv 0.232217531618	akademie 0.14537706569	verteilt 0.0342684237316	geschäftlich 0.0328235193696	erschließung 0.0321454335279	biografie 0.0284042784532	erreichbarkeit 0.0240370807185	ausgestellt 0.0218043956728	geografisch 0.0177267073585	kulturhistorisch 0.00995663610336	anmeldeschluss 0.00987042148543	biografisch 0.00689289067069	verdrängt 0.00661891921987	forschungsstelle 0.0061127539518	anweisen 0.00590690120244	weit 0.00575035196981	galler 0.00550982262328	residieren 0.00448161756676	ahnentafel 0.0037151581874	verlorene 0.00294543217046	entsandt 0.00231941185736	echolot 0.00208938476673	rollmaterial 0.00206825850349	abweichende 0.00175138622166
topic42	traum 0.298356890369	reisen 0.176067539412	tauchen 0.153213179204	anreise 0.0570188257469	verwirklichen 0.0468336828838	verpflegung 0.0463264666623	anreisen 0.0306370178742	gastfamilie 0.0293656775473	farm 0.0250928158659	sprachkurs 0.024098984331	abreise 0.0232965681056	sprachschule 0.0181015908537	englischkenntnis 0.0112347242203	auswanderer 0.0104886783819	schlüsselrolle 0.00899342079288	vollpension 0.00531747156005	unterkunft 0.00508688624128	prärie 0.00484836219566	kilometerweit 0.00326745715879	spieltrieb 0.00319328925238	eingewöhnen 0.00314179401317	pauken 0.00254303622674	dosenöffner 0.00251900631223	intensivkurs 0.0024677235593	durchzogen 0.00220227453193
topic43	heizung 0.155048203311	schwimmbad 0.105152617441	staubsauger 0.0954422004633	notieren 0.0804906096417	halo 0.076573983975	schwimmer 0.0496069340743	kolben 0.041696574184	chief 0.0329690531463	wasserfläche 0.0279814685858	klappern 0.0212524758967	sensei 0.0203535570691	weihnachtstag 0.0192728690381	kanister 0.0185982725518	dreiteilig 0.0185363803641	karate 0.0179379543753	gestreift 0.0174662026961	schlendern 0.0173995155312	kellerraum 0.0165873624732	heimweg 0.0165439878278	bademeister 0.0150427440238	hydraulik 0.0137883540854	ford 0.0125454615945	qualitätsmerkmal 0.011679535189	badegast 0.0115734626162	leistungssportler 0.0111395815215
topic44	fahrer 0.266695962106	automobil 0.0580591520566	innenraum 0.0506290473094	lenkrad 0.0453400783001	scheinwerfer 0.0365706737913	aussteigen 0.0311477662638	serienmäßig 0.0308356210822	insasse 0.0221171404033	bremse 0.0219134410001	käuflich 0.0217089755236	kurve 0.020788160482	lenkung 0.0173388851599	motorhaube 0.0149058051021	fahrweise 0.0142649357265	gefahren 0.0137081876703	flex 0.013389683369	hinterachse 0.0132736605788	beule 0.0129735271004	münster 0.012429711267	kartenmaterial 0.0123821686143	bedarfsfall 0.0121932720518	mittelklasse 0.0117424088664	ausschneiden 0.0115157367379	navigationssystem 0.0115007663017	schärfen 0.0103929157634
topic45	tanzen 0.184733137152	tanz 0.15862119622	anfänger 0.133597545454	halt 0.0630816738038	durchgehend 0.0599880660111	starr 0.0408692259646	tänzer 0.0390367919757	strumpfhose 0.0386673042582	koordination 0.0275886897758	fortgeschrittene 0.0265496645915	geteilt 0.0231872408234	sohle 0.0223551790631	stet 0.0162976632372	ballett 0.0162695382752	choreographie 0.0118723175488	musikunterricht 0.0111657201995	ärmlich 0.0107125392396	schuhwerk 0.0101922227361	mitfeiern 0.00972908061218	lernerfolg 0.0094011556579	spaß 0.00936643793348	tanzschule 0.00916140121034	trainiert 0.00912656184462	eintauschen 0.00846346676449	hinterteil 0.00772173285945
topic46	wochenende 0.475822664796	verletzung 0.0867168761517	eintreffen 0.0463214751631	stillstand 0.0326557746506	freitagabend 0.0280957847573	rundschau 0.0256392477045	radius 0.023706070487	optimum 0.0204698016068	ruhrgebiet 0.0204658892598	verspielt 0.0199064509425	vergangen 0.0182919180403	mittwochabend 0.0174466599288	abwehrspieler 0.0153040672032	dienstagabend 0.0143072114162	sonntagnachmittag 0.0119016494759	griffig 0.011805605981	montagabend 0.0096531940405	überprüft 0.00960096626239	libero 0.00875276072907	montagmorgen 0.00840027331889	minutenlang 0.00791701802221	mitleidenschaft 0.00788805023525	alterung 0.00779318596881	anschlussstelle 0.00702875829804	nachlässigkeit 0.00621113640133
topic47	gemeinschaft 0.188065671525	weib 0.0472246004011	andere 0.0468889514175	zeugen 0.0439087437138	mantel 0.0413085864682	beschneidung 0.0380869286949	selig 0.0338342045883	nahen 0.0274584950345	eifer 0.0256369751654	wahrhaftig 0.0228411030485	abendmahl 0.0213378411228	hold 0.0202695795838	gesandt 0.0200897942496	gospel 0.019064015472	zierlich 0.018125631276	harren 0.0173798631962	wiederkommen 0.0160176952802	besteigen 0.0154665148209	buckel 0.0144243467901	gebären 0.0141916232349	joch 0.012850625451	mahl 0.0126369327307	busen 0.0122859094538	weissagung 0.0119284872049	rastatter 0.0110627954397
topic48	anlage 0.53636871941	konzern 0.0706861616419	klimaschutz 0.0571879514545	emission 0.0484363170675	abnahme 0.0339806381484	regenerativ 0.0245052348811	verringerung 0.0217166986927	atomausstieg 0.0175121880834	turbine 0.0169400127904	wall 0.0167937765669	auftrieb 0.0167367315664	körpergröße 0.0164995215847	energieeinsparung 0.0132359298647	senke 0.0124557189833	abfluss 0.0124437845616	auslaufend 0.00960655180375	lagerstätte 0.00852890508871	kostenfaktor 0.00807188063745	windgeschwindigkeit 0.00651180509125	umweltpolitisch 0.00593814706935	flöz 0.00400014437747	reduktion 0.00394460995836	betreiben 0.00366562869654	befindlich 0.00347455929818	untergrenze 0.00289262283334
topic49	zugang 0.330691879617	schwester 0.217740356294	institution 0.0864493130067	geprägt 0.0581595801549	ehren 0.0331388837505	symbolisieren 0.026617717966	erwachsenenbildung 0.0204703106483	sensibilität 0.0198041381833	verleger 0.0193290515469	laudatio 0.0181476932568	maxime 0.0151967721861	titelblatt 0.0145463406417	differenziert 0.0128001088063	saxophon 0.00982661510369	teen 0.00940138207515	genuin 0.00764074617737	dreimonatig 0.00760327557593	gros 0.0075949956252	vorangehend 0.00746857927185	ebenbild 0.00698986876765	flurname 0.00678818489546	nachwuchsförderung 0.00673232763616	aufhänger 0.00665496935133	scala 0.00592950248059	publiziert 0.00562179361384
topic50	einfluss 0.058042661298	zeigen 0.0438588214865	faktor 0.0422470644865	versuch 0.0356056222652	führen 0.0246231532156	weit 0.0202083321296	experiment 0.0179423890519	untersuchung 0.0150236026598	struktur 0.0120525405611	zurückführen 0.0105659557057	stark 0.0105358532476	groß 0.0101313203493	befund 0.0100626611665	erhöht 0.00977249334565	lassen 0.00964030747141	zusammenhang 0.00933447156856	gering 0.00933136988728	aktivität 0.00900347642692	untersucht 0.00876120250011	hinweis 0.00869318548357	reduktion 0.0083860403674	zunehmend 0.0080944272599	möglich 0.00808261315732	verschieden 0.0080462267333	ausmaß 0.0078590415392
topic51	werkstatt 0.14898310363	reparatur 0.113455944345	drucker 0.0770500529828	sparsam 0.0702929476989	halter 0.0543852206509	ersatzteil 0.053479498633	trommel 0.0377271981216	inspektion 0.0360623046266	spezial 0.0354623336603	kassette 0.030683059471	angebieten 0.0223095027417	neuwagen 0.0198130944828	energiesparend 0.0176712798077	fahrbar 0.017433458968	ablage 0.0171272961127	selbstbeteiligung 0.0144662143554	druck 0.0134846468075	preisempfehlung 0.0124762906786	ausbaufähig 0.0122038397851	platzbedarf 0.0113564987405	totalschaden 0.0101606321681	toner 0.00979754187823	briefumschlag 0.00920975796058	kaputt 0.00910548683386	mercedes 0.00840826963072
topic52	buch 0.492970782349	leser 0.0810020137211	autor 0.0570187695949	autorin 0.0312256048035	verlag 0.0223233360146	kapitel 0.0167503775301	ebook 0.012901732362	finden 0.0126426604401	seite 0.0105789505606	thriller 0.0104439508471	spannend 0.00983685141437	erst 0.00882129454552	beschreiben 0.00864224825447	leserin 0.0085065047369	verständlich 0.00800817368597	interessant 0.00785350030618	ausführlich 0.00703675777892	neu 0.00672833965261	ende 0.00538689881655	lese 0.00508933500739	kurz 0.00458755783106	krimi 0.00439580374029	leicht 0.00436668668843	inhalt 0.0043123879735	geben 0.00398689483955
topic53	suchmaschine 0.127428259027	webmaster 0.0673940861027	optimieren 0.0605123096506	seo 0.0563633828366	suchbegriff 0.050953529095	suchfunktion 0.0454051124213	suchergebnis 0.0285912276117	rücksprache 0.0272522179988	fachbegriff 0.0269608660503	unterseite 0.0261964923185	optimierung 0.026091307327	stammzelle 0.0232890911528	plazierung 0.0229169130655	eigen 0.0215765469988	wichtig 0.0214703895129	überbrücken 0.0212766795167	werbebanner 0.0150180428962	angeklickt 0.0144957530784	backlink 0.0137621067449	finden 0.0134952492296	embryonal 0.0121833504537	gut 0.0118111549182	domain 0.00905491211742	gesucht 0.00897126479973	position 0.0083124025945
topic54	urteil 0.0319924467109	fall 0.0249991774465	grund 0.0140139165462	weit 0.0131823867754	begründung 0.0120201992963	auffassung 0.0119383624463	lassen 0.010885140245	liegen 0.0102015135114	kommen 0.00960889515665	vorliegend 0.0096035157541	aktenzeichen 0.00954937045277	stellen 0.00952853003047	handeln 0.0093806752417	vorliegen 0.0093144026317	rechtsprechung 0.00931013559299	frage 0.00905998673079	umstand 0.00865180041593	bestehen 0.00820925213305	sachverhalt 0.00816188668336	berufung 0.00761436555671	konkret 0.00736687438067	entscheidung 0.00724322677404	stehen 0.00699815138088	führen 0.00691937666376	rechtlich 0.00644731225025
topic55	zahl 0.59536203828	rechnen 0.158118365839	summe 0.0428274068134	differenz 0.0405813476028	zählen 0.0332893805261	ziffer 0.0295635470609	division 0.0283454235574	dumme 0.0104425928926	ergeben 0.0074656347157	teilbar 0.00709753042164	steigen 0.00689423956083	addieren 0.00596712313541	rechtsbegriff 0.00345118912637	rest 0.00305443521561	stellig 0.00275314576274	quersumme 0.0023571862231	fäulnis 0.00180325981025	ganz 0.00147356097295	gleich 0.00144169188552	übrig 0.00128788535917	gelten 0.00124876345507	sechsfach 0.00121969855489	gescheite 0.00112154132868	reihe 0.00103863521449	menge 0.00103735635495
topic56	meter 0.390566974736	boot 0.180526324115	wind 0.131359817689	höhe 0.0257687097122	steg 0.0194680731824	hoch 0.0182491798242	lang 0.0169589841788	pack 0.0163220536375	taucher 0.0131703088212	boje 0.0106322178692	tauchgang 0.00983427730986	beladen 0.00773350394309	rumstehen 0.00757362548961	weiher 0.00734611450398	souvenir 0.00716006877742	tief 0.00659464392566	gewässer 0.00654918076911	länge 0.00638947303257	ruderboot 0.00590910051093	wendig 0.00578548942897	groß 0.00570051046234	frachter 0.00567830480172	stürmisch 0.00539784593673	breit 0.00510778712833	sonnenuntergang 0.00419313955237
topic57	tausend 0.11187764524	menschenrecht 0.111029323842	hundert 0.0730232050011	tödlich 0.0680071716903	unabhängigkeit 0.0655282468667	bevorstehend 0.0580040749509	regime 0.0511412683721	iranisch 0.0406071184176	aufarbeitung 0.032158652039	nachrichtenagentur 0.0320014121509	berufungsgericht 0.0309028598861	premierminister 0.0227132680121	menschlichkeit 0.0215904467778	schüren 0.0194157023427	zehntausend 0.0163313722504	menschenrechtsverletzung 0.0162817517926	presseerklärung 0.0145728657692	versöhnung 0.0145588224288	distrikt 0.01159617802	flüchtlingslager 0.0109649484763	unabhängig 0.0107513445319	unruhe 0.0103823307292	unbeeindruckt 0.0101756762027	stör 0.00985318117659	miliz 0.00980741006144
topic58	präsident 0.317566932398	pdf 0.14360267714	überraschend 0.112352975789	abschied 0.0579306944761	rücktritt 0.0440054548232	betreut 0.0412256571012	organisatorisch 0.0402225612289	stütze 0.0396267061311	komitee 0.0331643217187	beständig 0.0313887254445	zweifellos 0.030910726244	disc 0.0239520551811	heimatstadt 0.0157644752945	manual 0.0148084085202	ernennen 0.011815039722	vorsitz 0.0100833858286	maurer 0.0100365789224	militärdienst 0.00705556389104	ehrenvoll 0.00540382838257	amtsperiode 0.00466205703805	andeutungsweise 0.00312718296435	übernehmen 0.00020480169718	äußern 1.92420428715e-05	stehen 1.40036698304e-05	fortsetzen 1.33055633628e-05
topic59	quer 0.131717473178	supermarkt 0.106100635009	funktionierend 0.092416723206	spinne 0.057471990766	wiederfinden 0.0539267540584	schütteln 0.0439431431609	halloween 0.0387320957918	eiskalt 0.0383455142524	gruselig 0.0349894622353	laterne 0.0317316540886	gefällig 0.0310206495733	herankommen 0.0298263705214	erdbeere 0.0280269386812	gelinkt 0.0273546776707	kürbis 0.0261931925234	gutmütig 0.0242352204818	händchen 0.0241938760581	augenscheinlich 0.0198726924825	unverhofft 0.0187728813466	kommentarlos 0.0164647478771	schocken 0.0158047422806	schlimmste 0.0157170148848	sinnfrei 0.015569175078	gimmick 0.014734194513	schwammig 0.0145700912372
topic60	gültig 0.298976392042	maske 0.143811828371	stick 0.108202365458	jacke 0.0923173117138	ungültig 0.0498478203378	belegung 0.0395657274554	einstecken 0.0391818392794	stoß 0.0241747593459	ausrufezeichen 0.0213074226351	fechten 0.0209165517942	henker 0.0197734810286	sticken 0.0170198171809	deinstalliert 0.0166621478115	hieb 0.0151821692593	entschlossenheit 0.0122144272126	meisterstück 0.0121079179221	athletisch 0.00853983505382	verletzungsrisiko 0.00693005236161	spielbrett 0.00555864675211	brustbereich 0.00527360535797	unaufmerksamkeit 0.00526337447206	ausgelesen 0.00483615303793	sportmedizinisch 0.0042954401614	freizeitsport 0.00410197946498	sportgeschichte 0.00349132748148
topic61	ehe 0.173604185306	ehegatte 0.0722023858702	elternteil 0.0556886938183	unterhalt 0.0553132884631	scheidung 0.0443515366743	humorvoll 0.0364469508106	gemeinsam 0.0356293925091	leiblich 0.0336111243058	mainzer 0.0335030943233	zeitaufwand 0.0248326237514	sauerland 0.0245884698933	kurfürst 0.0225828487626	lebensunterhalt 0.0212832861387	trennung 0.0212345816783	gnom 0.0200677578549	ehelich 0.0170647252208	geschieden 0.0156679957298	leben 0.0153549141466	examen 0.0147013421844	magister 0.0138163253789	unterhaltsanspruch 0.0131090241644	arbeitsort 0.0123764117574	lebensgemeinschaft 0.0118939045046	erwerbstätigkeit 0.0108074598952	einprägsam 0.0107160675561
topic62	pädagogisch 0.15135621594	anker 0.0927144792499	psychologisch 0.073462546713	psychologie 0.0685036231827	lehren 0.0624126790715	anschaulich 0.0547714944406	fundament 0.0485193785176	pädagogik 0.0457186269226	pädagoge 0.0343087433921	didaktisch 0.0312794602834	taschenbuch 0.0282993973307	erziehung 0.0269759160562	schulklasse 0.0213734481491	kooperativ 0.0209254851267	detaillieren 0.0203161913118	beschreiten 0.0135535899935	didaktik 0.0134033938812	sozialwissenschaftlich 0.013254551484	schwergewicht 0.0127027903915	herbstferien 0.0124549043373	erziehungswissenschaft 0.0120182192552	geisteswissenschaft 0.00977840326987	referendar 0.00828970860295	praxiserfahrung 0.00758343031624	passivität 0.00732345411091
topic63	award 0.188181738213	wüste 0.143925198855	erotisch 0.0833452341381	rippe 0.0471796874132	entzünden 0.0395601626226	pharao 0.0352916794018	ägypter 0.0340494779937	veteran 0.0252698000247	laufrad 0.0245238633186	untermalung 0.0228689503565	plage 0.0226358992427	verschärft 0.0224710064537	steppe 0.0196724700048	inszeniert 0.0173663596092	sturmgewehr 0.0167250077064	simuliert 0.0131550788175	dreimalig 0.0131279560642	israelit 0.0128697187423	entzückend 0.0128033791127	kühle 0.0124034936502	verlagshaus 0.011872329762	beinchen 0.011553031215	recken 0.0111077523886	nebensächlich 0.0105080461537	zubringen 0.0103601371288
topic64	ehepartner 0.0408081333906	formulierung 0.0362776290194	gesetzentwurf 0.0337580968937	vorteilhaft 0.0283810805556	erblasser 0.027253756473	persönlichkeitsrecht 0.0253593805099	entwerfen 0.0239784192677	wohnungseigentümer 0.0221189989019	cousin 0.0211574633028	scheidung 0.0195205366382	sorgerecht 0.0190857916423	gebrauchsmuster 0.0169728248043	todesfall 0.0157336940954	zensur 0.0155586299146	unkonventionell 0.0152681507709	eingebracht 0.01433787927	unüblich 0.0141122997229	umschreibung 0.0140774188759	sorgen 0.0125494857737	versorgungsausgleich 0.012265985897	ungereimtheit 0.0115051923923	entsprechend 0.00977799000401	geschmacksmuster 0.00948588292777	songtext 0.00891690426812	sorge 0.00873092492062
topic65	gesund 0.220552111602	ernährung 0.116304392443	board 0.0717019260281	vitamin 0.0632901586077	diabetes 0.0377255996557	wichtig 0.0308785003832	ausgewogen 0.0276008282031	täglich 0.0226571508696	stoffwechsel 0.0187209483548	nahrungsmittel 0.0159160480613	kalorie 0.0154769653349	ftp 0.0148318600375	diabetiker 0.0140178970499	eiweiß 0.0134226454448	nährstoff 0.0129771900357	fettsäure 0.0123898107237	verdauung 0.0103013775119	webspace 0.00986249133219	lebensmittel 0.00941668119674	verzehren 0.00898807586358	achten 0.00808893053719	vollwertig 0.00780831084643	kalzium 0.00722695538966	regelmäßig 0.00704545181787	snack 0.00702752088468
topic66	hoffnung 0.445270939787	kerze 0.120301379402	miteinander 0.0818880471825	münchener 0.0507146136643	podiumsdiskussion 0.0473583984719	lernprozess 0.0401123290976	klassenraum 0.0378759753594	kirchentag 0.0352729111898	busfahrt 0.0215268394857	reisebus 0.0156348332185	lagerraum 0.0102857481382	provokant 0.00980913053576	antiquariat 0.00968694664906	waise 0.00957266947889	oberlehrer 0.00871708022081	ausgetreten 0.00851009702216	mitbenutzung 0.00730977828507	leitwort 0.00562316159409	polstermöbel 0.00523350129892	farbbild 0.00520818420902	programmänderung 0.00500933657079	heuristik 0.00456985777704	theorem 0.00286805134641	vertan 0.00258620405899	kupferplatte 0.00245080623247
topic67	rezept 0.123398629972	zutaten 0.0615514487068	folie 0.0572157240923	scharf 0.053850325788	topf 0.0532140666697	messer 0.0410667186605	glatt 0.0387578023717	hitze 0.0334413161238	pfanne 0.0332737222568	hacken 0.0313686966892	schälen 0.029501152063	schüssel 0.0255272645072	abkühlen 0.0194224522882	sieb 0.0165133246799	lecker 0.0161088397763	wickeln 0.0159797511365	stückchen 0.014845903518	ballon 0.0144098568287	hirsch 0.0134257600827	würfeln 0.0134145080349	sorgsam 0.0121530843169	anbraten 0.0120317514077	herd 0.0102884604161	ganze 0.010175265507	einfach 0.0100811631945
