topic0	frau 0.265286647808	mann 0.122120015916	mutter 0.0219431625578	tochter 0.0188717313176	männlich 0.0183892196825	weiblich 0.0152737269302	jung 0.0136912557694	vater 0.0116644559943	ehe 0.011466601439	partner 0.0109419878956	paar 0.00999875781504	geschlecht 0.00968632991511	hochzeit 0.00963446080174	schwester 0.00798204770617	beziehung 0.00780456792763	heiraten 0.00687088118227	familie 0.00673151684137	freundin 0.00628056060558	sohn 0.00596677693482	schwanger 0.00595164710278	ehemann 0.00511843833502	kind 0.00482888560324	leben 0.00433905229206	verheiratet 0.00431622485507	haus 0.00391157382512
topic172	tragen 0.0601178950357	schuh 0.0466953492974	mode 0.029559653721	kleidung 0.0294988605157	tasche 0.022104462819	staubsaugerbeutel 0.020316788541	hose 0.0178537214574	kleid 0.017684532516	schmuck 0.0149463983457	model 0.0139320686782	jacke 0.0121534312276	shirt 0.0108591519219	geben 0.010558429717	sexy 0.010530106196	modisch 0.0104006579674	anziehen 0.0102918352541	bikini 0.00983454218391	stoff 0.00930583219311	outfit 0.00929992203157	strumpfhose 0.00918886484357	größe 0.00917840154862	sommer 0.00913947478901	passend 0.00896012448344	anzug 0.00884516574737	kette 0.00862988893362
topic173	rot 0.101798952601	schwarz 0.0956036232547	farbe 0.0886579327413	weiß 0.0848211045943	blau 0.0616435323066	grün 0.0555823866713	gelb 0.0386030451814	dunkel 0.024540050564	grau 0.0217477523944	hell 0.0206589229155	braun 0.0158745484547	wissen 0.00876692903164	bunt 0.00874907191572	orange 0.00840705725114	hörspiel 0.00654181085237	licht 0.00608442425421	auge 0.00589407132678	farbig 0.00543276154891	flecken 0.00542480933722	schnur 0.00520288779014	silbern 0.00457278848596	streifen 0.00455416258064	erkennen 0.00415417473319	farblich 0.00412161527116	leuchtend 0.00408213181439
topic174	tag 0.0460469302299	gehen 0.0327588443247	kommen 0.0245158807064	zeit 0.0192304509287	stunde 0.0186477150621	gut 0.0169629913481	woche 0.0169167970998	erst 0.0165012451498	machen 0.0150242986998	nah 0.0137391517767	letzt 0.0124955412672	kurz 0.0108415241975	lang 0.00963701718849	geben 0.00957312959413	schnell 0.00915208434198	schön 0.00900593542937	spät 0.00896520116315	klein 0.00889924435904	fahren 0.00784911904352	nacht 0.00755675005097	haus 0.00725106112012	bekommen 0.00721833975604	ganz 0.00671939540978	abend 0.00655919331602	sehen 0.00646162717917
topic175	mädchen 0.134051796441	junge 0.0737172781669	sex 0.0356384749113	gewalt 0.0246539828132	sexuell 0.0130947780297	jung 0.0125338439948	nackt 0.0115040150447	lust 0.0102068968283	muslimisch 0.00977307093174	erotisch 0.00947503285031	predigen 0.00931373280498	penis 0.00887296966022	tabu 0.00804787920662	kondom 0.00706669949803	braut 0.00656879692374	orgasmus 0.0061345680439	minderjährig 0.00613278168933	religionsunterricht 0.00604020104824	girl 0.00563064802799	jungs 0.00551756184884	knabe 0.00540571530368	teenager 0.00540558965283	mitschüler 0.00524065932656	bluten 0.00519900339125	jugend 0.00485479185833
topic176	schweinfurt 0.0340758078649	bande 0.0314703382622	killer 0.0194316347457	rebell 0.0178920055377	flugblatt 0.0163895585976	kirchentag 0.0160016576647	pommes 0.0149946086066	manifest 0.0145239585783	erfurter 0.0133094372285	pakt 0.0127025576455	mafia 0.0122487970508	stufen 0.0120518745128	schlosspark 0.0105735374025	eckpunkt 0.00986671600642	formieren 0.00939672135166	austritt 0.0092112414394	regensburger 0.00919100445432	interessengemeinschaft 0.00910623828713	zusammenhalten 0.00904748882827	isländer 0.00886437767424	staatspräsident 0.00886342266918	geber 0.00885954787453	statut 0.00879507063296	instruktion 0.00872903712711	sterbend 0.00833883572493
topic177	universität 0.0361802870856	wissenschaftlich 0.0338488897769	forschung 0.0271849686386	institut 0.0258931318036	wissenschaft 0.0252771780023	professor 0.0142264141254	neu 0.0141635623146	studie 0.0129703068788	arbeit 0.012066446798	wissenschaftler 0.0116176847461	fakultät 0.0093948809996	entwicklung 0.00860195212661	beitrag 0.0082892582705	philosophie 0.00771944793471	untersuchung 0.00750662933158	akademie 0.00738173517784	gesellschaft 0.00735182268896	methode 0.00659448151552	theorie 0.00535368930393	forscher 0.00526708878991	grundlage 0.00519008347473	analyse 0.00500983719578	praxis 0.0048745496812	publikation 0.00476483966524	zentrum 0.00465413235445
topic178	park 0.139776791465	dach 0.0439590505744	stockwerk 0.0196507769477	matrix 0.018066633782	beton 0.0168033324047	thai 0.0147929785065	elefant 0.0139480359199	ganzjährig 0.0137893123062	projektmanagement 0.0123966673138	thailändisch 0.0122766346636	stroh 0.0120623568442	zentrum 0.0114539803537	idyllisch 0.0111887123328	palme 0.0108922079451	dachboden 0.00988981667057	lehm 0.00963307998489	gehminute 0.00955785692436	geschwungen 0.00817994386062	badewanne 0.00805041061088	interieur 0.00798408031126	asiatisch 0.00795435031557	offerieren 0.00758193496887	denkmalgeschützt 0.00718500921884	treppenhaus 0.00714338665536	hochdeutsch 0.0068012115929
topic179	klasse 0.240211269536	jahrgang 0.0328976560336	tschechisch 0.0281964164068	stempel 0.0212116704035	siegel 0.0158047811289	bootshaus 0.0136604267402	urkunde 0.0135252260143	skigebiet 0.0129323269428	aula 0.012460440081	kollegium 0.0114743218598	unterrichtsstunde 0.0102049620254	prager 0.00969786289202	lift 0.00936645784219	turnhalle 0.00917261740714	pfarrerin 0.00831766007309	ehrenmitglied 0.007560653902	stundenplan 0.00714456662316	sportunterricht 0.00666970053974	schultag 0.00665620456046	jubilar 0.00649789081481	spielgerät 0.00542794517746	tscheche 0.0052437203721	einkehr 0.00515762194622	tagestour 0.00511231797871	lernende 0.00511026222852
topic180	kind 0.328742817397	eltern 0.0707685334967	familie 0.0351052578259	mutter 0.0323642839198	jugendliche 0.0233755933998	erwachsene 0.0183884502706	kindergarten 0.014759714208	vater 0.0136703715202	baby 0.0125687266629	klein 0.00994843454746	geburt 0.00903015454291	jahr 0.00750518591892	alter 0.00680076837301	schule 0.00668030930927	geben 0.00646991350391	gemeinsam 0.00598943600181	erziehung 0.00587812911176	kleine 0.00490645560883	kid 0.00441127980545	mama 0.00431854890324	eigen 0.00421143906396	tochter 0.0039446599223	sohn 0.00373706718748	jung 0.0035107963929	pädagogisch 0.00342662269136
topic181	titel 0.0839188926727	netz 0.0575629348471	verbindung 0.0505808402628	player 0.0488232613886	internet 0.0443831231245	verfasst 0.0335337274527	dsl 0.031057864822	set 0.0306567545612	port 0.0279029521551	router 0.026456687663	stick 0.0240193991817	brille 0.0231814895394	leitung 0.0203690739197	laptop 0.0169829189211	roboter 0.0168288580631	modem 0.0163379926613	anschluss 0.0153817271631	bios 0.0125911064792	techniker 0.0114416214273	www 0.0109483441284	kopfhörer 0.0108765260874	switch 0.0107177872101	hotline 0.0101528373207	food 0.00987749819391	mikrofon 0.00981990651126
topic182	einrichtung 0.0627640766628	pflege 0.0517200576516	angehörige 0.0290296560832	senior 0.0252815837339	betreuung 0.0244851024201	versorgung 0.0233389946	alt 0.0187991770009	träger 0.018348993164	krankenhaus 0.0178201777522	bewohner 0.016667168902	heim 0.014634099219	ambulant 0.0115075662769	diakonie 0.0107819207138	stationär 0.0106255734444	mensch 0.00981579278939	kranke 0.00970333934907	dienst 0.00867449004802	wohnen 0.0086666253921	pflegeheim 0.00798513906098	haus 0.00797389093841	häuslich 0.00776214679451	frei 0.00769701069847	hilfe 0.00725211070785	altenheim 0.0067119906679	angebot 0.00661844552248
topic183	studio 0.0965092660659	beat 0.0289206033834	hip 0.0277256715923	tower 0.0273148868171	alpha 0.0262376036048	track 0.0240242726084	schwangre 0.0238065039177	hausmeister 0.0198924918339	hallen 0.0197854622537	geschäftsführend 0.0176709269824	kreative 0.0171091720199	karotte 0.0163531106069	riegel 0.0159090755733	rap 0.015545935498	kriminalroman 0.0152487861231	feldzug 0.0151923628719	symbiose 0.0148745964224	flow 0.014258776904	effektivität 0.013866163061	südwest 0.0136632733913	output 0.0134285113457	kulturwissenschaft 0.0117301641111	desolat 0.0116140204472	privileg 0.010293895304	ungeboren 0.0100874625411
topic184	doktor 0.165940208181	professor 0.0592794480277	deutsch 0.0186199727668	hessisch 0.0125395549203	leiter 0.0120322159426	sächsisch 0.0117568423849	ministerium 0.010919884984	land 0.0106590935813	landesregierung 0.0105938184197	neu 0.0103137744446	bundesland 0.00978165637852	sagen 0.00875052829112	jahr 0.00844038146124	niedersächsisch 0.00841963262243	betonen 0.00841161164024	erklären 0.00729423383814	direktor 0.00700379799056	präsident 0.00617477218847	minister 0.00615824315115	vertreter 0.00597194535557	bund 0.00585108290304	wirtschaft 0.00578387159418	vorsitzende 0.00524851335891	oberbürgermeister 0.00524388755262	kommunal 0.00462760358255
topic185	jahrhundert 0.0472164940471	zeit 0.0202852041299	stadt 0.0189229951485	geschichte 0.0156893272318	erst 0.011962596972	könig 0.011933483739	historisch 0.00992694038291	alt 0.00954924854474	spät 0.00935957940544	burg 0.00883204109125	reich 0.00881639010258	römisch 0.00866043049633	groß 0.00824226980247	früh 0.00797610846352	kloster 0.00785106573993	mittelalter 0.00753684364961	heutig 0.00747759395747	griechisch 0.00607932222651	kaiser 0.00559479015771	erhalten 0.00548320669688	mittelalterlich 0.00516243596059	teil 0.00501533877428	gehören 0.00501384483224	lassen 0.00499966826314	antik 0.00495091648686
topic186	tier 0.10762929237	groß 0.0149670234531	welpe 0.0137982094035	leben 0.0130035972816	klein 0.0127882963493	futter 0.012764420509	schwein 0.0112921739206	fressen 0.011064226641	hündin 0.0100862875294	maus 0.00990373234255	kuh 0.00972044962002	mensch 0.0085416409554	schaf 0.00819583599287	zoo 0.00815356989206	huhn 0.00773719346942	geben 0.00767614411026	haltung 0.00760405758404	jäger 0.00741179871009	halten 0.00740282367333	kaninchen 0.00714094179136	weibchen 0.00668131084648	art 0.00633260614254	käfig 0.00622578584874	füttern 0.00559432303358	finden 0.00552769912557
topic187	deutsch 0.340723523489	englisch 0.0783359107292	sprache 0.0753816945671	wort 0.0367308921369	deutsche 0.0357894200751	französisch 0.0346079756203	sprechen 0.021971225229	spanisch 0.0216944165683	übersetzung 0.0188192943949	italienisch 0.0152400219582	übersetzen 0.00971608976996	übersetzer 0.00649342290468	wörterbuch 0.00559504371757	englische 0.00540775223269	latein 0.00519413215375	sprachlich 0.00505366602981	grammatik 0.00481691951572	franzose 0.00441213072409	deutschsprachig 0.00436804653563	casino 0.00423806238915	satz 0.00401596773979	englischsprachig 0.00385889110363	fsk 0.00377577919043	fremdsprache 0.00353524106599	sprachkurs 0.00349928211529
topic188	gesetz 0.0245368359989	regelung 0.0194685744096	neu 0.0124845533726	änderung 0.0120108787966	recht 0.0113143409817	gesetzlich 0.0102373470414	bund 0.00896341537595	gelten 0.00769449741707	gesetzgeber 0.00673343261684	richtlinie 0.00620867592361	einführung 0.00595023017538	künftig 0.00570891184498	kraft 0.00570288803395	einheitlich 0.00554732287804	rechtlich 0.00528476739823	gesellschaft 0.00510470377161	bisherig 0.00509872850979	entwurf 0.00474622428891	bestehend 0.00461596748899	wirtschaftlich 0.00452316615071	mitgliedstaat 0.00444231028096	grundlage 0.00439970314238	öffentlich 0.0043303579593	rahmen 0.00414532776686	bleiben 0.00409186165048
topic189	kunde 0.0302224329014	vertrag 0.027071430627	rechnung 0.0146254511386	gelten 0.0131307392276	zahlung 0.0101279936116	erfolgen 0.0100901461979	schaden 0.0096360254446	schriftlich 0.00820318824315	leistung 0.00809371709972	fall 0.00754658469192	anspruch 0.00738663498286	auftraggeber 0.00711329741435	bleiben 0.00635329579433	kosten 0.00634497378275	auftrag 0.00623689931101	tag 0.00595467357864	vereinbarung 0.00583671669817	vereinbart 0.00575921072753	recht 0.00574030414256	ablauf 0.00557989453951	erhalten 0.00552121997787	bestehen 0.00545136306461	mangel 0.00520002962983	frist 0.00509748517081	haftung 0.00496234390096
topic190	betrieb 0.136538606723	bayerisch 0.112484477575	münchner 0.0532043137222	handwerk 0.0344069795993	wiener 0.0241331440196	nürnberger 0.0188832676781	betrieblich 0.0135073431416	münchener 0.0133784223241	gastronomie 0.0124881898595	fränkisch 0.0123127478354	freistaat 0.0113849227097	hauptversammlung 0.0102787273697	brandschutz 0.00970315762535	kennzahl 0.0097010865557	unternehmensberatung 0.00877155897385	bayer 0.0086698266809	würzburger 0.00840174549539	arbeitsschutz 0.00748979330386	beschäftigte 0.00748259174129	augsburger 0.00698172147712	verkehrsgewerkschaft 0.00658741914082	didaktik 0.00620271185413	biogasanlage 0.00615005746818	gelistet 0.00614959989608	grundkenntnis 0.00600907350403
topic191	haus 0.0703079938968	wohnung 0.0486506175876	wohnen 0.02432282747	grundstück 0.0237331084302	mieter 0.0214366008405	vermieter 0.0143674676908	immobilie 0.0140432019508	gebäude 0.012253665961	eigentümer 0.0116287625203	neu 0.0109384251385	quadratmeter 0.0108774368474	sanierung 0.00983882004674	miete 0.00846399267881	bauen 0.00786341653568	bezirk 0.00765540647892	objekt 0.00720986168566	raum 0.00718560483631	nachbar 0.00698153258456	bewohner 0.00685889190961	fläche 0.00594395132163	neubau 0.0054836397066	büro 0.00544349995378	fenster 0.00527139907812	mietvertrag 0.0051643455113	anwohner 0.00515386162216
topic192	papier 0.0332922383237	holz 0.0270774643429	wand 0.0199389738378	fertig 0.0137436265305	folie 0.0134192346014	farbe 0.0133621217486	lassen 0.0109372558133	lack 0.00927656375088	dünn 0.00922377728242	platte 0.00900654860378	material 0.0089623814713	stift 0.00845788520845	dick 0.00782507420314	hand 0.0076650766425	badeanzug 0.00757543278196	aufkleber 0.00749252298865	muster 0.0071253014156	kleben 0.00702710000942	glatt 0.00700925286428	decke 0.00689255743793	schicht 0.00669898332935	klein 0.00653063691481	rückseite 0.00646637871608	pinsel 0.00646231962509	einfach 0.0064173487746
topic193	störung 0.0442881997151	ursache 0.0361447316592	psychisch 0.0338269486133	leiden 0.0311789837262	häufig 0.0273722810997	symptom 0.0252953420737	depression 0.0249040566788	auge 0.0244644257165	betroffene 0.0241141406112	erkrankung 0.0240388767904	beschwerde 0.0223872433193	chronisch 0.0142256443913	diagnose 0.0139608986434	körperlich 0.0139162617844	folge 0.0123025112994	stress 0.0118623823719	krankheit 0.0110570806671	schmerz 0.0107070440262	kopfschmerz 0.0105140076596	auftreten 0.00976704753391	erkrankt 0.00906489024983	kleinkind 0.00865312633769	betroffen 0.00854779519365	akut 0.00832975640463	auslöser 0.00743958386784
topic194	hund 0.183246432732	katze 0.0547902518139	züchter 0.0128540427524	rasse 0.0121695385119	leine 0.0110078667837	lassen 0.0102269457991	klein 0.0100972955275	gut 0.00996815559395	tierarzt 0.00986330115872	mensch 0.00964117562281	tierheim 0.00956357404269	zuhause 0.00865844264519	futter 0.00844962972735	kater 0.00783409928248	rüde 0.00779861164485	besitzer 0.00735902690309	verhalten 0.00707280392722	halter 0.0068131045566	haus 0.0066444035454	alt 0.00604763854698	suchen 0.00549419502698	bekommen 0.00548189819494	fell 0.00542580343037	lieb 0.00529057214009	frauchen 0.00492544767105
topic195	neu 0.0976399366387	markt 0.0323196233661	jahr 0.0208058018676	groß 0.0169947828458	unternehmen 0.0152237439772	produkt 0.0144874620982	erst 0.0135338054372	marke 0.0103758421933	deutsch 0.0095467573601	aktuell 0.00937924230422	weit 0.0092071356942	kunde 0.00913192322359	erfolgreich 0.00854392979282	entwicklung 0.00756492345895	zukunft 0.0074542694439	weltweit 0.00732725575091	setzen 0.00672566142279	innovativ 0.00576113661925	erfolg 0.00569139368116	trend 0.00563279231621	technologie 0.00540543373328	innovation 0.00537897494731	stellen 0.0051185956669	machen 0.00509010125899	gut 0.00493977125184
topic196	gut 0.029706517699	groß 0.0279300685233	lassen 0.0134866852911	freude 0.0133945417601	schön 0.0133648479784	voll 0.0131813586968	stimmung 0.0115461648366	toll 0.00883201908004	stolz 0.00838983491524	gelungen 0.00784733185728	hervorragend 0.00735445385273	abend 0.00728226825535	begeistert 0.007179510865	freundlich 0.00717395102227	sorgen 0.00714090580784	klein 0.00711011353155	besonder 0.00649806473681	spaß 0.00630833998831	begeisterung 0.00544098514045	wunderbar 0.00514599292082	eindruck 0.00499512370766	lob 0.00485816611732	herrlich 0.00482459581016	kurz 0.00481362483217	dank 0.004612155397
topic197	leben 0.0413144048926	mensch 0.0235026094699	liebe 0.011738899438	gefühl 0.0113777154287	freund 0.0107457632028	angst 0.00995296947796	zeit 0.00988499848974	wissen 0.00977562959069	machen 0.00962260852072	tun 0.009332316115	welt 0.00928774805508	fühlen 0.0092752391054	gehen 0.00843224716263	lassen 0.00782959720973	lieben 0.0072905714855	gut 0.00717852043223	denken 0.00677203548601	gedanke 0.00661551461264	einfach 0.0061669421028	sagen 0.00585685122517	eigen 0.00571223200289	erzählen 0.00560807788124	geschichte 0.00556078377919	traum 0.00546954406603	weg 0.0053515947972
topic198	hamburger 0.0889573198837	kölner 0.052050587179	hansestadt 0.0163525071809	weben 0.0124672248329	essener 0.00966308083706	parieren 0.0091002722146	vertriebene 0.00856317960152	verschlossen 0.00855172662328	sponsoring 0.00780564151571	erhofft 0.00744598036891	neuzugang 0.00721566700591	meistertitel 0.00695981381403	relaunch 0.00692092975239	erklären 0.00682525964067	komplettieren 0.00681965722364	bleiben 0.00649511640718	freie 0.0064892854241	abschlag 0.00636424440323	einstimmen 0.00633044607341	zuspiel 0.00628713607488	sollen 0.0062719933529	etat 0.00598847648025	holländer 0.00590087005624	blocken 0.00580885646855	schlepper 0.00569247975287
topic199	gerät 0.0647750594852	kabel 0.0167858593446	akku 0.0149900121318	display 0.0130791822035	kanal 0.0103628460916	signal 0.0102554486966	analog 0.00974772699958	taste 0.00857353485024	monitor 0.00797981402719	usb 0.00787009679471	sender 0.00751684450258	anschluss 0.00739628448363	funktionieren 0.00732895795274	fernseher 0.00731462287136	notebook 0.00713890175456	gehäuse 0.00711419921416	cpu 0.00650282902642	prozessor 0.00635476304244	extern 0.00618332247997	tastatur 0.00614668581128	digital 0.00614171785068	direkt 0.00596211156837	bildschirm 0.00570005955582	frequenz 0.00559688973942	speicher 0.00552813201576
