topic0	knallen 0.358314687133	move 0.179445133302	vermeidbar 0.142048562438	krähen 0.0724785779894	veranstaltungstermin 0.0449965811246	hardrock 0.0424434002469	lausig 0.0407662577773	schönheitschirurg 0.0317447592709	jagdgrund 0.0282156842357	bluesig 0.0249133560959	ohnegleichen 0.0153246942337	altenteil 0.0121628541168	rollin 0.00541923322978	lassen 3.91896033876e-08	liegen 1.73912509516e-08	deutlich 1.73512437898e-08	früh 1.73297600403e-08	kommen 1.73148576763e-08	einzig 1.73028444249e-08	alt 1.7282421764e-08	hart 1.7268456986e-08	egal 1.7265980681e-08	bleiben 1.72659694157e-08	gut 1.72652067697e-08	sehen 1.72649766254e-08
topic40	mail 0.429971836692	account 0.127030240988	einfach 0.0425258422289	geben 0.0422806616043	kommen 0.030297649414	neu 0.0267301153854	entsprechung 0.0204763985868	direkt 0.0204545255675	gehen 0.0201777129039	mailadresse 0.019951914543	weit 0.0188711979518	kurz 0.0168158681643	lassen 0.013176174606	finden 0.0123446678389	möglich 0.0110606123747	sehen 0.010946617847	stehen 0.0108492933358	posteingang 0.0106636939389	machen 0.0103632428483	zeit 0.00832367074503	gut 0.0069284462018	sicher 0.00690226284023	schnell 0.00587965475472	entsprechend 0.0053001394422	richtig 0.00486468927086
topic41	drohend 0.642084212058	schmerzmittel 0.223403709449	pinzette 0.0475040811889	bleichen 0.0403044925967	infektionsgefahr 0.0261866949266	fernsehapparat 0.0177811125663	vermeiden 0.000300225112984	auftreten 2.43761406939e-08	vorhanden 2.43749275845e-08	weit 2.43583947197e-08	hauptsächlich 2.43583250966e-08	tag 2.4357915216e-08	offen 2.43565203433e-08	gleich 2.43565051221e-08	stark 2.43564880631e-08	lang 2.4356485604e-08	groß 2.43564775821e-08	fühlen 2.43564747753e-08	wahrscheinlich 2.43564717648e-08	zeigen 2.43564608743e-08	lassen 2.43564417141e-08	gehören 2.43564341128e-08	möglich 2.43564300115e-08	zeit 2.43564291856e-08	erneut 2.43564281566e-08
topic42	institution 0.551227183384	hinblick 0.387947313765	entscheidende 0.0244453237269	genossenschaftlich 0.0189456126223	erzielend 0.00687357522124	jeweilig 0.00565640892085	weise 0.00244607990437	notwendig 0.000681071112131	verschieden 0.000637691649885	bestehen 0.000196537653555	bilden 0.000151207573323	bestimmt 0.000108052811364	gelten 9.61729145028e-05	wesentlich 7.91548053706e-05	finden 4.5151501161e-06	dienen 3.73303062397e-06	zweck 9.20722453309e-07	anspruch 4.62612450662e-07	weit 2.01763184934e-07	kommen 1.12064911101e-07	gehen 4.56970008665e-08	sehen 4.3017429807e-08	groß 3.03632566478e-08	eigen 2.34928970792e-08	geben 2.02795034234e-08
topic43	laptop 0.544175441615	lüfter 0.164175001751	hochfahren 0.0927663568729	lüftung 0.0688501955643	aufrollen 0.0324312206054	ruhezustand 0.0286725859396	energiesparmodus 0.0168660066783	toshiba 0.0156976672837	reichen 0.01109126217	scheibenwelt 0.0102722822012	kurz 0.0042242037466	registrierungsprozess 0.00289387237599	gehen 0.00185751110261	neu 0.00152285563723	gut 0.000541581934432	lassen 0.000493648172979	kommen 0.000455777448818	hoch 0.000455023068713	einfach 0.000454211727009	richtig 0.00037071526585	zeit 0.000239224052594	machen 0.000154304093982	bringen 0.000124672121193	angehen 4.97414755061e-05	voll 2.93240337689e-05
topic44	link 0.960048922684	textlink 0.00917254941479	geben 0.00883534705454	direkt 0.00601004555103	mitbestellen 0.00424260377364	sehen 0.00384477751684	einfach 0.00257772458861	finden 0.00148250355443	probeexemplar 0.000923550660487	spart 0.000740184770548	klein 0.000451794858253	gut 0.000372589550104	gehen 0.000239774394235	lassen 0.000212835889606	fallen 0.000151147543826	machen 0.000111152836932	zeit 0.000100066947965	bringen 9.95398148437e-05	einzig 5.73215165528e-05	gehören 2.9727529248e-05	versuchen 2.32508099945e-05	recht 2.01571999192e-05	groß 1.8443276292e-05	seite 1.79666626723e-05	bewegen 2.8203727742e-06
topic45	schauderhaft 0.69056995796	seitentrieb 0.240178270475	sehen 6.92531566924e-07	ganz 6.92531566311e-07	messer 6.92531566289e-07	beobachten 6.92531566284e-07	aussehen 6.92531566283e-07	kommen 6.92531566282e-07	sagen 6.92531566282e-07	tun 6.92531566281e-07	genau 6.92531566281e-07	beginnen 6.92531566281e-07	gut 6.92531566281e-07	erkennen 6.9253156628e-07	scharf 6.9253156628e-07	film 6.92531566279e-07	möglich 6.92531566279e-07	schön 6.92531566279e-07	wissen 6.92531566279e-07	einfach 6.92531566279e-07	machen 6.92531566278e-07	gehen 6.92531566278e-07	groß 6.92531566278e-07	schnell 6.92531566278e-07	wirklich 6.92531566278e-07
topic46	zoom 0.876487253258	windhauch 0.111467105873	gut 0.00466727936325	alt 7.64871675e-08	schlecht 7.59920623662e-08	bild 7.50440362436e-08	lang 7.4710864682e-08	machen 7.41125247911e-08	neu 7.38009599309e-08	geben 7.37876802067e-08	langsam 7.37872564629e-08	schnell 7.37866484117e-08	klein 7.37858389287e-08	eigen 7.37858207986e-08	kommen 7.37857689764e-08	teuer 7.37857617593e-08	liegen 7.37857555934e-08	weit 7.37857552823e-08	groß 7.37857550723e-08	scharf 7.37857546665e-08	toll 7.37857546038e-08	versuch 7.37857545681e-08	preis 7.37857545158e-08	heißen 7.37857544054e-08	hand 7.37857543723e-08
topic47	folge 0.85615739184	oma 0.0764324177332	stehlen 0.0309373086033	leerstehend 0.00812610676306	abgezockt 0.00644632197645	videofilm 0.00533622867495	schlusssatz 0.00303022798767	unken 0.00212910037746	goldgrab 0.00207811804262	mädchenschule 0.00183244645844	öden 0.00179964148669	abmontieren 0.00110653470214	unke 0.000991133784878	briefkastenfirma 0.000838658739849	internatsschule 0.000672678493115	erst 0.000643036356123	fallen 0.000572768916788	gehen 0.000217120458666	klugscheißerei 0.000190564727657	geben 6.74902379698e-05	finden 5.68416038638e-05	neu 4.52153531763e-05	zeit 4.44029471033e-05	gehören 3.2495751918e-05	alt 1.95722855152e-05
topic48	flexibel 0.584237481028	bieten 0.105273898903	einfach 0.044031519942	schnell 0.0393772729072	lassen 0.0290391265827	springend 0.0267929174484	allrounder 0.0266326089867	gut 0.0195252588041	sicher 0.0163115197208	sorgen 0.0156411141896	hoch 0.0155028216093	möglich 0.0139274499127	wasserabweisend 0.00962084273738	gleichzeitig 0.00823032924609	gehören 0.00726864112812	verschieden 0.00713338163609	machen 0.00701545078121	klein 0.00485646626822	setzen 0.00293130482412	richtig 0.00256311253711	erfolgreich 0.0023712910887	kurz 0.00211768011387	groß 0.00201270953454	weit 0.00171277457212	modern 0.0017095562582
topic49	muss 0.725994059967	bezirksklasse 0.0833115855153	mannschaftsführer 0.0397075297692	spielgemeinschaft 0.0372460253828	auswahlliste 0.0317086231761	weismachen 0.0214415340987	anzugeben 0.0210013507877	verlorengehen 0.0189574342741	kommentarfeld 0.015885813645	heimverein 0.00348163965637	ziehen 6.31592042948e-08	gleichzeitig 1.26483421407e-08	möglich 1.26481186359e-08	bestimmt 1.26454531554e-08	geben 1.26451846362e-08	stehen 1.26449161495e-08	kommen 1.26448744056e-08	offen 1.26448703834e-08	eigen 1.2644826394e-08	lassen 1.26448100938e-08	stelle 1.264480761e-08	mehrfach 1.26448018346e-08	fall 1.26447992064e-08	frage 1.2644798328e-08	häufig 1.26447975948e-08
topic50	japanisch 1e-05	schüler 1e-05	stadt 1e-05	schule 1e-05	jugendliche 1e-05	lernen 1e-05	visitenkarte 1e-05	geben 1e-05	traditionell 1e-05	jahr 1e-05	städtepartnerschaft 1e-05	gebrauch 1e-05	kilometer 1e-05	umfangreich 1e-05	reise 1e-05	hochziehen 1e-05	rock 1e-05	veröffentlichen 1e-05	donaueschinger 1e-05	partnerschaft 1e-05	vertraut 1e-05	stunde 1e-05	gleich 1e-05	entfernt 1e-05	erlebnis 1e-05
topic51	gewinner 0.672836505287	verlierer 0.189518117155	übergreifen 0.0444576471725	rappeln 0.0345161785327	anhängerschaft 0.0270395296047	erbeutet 0.0171187537852	entscheiden 0.00682437884766	erneut 0.00405216486614	zweit 0.00126538655386	treten 0.000962811692676	gehören 0.000121424303505	groß 6.8302055171e-05	gehen 6.50308266314e-05	gut 6.8346089844e-08	geben 3.57424367945e-08	stehen 3.01819381992e-08	klein 1.43290038407e-08	bestehen 1.24041466216e-08	herrschen 1.20037731743e-08	bestimmen 1.17652104845e-08	gelten 1.16841762934e-08	gleich 1.1626604671e-08	jahr 1.15894963969e-08	erst 1.15512812729e-08	mensch 1.15510113847e-08
topic52	verweisen 0.549647016511	aktualität 0.152683640341	implizieren 0.0487460310257	gelöscht 0.0446802359184	weisen 0.0393505548446	zeitweise 0.0280174682656	abrede 0.0265348439899	eigenmächtig 0.0258344279481	handelnde 0.0199090903814	rohmaterial 0.0183271253232	entsprechend 0.0134273316138	erwiesen 0.0118806298632	naturstoff 0.0106837971272	jeweilig 0.00460130105977	informationsmittel 0.00231602354287	deutsch 0.0020821227514	genannt 0.00046363097687	eigentlich 0.000131068007459	direkt 0.000115942522138	möglich 7.58415149129e-06	diskussion 4.07786395797e-07	bestehen 1.84051520435e-07	sinn 1.10266602029e-07	zeigen 7.07397020071e-08	fall 2.8392009287e-08
topic53	abrechnung 0.534321592327	einigkeit 0.177544868757	plz 0.110299303816	konsolidieren 0.0580154076884	ausgehandelt 0.0439466333112	mitgliedsunternehmen 0.0428884151728	überholung 0.0185307054201	bestehen 0.00803110945904	notwendig 0.00238523803783	weisen 0.00137983158239	direkt 0.00100685005359	entsprechend 1.16644609317e-07	setzen 3.68515296286e-08	wesentlich 3.02964715155e-08	genau 2.82495098808e-08	herrschen 2.34148990471e-08	regelmäßig 1.69037137836e-08	stehen 1.67097665198e-08	woche 1.66786844112e-08	gleichzeitig 1.65168497407e-08	zeit 1.6509832561e-08	grund 1.6506027565e-08	gehören 1.65026538489e-08	tatsächlich 1.6501190338e-08	täglich 1.65011408538e-08
topic54	besondere 0.662270545592	fasching 0.0718039554457	heimkehr 0.0546343203148	verkleidet 0.04329332776	kommerzialisierung 0.0431589438413	musikkapelle 0.0308896485804	bildungsprogramm 0.0286397505315	ehrenzeichen 0.0263986055652	regenschutz 0.0138430668051	marktflecken 0.0114827319354	bankraub 0.00967043329591	umgelegt 0.00277060094205	mal 5.77880243183e-08	groß 4.46972562726e-08	verschieden 3.55951956511e-08	erfolgreich 1.56797524899e-08	modern 1.1808587004e-08	stehen 1.15992681034e-08	wahr 1.15737463983e-08	bringen 1.15460532706e-08	ganz 1.15025204922e-08	geben 1.14999059569e-08	jahr 1.14911938244e-08	zweit 1.14788246597e-08	alt 1.14484197725e-08
topic55	wohnung 0.870179924927	achtziger 0.0452292154144	holländer 0.0331111339173	mundwinkel 0.0121956837343	groß 0.00555004400084	klein 0.00510022630436	abgenutzt 0.00355617012253	altbauwohnung 0.00327462125174	gracht 0.0032694461961	ästhet 0.00257980290747	neu 0.00238020517396	stehen 0.00184654500219	gehören 0.00172705391428	neogotisch 0.00160736938346	jahr 0.00148141943189	zusätzlich 0.00108296570152	atelierhaus 0.000965639384745	liegen 0.00079397287842	entsprechen 0.000770198407646	tatsächlich 0.000739387592027	zweit 0.000570968943347	finden 0.000444551569088	eigen 0.000376163573926	möglich 0.000297172157482	voll 0.00015917895794
topic56	links 0.418163110269	ungut 0.16461149283	verkommen 0.0867071020403	verwerflich 0.0821553450254	beschämend 0.0448412079848	unfrei 0.0327817752062	abrücken 0.0303954458192	vormachtstellung 0.0233069590955	worthülse 0.0195331401345	belustigend 0.0145235453877	durchsetzungskraft 0.0138523240338	idiotie 0.0130908627658	rechthaberei 0.0125678452319	ehrlichgesagt 0.0115343007468	korrumpieren 0.01059895509	grabenkampf 0.00910980127088	vollmachen 0.0060159034941	deutlich 0.001178422404	tatsächlich 0.000584067373414	sicher 0.000529484410407	finden 0.000434834067575	hoch 0.000398311833937	einzig 0.000382889417019	machen 0.000260289857276	weit 0.000254495981821
topic57	ursprünglich 0.914564336115	bauanleitung 0.0271283249616	inneneinrichtung 0.026557620408	unbeobachtet 0.0109294083778	luftstreitkraft 0.00637302842659	treuhänderisch 0.00499018522015	leistungsgesteigert 0.00367018639825	aeroflot 0.00220948520725	verfechten 0.00176100658011	tatsächlich 0.000917156485748	gehören 0.000349451544773	bestehen 0.000100437203247	folgend 6.74641482282e-06	damalig 5.86208031945e-07	ende 1.40808062021e-07	vorhanden 5.58866335454e-08	jahr 4.4729039794e-08	heutig 9.63784276792e-09	groß 9.01390234465e-09	lassen 7.0446832534e-09	verschieden 4.56239668883e-09	finden 4.45455410834e-09	zusätzlich 4.43386368285e-09	stehen 4.4332596552e-09	geben 4.42625215119e-09
topic58	effektivität 0.370607606437	geier 0.330684723718	stagnieren 0.161328303336	unabwendbar 0.0839129191162	zielmarke 0.0498566223708	hoch 5.59494408604e-08	kommen 3.61798067032e-08	jahr 3.61782548442e-08	geben 3.61434697718e-08	bringen 3.61184605455e-08	deutlich 3.6116784958e-08	scheinen 3.61121994028e-08	sehen 3.61055866862e-08	gut 3.6104023367e-08	stellen 3.61038564863e-08	wissen 3.61034160533e-08	letzt 3.61033541167e-08	langsam 3.61025895478e-08	sicht 3.61001317693e-08	erreichen 3.61001314496e-08	versuchen 3.61000542499e-08	diskussion 3.61000506868e-08	eigen 3.61000415955e-08	halten 3.61000082361e-08	gehen 3.60999951385e-08
topic59	rennen 0.908639762331	schnell 0.0471979025408	porsche 0.0115011136225	druckfehler 0.00841240189635	fallen 0.00530770305442	unhörbar 0.0047417006782	alltagsbetrieb 0.00302497042367	nötig 0.0020002223963	liegen 0.0012203862274	erst 0.00121423702461	geben 0.00116012787161	machen 0.000910022284174	voll 0.000752963580589	kommen 0.000644693220481	gut 0.000635680663549	einzig 0.000542948025729	gehen 0.00053209311098	groß 0.000399108815482	bleiben 0.000233493850921	knapp 0.000122740076474	stark 0.000112496967188	letzt 0.000106535517366	zeit 0.000106282843112	nah 6.15215410374e-05	eigentlich 2.76522839593e-05
topic60	serie 0.722435219933	wiederholung 0.130069215136	macher 0.0757979010375	gage 0.0205662357515	hauptcharakter 0.00996862525147	neu 0.00836193959416	erstausstrahlung 0.00767328599712	erfolgreich 0.00653043643142	geben 0.00398187989519	ende 0.00377473838519	weit 0.00289492299244	jahr 0.0021745700777	kurz 0.00208178128086	entsprechen 0.00100699165598	gut 0.000614535381119	bestehen 0.000422827193367	recht 0.00031961421278	deutsch 0.000191695939974	erneut 0.000179373464159	kommen 0.000178909058401	einfach 0.000102366683969	finden 0.000101221881761	gehen 7.78132277304e-05	alt 5.8551633227e-05	liegen 4.94334976945e-05
topic61	fantastisch 0.555102429123	befristet 0.150174933701	wuchtig 0.107625683824	einsendeschluss 0.0814227818794	möbliert 0.0488124404315	geldpreis 0.0327677622403	finanzierungsquelle 0.00870920382495	antragsfrist 0.00785992156968	wettbewerbsteilnehmer 0.00626513300567	voll 1.30290014769e-08	weit 1.26524821075e-08	freuen 1.25996156063e-08	nah 1.25989075009e-08	jahr 1.25985239716e-08	regelmäßig 1.25983193705e-08	woche 1.2598285809e-08	lassen 1.25982684021e-08	neu 1.25982580203e-08	bieten 1.25982554004e-08	richten 1.25982540805e-08	einzigartig 1.25982535356e-08	stellen 1.2598243839e-08	geben 1.25982390078e-08	gemeinsam 1.25982388807e-08	liegen 1.25982370179e-08
topic62	hirn 0.577767924991	donner 0.139081334087	auftun 0.108594519561	taumeln 0.075988659198	dröhnend 0.0468094538545	wehklagen 0.0251172626223	besiegte 0.0246350387056	gewiss 6.86281485251e-08	scheinen 5.93420454644e-08	fallen 2.55947616014e-08	herrschen 2.12702861248e-08	bringen 2.08033785508e-08	bleiben 2.05466074303e-08	kommen 2.03830054473e-08	wirken 2.01114963583e-08	stehen 2.01031365083e-08	gehen 2.0091287454e-08	bewegen 2.00703468504e-08	klein 2.00678685253e-08	sitzen 2.00636611417e-08	brauchen 2.00618553577e-08	machen 2.0061665388e-08	sehen 2.00614707272e-08	tag 2.00614193684e-08	gedanke 2.00602465546e-08
topic63	gelegen 0.73936679	baugebiet 0.0861752829457	liegen 0.0517007844079	bestehen 0.0283309255179	teilfläche 0.0277339182677	bilden 0.0251978229923	eiskristall 0.0216854834082	weisen 0.00895803653777	perforation 0.00350288666926	nah 0.00275924918814	weit 0.00152312962929	reichen 0.000969465650285	bieten 0.000482104477652	führen 0.000397891432279	klein 0.000117902461459	dienen 1.47743464163e-05	verschieden 9.71774395429e-06	möglich 1.14841468964e-07	teil 8.29376610016e-08	gut 4.95735003505e-08	vorhanden 3.76540695773e-08	entsprechen 2.28524885211e-08	betragen 2.24570512232e-08	gelten 1.856770273e-08	groß 1.60623079545e-08
topic64	verschlüsselung 0.20022007714	synchronisation 0.191294356507	aktiviert 0.16723999939	vertriebspartner 0.112145169565	mailserver 0.0659316918101	anpassbar 0.0631804964281	antivirus 0.0529838864134	sicher 0.0317080948415	bieten 0.025766565856	zusätzlich 0.0256064495607	konvergent 0.0160028609706	terabyte 0.0110126855861	unternehmensnetz 0.00649884589132	führen 0.00571608430337	verschieden 0.0041936622864	sprachkommunikation 0.00371204658328	zugriffskontrolle 0.0033426039299	sorgen 0.00310526319255	neu 0.00297045993614	lassen 0.00180833897669	unterschiedlich 0.000906902278278	direkt 0.000799781666364	weit 0.000442710398234	unterstützen 0.000369932764419	gehören 0.000296538841161
topic65	krankenkasse 0.356786610629	krankenversicherung 0.200344647802	versicherte 0.142759369863	jahr 0.0322856770597	spitzenverband 0.0247686136469	geben 0.0195098347488	neu 0.0183228485485	gesundheitsmanagement 0.0159303159264	gelten 0.0152263759955	bestimmt 0.011308211509	notwendig 0.0106285839296	jeweilig 0.00957540199927	entscheiden 0.00948016865074	hoch 0.00902242608121	zusätzlich 0.00889256634547	liegen 0.00833494827645	gut 0.00791036773466	kommen 0.00782128518627	gesundheitsministerin 0.00755125686779	möglich 0.00752482580986	direkt 0.00720533982926	unterschiedlich 0.00689265689269	gehören 0.00661487380387	stehen 0.00589059735768	gehen 0.00439500157411
topic66	rüge 0.347271635622	steuereinnahme 0.073166077727	arthritis 0.0586053489452	stimulieren 0.0567945963446	entzündet 0.0496049021994	erguss 0.0466231859419	rheumatisch 0.0435552941041	radiologisch 0.0408243431527	geschwollen 0.0356397307458	seebrücke 0.0353146893264	rezidiv 0.0325620382575	triebfeder 0.0324413313026	rheumatoid 0.0190117629149	kliff 0.0182705692789	rheumatologie 0.0143754880054	indikationsstellung 0.0110686411375	gelenkerkrankung 0.0101472199695	kontraindiziert 0.00965520646681	basistherapie 0.00891633706894	sonneninsel 0.00878081402405	nuklearmediziner 0.00752402424337	rheumatologe 0.00735830717323	reichen 0.0061800550314	badeparadies 0.00594913438076	therapieergebnis 0.00460381555008
topic67	abfahrt 0.147397520941	überholen 0.0904052270272	kurz 0.06895579441	erst 0.0441477579826	gehen 0.0420288630698	kommen 0.0416329594838	gut 0.0404013726916	gegenwind 0.0316717223009	weit 0.0294304124411	schnell 0.0287345720706	urplötzlich 0.0222826879304	lassen 0.0219638303076	spät 0.021246136295	ende 0.0211026957071	klein 0.0186900450113	stehen 0.0160057218638	durchringen 0.0156509835997	runtergehen 0.014315647761	machen 0.0129823385814	sehen 0.0125499712617	richtig 0.0124642200085	direkt 0.0122692868188	schotterweg 0.0120885634031	recht 0.0114104090768	bringen 0.0101988374276
topic68	schlaganfall 0.148937601792	gesundheitszustand 0.110783955355	proband 0.0963377656777	schwerpunktthema 0.0703294154098	naturheilkunde 0.0587906133845	wechseljahr 0.0499512832788	behandlungsmöglichkeit 0.0478714045983	durchschnittsalter 0.0435341496714	jugendalter 0.0320665295897	volkskrankheit 0.0319523410639	verstimmung 0.0301349901914	unterversorgung 0.0213569563208	möglich 0.0210453267114	unterschiedlich 0.0184986340239	hormonbehandlung 0.0174475550754	krankengeschichte 0.0167603393675	zweit 0.016102641921	krebsrisiko 0.0156782263882	menopause 0.0146387843861	verabreicht 0.0137813965508	deutlich 0.0118667063301	mediziner 0.0116192270114	krebsforschungszentrum 0.0107790198603	lungenembolie 0.0095172271588	jahr 0.00945044777317
topic69	verwandtschaft 0.345110012894	kulturgut 0.230290237037	isländisch 0.212927458528	fragil 0.118266376492	intimität 0.0909832388709	hauptsächlich 2.42660183393e-08	besonder 2.42319618173e-08	beginnen 2.42310475192e-08	lassen 2.42293896816e-08	übrig 2.42289772424e-08	bleiben 2.42280823979e-08	land 2.42280790968e-08	neu 2.42280442314e-08	bestehen 2.42280133512e-08	eigen 2.42280128526e-08	gemeinsam 2.42279903892e-08	groß 2.42279870018e-08	treffen 2.42279863044e-08	lang 2.42279823366e-08	leben 2.42279774402e-08	letzt 2.42279769854e-08	interesse 2.42279764837e-08	gut 2.42279742002e-08	weit 2.42279741351e-08	gelten 2.42279738102e-08
topic70	abbild 0.372741530362	glühbirne 0.20800120722	fotoapparat 0.198424049862	bildgestaltung 0.0549429882228	dunkelkammer 0.0490861781328	fotolabor 0.0338488924572	spät 0.0186572427231	lichtreflexion 0.0166154242122	lochkamera 0.0165685812654	papierstreifen 0.015858236483	terpentin 0.0120714741387	lassen 0.000109929063716	verschieden 3.23343175602e-08	sehen 3.1227078429e-08	eigentlich 3.07735510996e-08	zeigen 3.07500478245e-08	bild 3.07498614208e-08	hauptsächlich 3.0748417629e-08	gleich 3.07480844797e-08	stellen 3.07479696021e-08	entstehen 3.07473089171e-08	alt 3.07471043606e-08	betrachten 3.07466328289e-08	gelten 3.07464369026e-08	richtig 3.07463827113e-08
